'EPIC GaHL.PID.wOP Log File

'Date,GaHL.PID.wOP
08/06/2023 00:01:12.301,9.500
08/06/2023 00:01:13.322,9.500
08/06/2023 00:01:14.330,9.500
08/06/2023 00:01:15.348,9.500
08/06/2023 00:01:16.357,9.500
08/06/2023 00:01:17.381,9.500
08/06/2023 00:01:18.400,9.600
08/06/2023 00:01:19.407,9.500
08/06/2023 00:01:20.418,9.500
08/06/2023 00:01:21.427,9.500
08/06/2023 00:01:22.440,9.500
08/06/2023 00:01:23.452,9.500
08/06/2023 00:01:24.459,9.500
08/06/2023 00:01:25.468,9.500
08/06/2023 00:01:26.479,9.500
08/06/2023 00:01:27.494,9.500
08/06/2023 00:01:28.513,9.500
08/06/2023 00:01:29.530,9.500
08/06/2023 00:01:30.556,9.500
08/06/2023 00:01:31.573,9.500
08/06/2023 00:01:32.580,9.500
08/06/2023 00:01:33.591,9.500
08/06/2023 00:01:34.598,9.500
08/06/2023 00:01:35.605,9.500
08/06/2023 00:01:36.615,9.500
08/06/2023 00:01:37.623,9.500
08/06/2023 00:01:38.643,9.500
08/06/2023 00:01:39.651,9.500
08/06/2023 00:01:40.661,9.500
08/06/2023 00:01:41.677,9.500
08/06/2023 00:01:42.686,9.500
08/06/2023 00:01:43.708,9.500
08/06/2023 00:01:44.733,9.500
08/06/2023 00:01:45.749,9.500
08/06/2023 00:01:46.771,9.500
08/06/2023 00:01:47.791,9.500
08/06/2023 00:01:48.801,9.500
08/06/2023 00:01:49.808,9.500
08/06/2023 00:01:50.827,9.500
08/06/2023 00:01:51.837,9.500
08/06/2023 00:01:52.859,9.500
08/06/2023 00:01:53.871,9.500
08/06/2023 00:01:54.880,9.500
08/06/2023 00:01:55.889,9.500
08/06/2023 00:01:56.898,9.500
08/06/2023 00:01:57.911,9.500
08/06/2023 00:01:58.919,9.500
08/06/2023 00:01:59.927,9.500
08/06/2023 00:02:00.940,9.500
08/06/2023 00:02:01.953,9.500
08/06/2023 00:02:02.964,9.500
08/06/2023 00:02:03.973,9.500
08/06/2023 00:02:04.983,9.500
08/06/2023 00:02:05.991,9.500
08/06/2023 00:02:07.004,9.500
08/06/2023 00:02:08.013,9.500
08/06/2023 00:02:09.022,9.500
08/06/2023 00:02:10.057,9.500
08/06/2023 00:02:11.069,9.500
08/06/2023 00:02:12.079,9.500
08/06/2023 00:02:13.087,9.500
08/06/2023 00:02:14.097,9.500
08/06/2023 00:02:15.119,9.500
08/06/2023 00:02:16.130,9.500
08/06/2023 00:02:17.139,9.500
08/06/2023 00:02:18.150,9.500
08/06/2023 00:02:19.157,9.500
08/06/2023 00:02:20.167,9.500
08/06/2023 00:02:21.188,9.500
08/06/2023 00:02:22.200,9.500
08/06/2023 00:02:23.220,9.500
08/06/2023 00:02:24.238,9.500
08/06/2023 00:02:25.259,9.500
08/06/2023 00:02:26.268,9.500
08/06/2023 00:02:27.286,9.500
08/06/2023 00:02:28.299,9.500
08/06/2023 00:02:29.321,9.500
08/06/2023 00:02:30.333,9.500
08/06/2023 00:02:31.342,9.500
08/06/2023 00:02:32.350,9.500
08/06/2023 00:02:33.371,9.500
08/06/2023 00:02:34.380,9.500
08/06/2023 00:02:35.392,9.500
08/06/2023 00:02:36.399,9.500
08/06/2023 00:02:37.408,9.500
08/06/2023 00:02:38.413,9.500
08/06/2023 00:02:39.425,9.500
08/06/2023 00:02:40.434,9.500
08/06/2023 00:02:41.459,9.500
08/06/2023 00:02:42.481,9.500
08/06/2023 00:02:43.500,9.500
08/06/2023 00:02:44.509,9.500
08/06/2023 00:02:45.516,9.500
08/06/2023 00:02:46.534,9.500
08/06/2023 00:02:47.556,9.500
08/06/2023 00:02:48.565,9.500
08/06/2023 00:02:49.575,9.500
08/06/2023 00:02:50.581,9.500
08/06/2023 00:02:51.593,9.500
08/06/2023 00:02:52.605,9.500
08/06/2023 00:02:53.630,9.500
08/06/2023 00:02:54.639,9.500
08/06/2023 00:02:55.649,9.500
08/06/2023 00:02:56.671,9.500
08/06/2023 00:02:57.681,9.500
08/06/2023 00:02:58.691,9.500
08/06/2023 00:02:59.714,9.500
08/06/2023 00:03:00.721,9.500
08/06/2023 00:03:01.744,9.500
08/06/2023 00:03:02.764,9.500
08/06/2023 00:03:03.774,9.500
08/06/2023 00:03:04.794,9.500
08/06/2023 00:03:05.804,9.500
08/06/2023 00:03:06.816,9.500
08/06/2023 00:03:07.827,9.500
08/06/2023 00:03:08.847,9.500
08/06/2023 00:03:09.871,9.500
08/06/2023 00:03:10.894,9.500
08/06/2023 00:03:11.906,9.500
08/06/2023 00:03:12.923,9.500
08/06/2023 00:03:13.936,9.500
08/06/2023 00:03:14.947,9.500
08/06/2023 00:03:15.970,9.500
08/06/2023 00:03:16.983,9.500
08/06/2023 00:03:18.003,9.500
08/06/2023 00:03:19.020,9.500
08/06/2023 00:03:20.043,9.500
08/06/2023 00:03:21.066,9.500
08/06/2023 00:03:22.081,9.500
08/06/2023 00:03:23.090,9.500
08/06/2023 00:03:24.112,9.500
08/06/2023 00:03:25.124,9.500
08/06/2023 00:03:26.145,9.500
08/06/2023 00:03:27.154,9.500
08/06/2023 00:03:28.173,9.500
08/06/2023 00:03:29.187,9.500
08/06/2023 00:03:30.209,9.500
08/06/2023 00:03:31.220,9.500
08/06/2023 00:03:32.244,9.500
08/06/2023 00:03:33.264,9.500
08/06/2023 00:03:34.277,9.500
08/06/2023 00:03:35.288,9.500
08/06/2023 00:03:36.304,9.500
08/06/2023 00:03:37.315,9.500
08/06/2023 00:03:38.340,9.500
08/06/2023 00:03:39.355,9.500
08/06/2023 00:03:40.383,9.500
08/06/2023 00:03:41.399,9.500
08/06/2023 00:03:42.430,9.500
08/06/2023 00:03:43.455,9.500
08/06/2023 00:03:44.471,9.500
08/06/2023 00:03:45.495,9.500
08/06/2023 00:03:46.517,9.500
08/06/2023 00:03:47.543,9.500
08/06/2023 00:03:48.556,9.500
08/06/2023 00:03:49.580,9.500
08/06/2023 00:03:50.589,9.500
08/06/2023 00:03:51.617,9.500
08/06/2023 00:03:52.641,9.500
08/06/2023 00:03:53.663,9.500
08/06/2023 00:03:54.686,9.500
08/06/2023 00:03:55.708,9.500
08/06/2023 00:03:56.718,9.500
08/06/2023 00:03:57.728,9.500
08/06/2023 00:03:58.737,9.500
08/06/2023 00:03:59.746,9.500
08/06/2023 00:04:00.770,9.500
08/06/2023 00:04:01.788,9.500
08/06/2023 00:04:02.803,9.500
08/06/2023 00:04:03.822,9.500
08/06/2023 00:04:04.845,9.500
08/06/2023 00:04:05.868,9.500
08/06/2023 00:04:06.879,9.500
08/06/2023 00:04:07.902,9.500
08/06/2023 00:04:08.911,9.500
08/06/2023 00:04:09.933,9.500
08/06/2023 00:04:10.941,9.500
08/06/2023 00:04:11.962,9.500
08/06/2023 00:04:12.974,9.500
08/06/2023 00:04:13.983,9.500
08/06/2023 00:04:14.993,9.500
08/06/2023 00:04:16.001,9.500
08/06/2023 00:04:17.010,9.500
08/06/2023 00:04:18.033,9.500
08/06/2023 00:04:19.042,9.500
08/06/2023 00:04:20.066,9.500
08/06/2023 00:04:21.079,9.500
08/06/2023 00:04:22.102,9.500
08/06/2023 00:04:23.118,9.500
08/06/2023 00:04:24.141,9.500
08/06/2023 00:04:25.172,9.500
08/06/2023 00:04:26.199,9.500
08/06/2023 00:04:27.223,9.500
08/06/2023 00:04:28.234,9.500
08/06/2023 00:04:29.256,9.500
08/06/2023 00:04:30.266,9.500
08/06/2023 00:04:31.275,9.500
08/06/2023 00:04:32.302,9.500
08/06/2023 00:04:33.311,9.500
08/06/2023 00:04:34.327,9.500
08/06/2023 00:04:35.341,9.500
08/06/2023 00:04:36.358,9.500
08/06/2023 00:04:37.376,9.500
08/06/2023 00:04:38.397,9.500
08/06/2023 00:04:39.409,9.500
08/06/2023 00:04:40.426,9.500
08/06/2023 00:04:41.448,9.500
08/06/2023 00:04:42.472,9.500
08/06/2023 00:04:43.493,9.500
08/06/2023 00:04:44.517,9.500
08/06/2023 00:04:45.525,9.500
08/06/2023 00:04:46.538,9.500
08/06/2023 00:04:47.567,9.500
08/06/2023 00:04:48.584,9.500
08/06/2023 00:04:49.598,9.500
08/06/2023 00:04:50.616,9.500
08/06/2023 00:04:51.631,9.500
08/06/2023 00:04:52.662,9.500
08/06/2023 00:04:53.674,9.500
08/06/2023 00:04:54.692,9.500
08/06/2023 00:04:55.702,9.500
08/06/2023 00:04:56.726,9.500
08/06/2023 00:04:57.748,9.500
08/06/2023 00:04:58.758,9.500
08/06/2023 00:04:59.773,9.500
08/06/2023 00:05:00.785,9.500
08/06/2023 00:05:01.810,9.500
08/06/2023 00:05:02.834,9.500
08/06/2023 00:05:03.857,9.500
08/06/2023 00:05:04.869,9.500
08/06/2023 00:05:05.880,9.500
08/06/2023 00:05:06.905,9.500
08/06/2023 00:05:07.917,9.500
08/06/2023 00:05:08.936,9.500
08/06/2023 00:05:09.958,9.500
08/06/2023 00:05:10.983,9.500
08/06/2023 00:05:12.007,9.500
08/06/2023 00:05:13.016,9.500
08/06/2023 00:05:14.026,9.500
08/06/2023 00:05:15.050,9.500
08/06/2023 00:05:16.074,9.500
08/06/2023 00:05:17.084,9.500
08/06/2023 00:05:18.108,9.500
08/06/2023 00:05:19.117,9.500
08/06/2023 00:05:20.137,9.500
08/06/2023 00:05:21.150,9.500
08/06/2023 00:05:22.165,9.500
08/06/2023 00:05:23.180,9.500
08/06/2023 00:05:24.197,9.500
08/06/2023 00:05:25.218,9.500
08/06/2023 00:05:26.243,9.500
08/06/2023 00:05:27.264,9.500
08/06/2023 00:05:28.277,9.500
08/06/2023 00:05:29.289,9.500
08/06/2023 00:05:30.300,9.500
08/06/2023 00:05:31.315,9.500
08/06/2023 00:05:32.328,9.500
08/06/2023 00:05:33.348,9.500
08/06/2023 00:05:34.383,9.500
08/06/2023 00:05:35.396,9.500
08/06/2023 00:05:36.411,9.500
08/06/2023 00:05:37.430,9.500
08/06/2023 00:05:38.442,9.500
08/06/2023 00:05:39.454,9.500
08/06/2023 00:05:40.463,9.500
08/06/2023 00:05:41.476,9.500
08/06/2023 00:05:42.517,9.500
08/06/2023 00:05:43.526,9.500
08/06/2023 00:05:44.550,9.500
08/06/2023 00:05:45.561,9.500
08/06/2023 00:05:46.586,9.500
08/06/2023 00:05:47.608,9.500
08/06/2023 00:05:48.618,9.500
08/06/2023 00:05:49.637,9.500
08/06/2023 00:05:50.647,9.500
08/06/2023 00:05:51.667,9.500
08/06/2023 00:05:52.676,9.500
08/06/2023 00:05:53.684,9.500
08/06/2023 00:05:54.694,9.500
08/06/2023 00:05:55.721,9.500
08/06/2023 00:05:56.747,9.500
08/06/2023 00:05:57.764,9.500
08/06/2023 00:05:58.773,9.500
08/06/2023 00:05:59.797,9.500
08/06/2023 00:06:00.812,9.500
08/06/2023 00:06:01.825,9.500
08/06/2023 00:06:02.833,9.500
08/06/2023 00:06:03.870,9.500
08/06/2023 00:06:04.892,9.500
08/06/2023 00:06:05.916,9.500
08/06/2023 00:06:06.942,9.500
08/06/2023 00:06:07.963,9.500
08/06/2023 00:06:08.978,9.500
08/06/2023 00:06:09.992,9.500
08/06/2023 00:06:11.016,9.500
08/06/2023 00:06:12.030,9.500
08/06/2023 00:06:13.052,9.500
08/06/2023 00:06:14.063,9.500
08/06/2023 00:06:15.080,9.500
08/06/2023 00:06:16.100,9.500
08/06/2023 00:06:17.111,9.500
08/06/2023 00:06:18.131,9.500
08/06/2023 00:06:19.154,9.500
08/06/2023 00:06:20.173,9.500
08/06/2023 00:06:21.185,9.500
08/06/2023 00:06:22.215,9.500
08/06/2023 00:06:23.225,9.500
08/06/2023 00:06:24.248,9.500
08/06/2023 00:06:25.276,9.500
08/06/2023 00:06:26.295,9.500
08/06/2023 00:06:27.306,9.500
08/06/2023 00:06:28.330,9.500
08/06/2023 00:06:29.355,9.500
08/06/2023 00:06:30.382,9.500
08/06/2023 00:06:31.407,9.500
08/06/2023 00:06:32.430,9.500
08/06/2023 00:06:33.451,9.500
08/06/2023 00:06:34.473,9.500
08/06/2023 00:06:35.484,9.500
08/06/2023 00:06:36.496,9.500
08/06/2023 00:06:37.510,9.500
08/06/2023 00:06:38.520,9.500
08/06/2023 00:06:39.531,9.500
08/06/2023 00:06:40.554,9.500
08/06/2023 00:06:41.577,9.500
08/06/2023 00:06:42.598,9.500
08/06/2023 00:06:43.610,9.500
08/06/2023 00:06:44.630,9.500
08/06/2023 00:06:45.639,9.500
08/06/2023 00:06:46.650,9.500
08/06/2023 00:06:47.665,9.500
08/06/2023 00:06:48.682,9.500
08/06/2023 00:06:49.691,9.500
08/06/2023 00:06:50.721,9.500
08/06/2023 00:06:51.741,9.500
08/06/2023 00:06:52.763,9.500
08/06/2023 00:06:53.775,9.500
08/06/2023 00:06:54.797,9.500
08/06/2023 00:06:55.813,9.500
08/06/2023 00:06:56.824,9.500
08/06/2023 00:06:57.834,9.500
08/06/2023 00:06:58.851,9.500
08/06/2023 00:06:59.859,9.500
08/06/2023 00:07:00.869,9.500
08/06/2023 00:07:01.885,9.500
08/06/2023 00:07:02.910,9.500
08/06/2023 00:07:03.934,9.500
08/06/2023 00:07:04.945,9.500
08/06/2023 00:07:05.958,9.500
08/06/2023 00:07:06.978,9.500
08/06/2023 00:07:07.988,9.500
08/06/2023 00:07:09.011,9.500
08/06/2023 00:07:10.023,9.500
08/06/2023 00:07:11.032,9.500
08/06/2023 00:07:12.042,9.500
08/06/2023 00:07:13.061,9.500
08/06/2023 00:07:14.093,9.500
08/06/2023 00:07:15.113,9.500
08/06/2023 00:07:16.144,9.500
08/06/2023 00:07:17.163,9.500
08/06/2023 00:07:18.176,9.500
08/06/2023 00:07:19.199,9.500
08/06/2023 00:07:20.224,9.500
08/06/2023 00:07:21.254,9.500
08/06/2023 00:07:22.272,9.500
08/06/2023 00:07:23.296,9.500
08/06/2023 00:07:24.315,9.500
08/06/2023 00:07:25.336,9.500
08/06/2023 00:07:26.356,9.500
08/06/2023 00:07:27.366,9.500
08/06/2023 00:07:28.375,9.500
08/06/2023 00:07:29.399,9.500
08/06/2023 00:07:30.408,9.500
08/06/2023 00:07:31.419,9.500
08/06/2023 00:07:32.437,9.500
08/06/2023 00:07:33.459,9.500
08/06/2023 00:07:34.468,9.500
08/06/2023 00:07:35.479,9.500
08/06/2023 00:07:36.488,9.500
08/06/2023 00:07:37.511,9.500
08/06/2023 00:07:38.533,9.500
08/06/2023 00:07:39.555,9.500
08/06/2023 00:07:40.569,9.500
08/06/2023 00:07:41.582,9.500
08/06/2023 00:07:42.606,9.500
08/06/2023 00:07:43.617,9.500
08/06/2023 00:07:44.641,9.500
08/06/2023 00:07:45.668,9.500
08/06/2023 00:07:46.680,9.500
08/06/2023 00:07:47.714,9.500
08/06/2023 00:07:48.725,9.500
08/06/2023 00:07:49.735,9.500
08/06/2023 00:07:50.747,9.500
08/06/2023 00:07:51.759,9.500
08/06/2023 00:07:52.782,9.500
08/06/2023 00:07:53.805,9.500
08/06/2023 00:07:54.826,9.500
08/06/2023 00:07:55.837,9.500
08/06/2023 00:07:56.848,9.500
08/06/2023 00:07:57.869,9.500
08/06/2023 00:07:58.879,9.500
08/06/2023 00:07:59.903,9.500
08/06/2023 00:08:00.913,9.500
08/06/2023 00:08:01.926,9.500
08/06/2023 00:08:02.950,9.500
08/06/2023 00:08:03.959,9.500
08/06/2023 00:08:04.982,9.500
08/06/2023 00:08:05.998,9.500
08/06/2023 00:08:07.014,9.500
08/06/2023 00:08:08.025,9.500
08/06/2023 00:08:09.048,9.500
08/06/2023 00:08:10.059,9.500
08/06/2023 00:08:11.079,9.500
08/06/2023 00:08:12.105,9.500
08/06/2023 00:08:13.114,9.500
08/06/2023 00:08:14.136,9.500
08/06/2023 00:08:15.145,9.500
08/06/2023 00:08:16.167,9.500
08/06/2023 00:08:17.190,9.500
08/06/2023 00:08:18.211,9.500
08/06/2023 00:08:19.219,9.500
08/06/2023 00:08:20.228,9.500
08/06/2023 00:08:21.251,9.500
08/06/2023 00:08:22.262,9.500
08/06/2023 00:08:23.282,9.500
08/06/2023 00:08:24.291,9.500
08/06/2023 00:08:25.302,9.500
08/06/2023 00:08:26.326,9.500
08/06/2023 00:08:27.349,9.500
08/06/2023 00:08:28.375,9.500
08/06/2023 00:08:29.389,9.500
08/06/2023 00:08:30.400,9.500
08/06/2023 00:08:31.410,9.500
08/06/2023 00:08:32.435,9.500
08/06/2023 00:08:33.458,9.500
08/06/2023 00:08:34.470,9.500
08/06/2023 00:08:35.487,9.500
08/06/2023 00:08:36.505,9.500
08/06/2023 00:08:37.526,9.500
08/06/2023 00:08:38.538,9.500
08/06/2023 00:08:39.550,9.500
08/06/2023 00:08:40.560,9.500
08/06/2023 00:08:41.579,9.500
08/06/2023 00:08:42.589,9.500
08/06/2023 00:08:43.598,9.500
08/06/2023 00:08:44.619,9.500
08/06/2023 00:08:45.629,9.500
08/06/2023 00:08:46.638,9.500
08/06/2023 00:08:47.666,9.500
08/06/2023 00:08:48.689,9.500
08/06/2023 00:08:49.714,9.600
08/06/2023 00:08:50.733,9.500
08/06/2023 00:08:51.744,9.500
08/06/2023 00:08:52.768,9.500
08/06/2023 00:08:53.779,9.500
08/06/2023 00:08:54.801,9.500
08/06/2023 00:08:55.825,9.500
08/06/2023 00:08:56.849,9.500
08/06/2023 00:08:57.860,9.500
08/06/2023 00:08:58.873,9.500
08/06/2023 00:08:59.897,9.500
08/06/2023 00:09:00.919,9.500
08/06/2023 00:09:01.938,9.500
08/06/2023 00:09:02.951,9.500
08/06/2023 00:09:03.968,9.500
08/06/2023 00:09:04.976,9.500
08/06/2023 00:09:05.999,9.500
08/06/2023 00:09:07.023,9.500
08/06/2023 00:09:08.043,9.500
08/06/2023 00:09:09.064,9.500
08/06/2023 00:09:10.087,9.500
08/06/2023 00:09:11.108,9.500
08/06/2023 00:09:12.119,9.500
08/06/2023 00:09:13.141,9.500
08/06/2023 00:09:14.166,9.500
08/06/2023 00:09:15.175,9.500
08/06/2023 00:09:16.197,9.500
08/06/2023 00:09:17.221,9.500
08/06/2023 00:09:18.232,9.500
08/06/2023 00:09:19.244,9.500
08/06/2023 00:09:20.252,9.500
08/06/2023 00:09:21.267,9.500
08/06/2023 00:09:22.276,9.500
08/06/2023 00:09:23.287,9.500
08/06/2023 00:09:24.310,9.500
08/06/2023 00:09:25.339,9.500
08/06/2023 00:09:26.357,9.500
08/06/2023 00:09:27.386,9.500
08/06/2023 00:09:28.405,9.500
08/06/2023 00:09:29.420,9.500
08/06/2023 00:09:30.439,9.500
08/06/2023 00:09:31.453,9.500
08/06/2023 00:09:32.466,9.500
08/06/2023 00:09:33.475,9.500
08/06/2023 00:09:34.490,9.500
08/06/2023 00:09:35.510,9.500
08/06/2023 00:09:36.530,9.500
08/06/2023 00:09:37.551,9.500
08/06/2023 00:09:38.577,9.500
08/06/2023 00:09:39.601,9.500
08/06/2023 00:09:40.609,9.500
08/06/2023 00:09:41.631,9.500
08/06/2023 00:09:42.641,9.500
08/06/2023 00:09:43.652,9.500
08/06/2023 00:09:44.662,9.500
08/06/2023 00:09:45.685,9.500
08/06/2023 00:09:46.695,9.500
08/06/2023 00:09:47.711,9.500
08/06/2023 00:09:48.734,9.500
08/06/2023 00:09:49.759,9.500
08/06/2023 00:09:50.785,9.500
08/06/2023 00:09:51.808,9.500
08/06/2023 00:09:52.820,9.500
08/06/2023 00:09:53.829,9.500
08/06/2023 00:09:54.842,9.500
08/06/2023 00:09:55.854,9.500
08/06/2023 00:09:56.874,9.500
08/06/2023 00:09:57.906,9.500
08/06/2023 00:09:58.924,9.500
08/06/2023 00:09:59.945,9.500
08/06/2023 00:10:00.955,9.500
08/06/2023 00:10:01.970,9.500
08/06/2023 00:10:02.979,9.500
08/06/2023 00:10:03.991,9.500
08/06/2023 00:10:05.013,9.500
08/06/2023 00:10:06.028,9.500
08/06/2023 00:10:07.049,9.500
08/06/2023 00:10:08.071,9.500
08/06/2023 00:10:09.081,9.500
08/06/2023 00:10:10.111,9.500
08/06/2023 00:10:11.138,9.500
08/06/2023 00:10:12.156,9.500
08/06/2023 00:10:13.164,9.500
08/06/2023 00:10:14.194,9.500
08/06/2023 00:10:15.213,9.500
08/06/2023 00:10:16.231,9.500
08/06/2023 00:10:17.242,9.500
08/06/2023 00:10:18.261,9.500
08/06/2023 00:10:19.273,9.500
08/06/2023 00:10:20.283,9.500
08/06/2023 00:10:21.309,9.500
08/06/2023 00:10:22.317,9.500
08/06/2023 00:10:23.340,9.500
08/06/2023 00:10:24.348,9.500
08/06/2023 00:10:25.357,9.500
08/06/2023 00:10:26.370,9.500
08/06/2023 00:10:27.390,9.500
08/06/2023 00:10:28.416,9.500
08/06/2023 00:10:29.434,9.600
08/06/2023 00:10:30.443,9.500
08/06/2023 00:10:31.464,9.500
08/06/2023 00:10:32.479,9.500
08/06/2023 00:10:33.489,9.500
08/06/2023 00:10:34.497,9.500
08/06/2023 00:10:35.509,9.500
08/06/2023 00:10:36.519,9.500
08/06/2023 00:10:37.531,9.500
08/06/2023 00:10:38.542,9.500
08/06/2023 00:10:39.557,9.500
08/06/2023 00:10:40.578,9.500
08/06/2023 00:10:41.590,9.500
08/06/2023 00:10:42.601,9.500
08/06/2023 00:10:43.617,9.500
08/06/2023 00:10:44.640,9.600
08/06/2023 00:10:45.660,9.500
08/06/2023 00:10:46.677,9.500
08/06/2023 00:10:47.692,9.500
08/06/2023 00:10:48.713,9.500
08/06/2023 00:10:49.723,9.500
08/06/2023 00:10:50.732,9.500
08/06/2023 00:10:51.756,9.500
08/06/2023 00:10:52.774,9.500
08/06/2023 00:10:53.785,9.500
08/06/2023 00:10:54.807,9.500
08/06/2023 00:10:55.830,9.500
08/06/2023 00:10:56.844,9.500
08/06/2023 00:10:57.868,9.500
08/06/2023 00:10:58.875,9.500
08/06/2023 00:10:59.884,9.500
08/06/2023 00:11:00.907,9.500
08/06/2023 00:11:01.917,9.500
08/06/2023 00:11:02.940,9.500
08/06/2023 00:11:03.949,9.500
08/06/2023 00:11:04.962,9.500
08/06/2023 00:11:05.984,9.500
08/06/2023 00:11:06.997,9.500
08/06/2023 00:11:08.022,9.500
08/06/2023 00:11:09.050,9.500
08/06/2023 00:11:10.065,9.500
08/06/2023 00:11:11.075,9.500
08/06/2023 00:11:12.094,9.500
08/06/2023 00:11:13.114,9.500
08/06/2023 00:11:14.127,9.500
08/06/2023 00:11:15.158,9.500
08/06/2023 00:11:16.177,9.500
08/06/2023 00:11:17.189,9.500
08/06/2023 00:11:18.206,9.500
08/06/2023 00:11:19.226,9.500
08/06/2023 00:11:20.237,9.500
08/06/2023 00:11:21.264,9.500
08/06/2023 00:11:22.285,9.500
08/06/2023 00:11:23.297,9.500
08/06/2023 00:11:24.305,9.500
08/06/2023 00:11:25.315,9.500
08/06/2023 00:11:26.326,9.500
08/06/2023 00:11:27.347,9.500
08/06/2023 00:11:28.355,9.500
08/06/2023 00:11:29.364,9.500
08/06/2023 00:11:30.377,9.500
08/06/2023 00:11:31.385,9.500
08/06/2023 00:11:32.396,9.500
08/06/2023 00:11:33.406,9.500
08/06/2023 00:11:34.414,9.500
08/06/2023 00:11:35.426,9.500
08/06/2023 00:11:36.445,9.500
08/06/2023 00:11:37.472,9.500
08/06/2023 00:11:38.482,9.500
08/06/2023 00:11:39.496,9.500
08/06/2023 00:11:40.510,9.500
08/06/2023 00:11:41.532,9.500
08/06/2023 00:11:42.546,9.500
08/06/2023 00:11:43.559,9.500
08/06/2023 00:11:44.571,9.500
08/06/2023 00:11:45.583,9.500
08/06/2023 00:11:46.592,9.500
08/06/2023 00:11:47.605,9.500
08/06/2023 00:11:48.625,9.500
08/06/2023 00:11:49.652,9.500
08/06/2023 00:11:50.666,9.500
08/06/2023 00:11:51.690,9.500
08/06/2023 00:11:52.712,9.500
08/06/2023 00:11:53.727,9.500
08/06/2023 00:11:54.749,9.500
08/06/2023 00:11:55.767,9.500
08/06/2023 00:11:56.790,9.500
08/06/2023 00:11:57.809,9.500
08/06/2023 00:11:58.827,9.500
08/06/2023 00:11:59.850,9.500
08/06/2023 00:12:00.860,9.500
08/06/2023 00:12:01.883,9.500
08/06/2023 00:12:02.891,9.500
08/06/2023 00:12:03.914,9.500
08/06/2023 00:12:04.923,9.500
08/06/2023 00:12:05.955,9.500
08/06/2023 00:12:06.968,9.500
08/06/2023 00:12:07.987,9.500
08/06/2023 00:12:09.004,9.500
08/06/2023 00:12:10.015,9.500
08/06/2023 00:12:11.025,9.500
08/06/2023 00:12:12.036,9.500
08/06/2023 00:12:13.044,9.500
08/06/2023 00:12:14.058,9.500
08/06/2023 00:12:15.069,9.500
08/06/2023 00:12:16.091,9.500
08/06/2023 00:12:17.100,9.500
08/06/2023 00:12:18.120,9.500
08/06/2023 00:12:19.146,9.500
08/06/2023 00:12:20.168,9.500
08/06/2023 00:12:21.179,9.500
08/06/2023 00:12:22.192,9.500
08/06/2023 00:12:23.205,9.500
08/06/2023 00:12:24.230,9.500
08/06/2023 00:12:25.245,9.500
