'EPIC In.PID.wOP Log File

'Date,In.PID.wOP
08/06/2023 00:03:14.948,7.400
08/06/2023 00:03:15.970,7.500
08/06/2023 00:03:16.983,7.500
08/06/2023 00:03:18.004,7.500
08/06/2023 00:03:19.021,7.500
08/06/2023 00:03:20.044,7.400
08/06/2023 00:03:21.067,7.400
08/06/2023 00:03:22.081,7.400
08/06/2023 00:03:23.091,7.500
08/06/2023 00:03:24.113,7.500
08/06/2023 00:03:25.125,7.600
08/06/2023 00:03:26.145,7.500
08/06/2023 00:03:27.154,7.400
08/06/2023 00:03:28.174,7.500
08/06/2023 00:03:29.188,7.300
08/06/2023 00:03:30.209,7.400
08/06/2023 00:03:31.221,7.500
08/06/2023 00:03:32.244,7.500
08/06/2023 00:03:33.265,7.400
08/06/2023 00:03:34.277,7.500
08/06/2023 00:03:35.289,7.500
08/06/2023 00:03:36.304,7.500
08/06/2023 00:03:37.316,7.500
08/06/2023 00:03:38.341,7.500
08/06/2023 00:03:39.355,7.400
08/06/2023 00:03:40.384,7.500
08/06/2023 00:03:41.400,7.400
08/06/2023 00:03:42.430,7.500
08/06/2023 00:03:43.455,7.600
08/06/2023 00:03:44.471,7.600
08/06/2023 00:03:45.496,7.400
08/06/2023 00:03:46.518,7.500
08/06/2023 00:03:47.544,7.500
08/06/2023 00:03:48.556,7.500
08/06/2023 00:03:49.581,7.400
08/06/2023 00:03:50.590,7.500
08/06/2023 00:03:51.618,7.400
08/06/2023 00:03:52.642,7.400
08/06/2023 00:03:53.663,7.500
08/06/2023 00:03:54.686,7.500
08/06/2023 00:03:55.709,7.500
08/06/2023 00:03:56.718,7.500
08/06/2023 00:03:57.729,7.400
08/06/2023 00:03:58.738,7.300
08/06/2023 00:03:59.747,7.400
08/06/2023 00:04:00.771,7.500
08/06/2023 00:04:01.790,7.400
08/06/2023 00:04:02.803,7.500
08/06/2023 00:04:03.823,7.500
08/06/2023 00:04:04.846,7.600
08/06/2023 00:04:05.869,7.400
08/06/2023 00:04:06.879,7.400
08/06/2023 00:04:07.903,7.400
08/06/2023 00:04:08.912,7.500
08/06/2023 00:04:09.933,7.500
08/06/2023 00:04:10.942,7.500
08/06/2023 00:04:11.963,7.400
08/06/2023 00:04:12.975,7.500
08/06/2023 00:04:13.984,7.500
08/06/2023 00:04:14.994,7.400
08/06/2023 00:04:16.002,7.500
08/06/2023 00:04:17.010,7.400
08/06/2023 00:04:18.034,7.400
08/06/2023 00:04:19.042,7.400
08/06/2023 00:04:20.066,7.500
08/06/2023 00:04:21.080,7.600
08/06/2023 00:04:22.103,7.400
08/06/2023 00:04:23.119,7.500
08/06/2023 00:04:24.142,7.500
08/06/2023 00:04:25.174,7.500
08/06/2023 00:04:26.200,7.500
08/06/2023 00:04:27.224,7.500
08/06/2023 00:04:28.235,7.500
08/06/2023 00:04:29.257,7.500
08/06/2023 00:04:30.267,7.400
08/06/2023 00:04:31.276,7.400
08/06/2023 00:04:32.303,7.600
08/06/2023 00:04:33.312,7.400
08/06/2023 00:04:34.328,7.500
08/06/2023 00:04:35.342,7.500
08/06/2023 00:04:36.359,7.500
08/06/2023 00:04:37.377,7.500
08/06/2023 00:04:38.398,7.400
08/06/2023 00:04:39.410,7.300
08/06/2023 00:04:40.426,7.500
08/06/2023 00:04:41.449,7.500
08/06/2023 00:04:42.473,7.300
08/06/2023 00:04:43.494,7.500
08/06/2023 00:04:44.517,7.500
08/06/2023 00:04:45.526,7.500
08/06/2023 00:04:46.539,7.400
08/06/2023 00:04:47.568,7.600
08/06/2023 00:04:48.585,7.500
08/06/2023 00:04:49.598,7.400
08/06/2023 00:04:50.616,7.500
08/06/2023 00:04:51.632,7.500
08/06/2023 00:04:52.663,7.500
08/06/2023 00:04:53.675,7.500
08/06/2023 00:04:54.693,7.400
08/06/2023 00:04:55.703,7.500
08/06/2023 00:04:56.726,7.500
08/06/2023 00:04:57.749,7.400
08/06/2023 00:04:58.758,7.600
08/06/2023 00:04:59.774,7.400
08/06/2023 00:05:00.786,7.600
08/06/2023 00:05:01.811,7.400
08/06/2023 00:05:02.835,7.500
08/06/2023 00:05:03.858,7.400
08/06/2023 00:05:04.869,7.500
08/06/2023 00:05:05.881,7.400
08/06/2023 00:05:06.906,7.500
08/06/2023 00:05:07.918,7.500
08/06/2023 00:05:08.937,7.400
08/06/2023 00:05:09.959,7.500
08/06/2023 00:05:10.984,7.400
08/06/2023 00:05:12.008,7.500
08/06/2023 00:05:13.016,7.400
08/06/2023 00:05:14.027,7.500
08/06/2023 00:05:15.051,7.500
08/06/2023 00:05:16.075,7.600
08/06/2023 00:05:17.085,7.600
08/06/2023 00:05:18.109,7.600
08/06/2023 00:05:19.118,7.400
08/06/2023 00:05:20.137,7.400
08/06/2023 00:05:21.151,7.500
08/06/2023 00:05:22.166,7.500
08/06/2023 00:05:23.180,7.400
08/06/2023 00:05:24.198,7.500
08/06/2023 00:05:25.219,7.400
08/06/2023 00:05:26.244,7.600
08/06/2023 00:05:27.265,7.600
08/06/2023 00:05:28.277,7.500
08/06/2023 00:05:29.290,7.500
08/06/2023 00:05:30.301,7.400
08/06/2023 00:05:31.316,7.400
08/06/2023 00:05:32.329,7.400
08/06/2023 00:05:33.349,7.500
08/06/2023 00:05:34.384,7.500
08/06/2023 00:05:35.397,7.500
08/06/2023 00:05:36.412,7.400
08/06/2023 00:05:37.431,7.400
08/06/2023 00:05:38.443,7.500
08/06/2023 00:05:39.455,7.500
08/06/2023 00:05:40.464,7.500
08/06/2023 00:05:41.477,7.400
08/06/2023 00:05:42.518,7.400
08/06/2023 00:05:43.527,7.400
08/06/2023 00:05:44.551,7.600
08/06/2023 00:05:45.561,7.300
08/06/2023 00:05:46.587,7.300
08/06/2023 00:05:47.609,7.400
08/06/2023 00:05:48.619,7.500
08/06/2023 00:05:49.638,7.500
08/06/2023 00:05:50.648,7.500
08/06/2023 00:05:51.667,7.400
08/06/2023 00:05:52.676,7.400
08/06/2023 00:05:53.685,7.500
08/06/2023 00:05:54.695,7.500
08/06/2023 00:05:55.722,7.500
08/06/2023 00:05:56.748,7.500
08/06/2023 00:05:57.764,7.500
08/06/2023 00:05:58.774,7.500
08/06/2023 00:05:59.797,7.500
08/06/2023 00:06:00.813,7.400
08/06/2023 00:06:01.825,7.500
08/06/2023 00:06:02.834,7.500
08/06/2023 00:06:03.871,7.500
08/06/2023 00:06:04.893,7.500
08/06/2023 00:06:05.917,7.400
08/06/2023 00:06:06.943,7.600
08/06/2023 00:06:07.964,7.400
08/06/2023 00:06:08.978,7.500
08/06/2023 00:06:09.993,7.500
08/06/2023 00:06:11.017,7.500
08/06/2023 00:06:12.030,7.500
08/06/2023 00:06:13.053,7.500
08/06/2023 00:06:14.063,7.500
08/06/2023 00:06:15.081,7.400
08/06/2023 00:06:16.101,7.300
08/06/2023 00:06:17.112,7.500
08/06/2023 00:06:18.132,7.500
08/06/2023 00:06:19.154,7.500
08/06/2023 00:06:20.174,7.400
08/06/2023 00:06:21.186,7.400
08/06/2023 00:06:22.216,7.400
08/06/2023 00:06:23.226,7.600
08/06/2023 00:06:24.249,7.600
08/06/2023 00:06:25.277,7.500
08/06/2023 00:06:26.296,7.500
08/06/2023 00:06:27.306,7.400
08/06/2023 00:06:28.331,7.400
08/06/2023 00:06:29.355,7.300
08/06/2023 00:06:30.383,7.400
08/06/2023 00:06:31.408,7.600
08/06/2023 00:06:32.431,7.500
08/06/2023 00:06:33.452,7.500
08/06/2023 00:06:34.474,7.400
08/06/2023 00:06:35.485,7.500
08/06/2023 00:06:36.496,7.500
08/06/2023 00:06:37.510,7.400
08/06/2023 00:06:38.521,7.500
08/06/2023 00:06:39.532,7.500
08/06/2023 00:06:40.557,7.500
08/06/2023 00:06:41.577,7.400
08/06/2023 00:06:42.598,7.600
08/06/2023 00:06:43.611,7.500
08/06/2023 00:06:44.631,7.500
08/06/2023 00:06:45.640,7.400
08/06/2023 00:06:46.651,7.500
08/06/2023 00:06:47.666,7.500
08/06/2023 00:06:48.683,7.400
08/06/2023 00:06:49.692,7.500
08/06/2023 00:06:50.721,7.500
08/06/2023 00:06:51.742,7.500
08/06/2023 00:06:52.764,7.500
08/06/2023 00:06:53.775,7.500
08/06/2023 00:06:54.797,7.400
08/06/2023 00:06:55.813,7.400
08/06/2023 00:06:56.825,7.500
08/06/2023 00:06:57.835,7.500
08/06/2023 00:06:58.851,7.400
08/06/2023 00:06:59.860,7.500
08/06/2023 00:07:00.870,7.400
08/06/2023 00:07:01.885,7.500
08/06/2023 00:07:02.911,7.500
08/06/2023 00:07:03.934,7.500
08/06/2023 00:07:04.946,7.400
08/06/2023 00:07:05.958,7.500
08/06/2023 00:07:06.979,7.500
08/06/2023 00:07:07.989,7.500
08/06/2023 00:07:09.011,7.400
08/06/2023 00:07:10.024,7.300
08/06/2023 00:07:11.032,7.400
08/06/2023 00:07:12.043,7.500
08/06/2023 00:07:13.062,7.500
08/06/2023 00:07:14.094,7.500
08/06/2023 00:07:15.114,7.400
08/06/2023 00:07:16.145,7.500
08/06/2023 00:07:17.163,7.400
08/06/2023 00:07:18.177,7.500
08/06/2023 00:07:19.199,7.500
08/06/2023 00:07:20.225,7.500
08/06/2023 00:07:21.255,7.600
08/06/2023 00:07:22.272,7.500
08/06/2023 00:07:23.296,7.600
08/06/2023 00:07:24.317,7.500
08/06/2023 00:07:25.337,7.500
08/06/2023 00:07:26.357,7.500
08/06/2023 00:07:27.367,7.400
08/06/2023 00:07:28.376,7.300
08/06/2023 00:07:29.399,7.400
08/06/2023 00:07:30.408,7.500
08/06/2023 00:07:31.419,7.400
08/06/2023 00:07:32.438,7.400
08/06/2023 00:07:33.459,7.300
08/06/2023 00:07:34.469,7.400
08/06/2023 00:07:35.479,7.400
08/06/2023 00:07:36.488,7.400
08/06/2023 00:07:37.512,7.500
08/06/2023 00:07:38.533,7.500
08/06/2023 00:07:39.556,7.400
08/06/2023 00:07:40.570,7.500
08/06/2023 00:07:41.583,7.400
08/06/2023 00:07:42.607,7.400
08/06/2023 00:07:43.618,7.400
08/06/2023 00:07:44.644,7.500
08/06/2023 00:07:45.669,7.400
08/06/2023 00:07:46.680,7.400
08/06/2023 00:07:47.715,7.300
08/06/2023 00:07:48.726,7.500
08/06/2023 00:07:49.736,7.400
08/06/2023 00:07:50.748,7.500
08/06/2023 00:07:51.760,7.500
08/06/2023 00:07:52.782,7.400
08/06/2023 00:07:53.806,7.300
08/06/2023 00:07:54.827,7.400
08/06/2023 00:07:55.838,7.500
08/06/2023 00:07:56.849,7.500
08/06/2023 00:07:57.870,7.500
08/06/2023 00:07:58.880,7.400
08/06/2023 00:07:59.904,7.400
08/06/2023 00:08:00.913,7.400
08/06/2023 00:08:01.926,7.400
08/06/2023 00:08:02.951,7.500
08/06/2023 00:08:03.959,7.400
08/06/2023 00:08:04.983,7.500
08/06/2023 00:08:05.998,7.400
08/06/2023 00:08:07.015,7.400
08/06/2023 00:08:08.026,7.500
08/06/2023 00:08:09.048,7.400
08/06/2023 00:08:10.060,7.500
08/06/2023 00:08:11.080,7.400
08/06/2023 00:08:12.106,7.400
08/06/2023 00:08:13.115,7.400
08/06/2023 00:08:14.137,7.500
08/06/2023 00:08:15.146,7.400
08/06/2023 00:08:16.167,7.400
08/06/2023 00:08:17.190,7.500
08/06/2023 00:08:18.211,7.500
08/06/2023 00:08:19.219,7.500
08/06/2023 00:08:20.229,7.400
08/06/2023 00:08:21.252,7.400
08/06/2023 00:08:22.263,7.500
08/06/2023 00:08:23.283,7.400
08/06/2023 00:08:24.292,7.400
08/06/2023 00:08:25.303,7.500
08/06/2023 00:08:26.327,7.500
08/06/2023 00:08:27.350,7.400
08/06/2023 00:08:28.375,7.500
08/06/2023 00:08:29.390,7.500
08/06/2023 00:08:30.401,7.300
08/06/2023 00:08:31.410,7.400
08/06/2023 00:08:32.436,7.500
08/06/2023 00:08:33.459,7.500
08/06/2023 00:08:34.471,7.400
08/06/2023 00:08:35.488,7.500
08/06/2023 00:08:36.506,7.400
08/06/2023 00:08:37.527,7.400
08/06/2023 00:08:38.539,7.400
08/06/2023 00:08:39.551,7.500
08/06/2023 00:08:40.560,7.400
08/06/2023 00:08:41.579,7.400
08/06/2023 00:08:42.589,7.400
08/06/2023 00:08:43.599,7.500
08/06/2023 00:08:44.620,7.300
08/06/2023 00:08:45.630,7.500
08/06/2023 00:08:46.639,7.600
08/06/2023 00:08:47.667,7.500
08/06/2023 00:08:48.690,7.400
08/06/2023 00:08:49.715,7.500
08/06/2023 00:08:50.734,7.400
08/06/2023 00:08:51.745,7.400
08/06/2023 00:08:52.769,7.500
08/06/2023 00:08:53.779,7.600
08/06/2023 00:08:54.802,7.600
08/06/2023 00:08:55.826,7.500
08/06/2023 00:08:56.850,7.400
08/06/2023 00:08:57.861,7.400
08/06/2023 00:08:58.874,7.400
08/06/2023 00:08:59.897,7.500
08/06/2023 00:09:00.920,7.500
08/06/2023 00:09:01.938,7.600
08/06/2023 00:09:02.952,7.500
08/06/2023 00:09:03.969,7.500
08/06/2023 00:09:04.977,7.500
08/06/2023 00:09:05.999,7.400
08/06/2023 00:09:07.024,7.500
08/06/2023 00:09:08.043,7.600
08/06/2023 00:09:09.065,7.500
08/06/2023 00:09:10.088,7.300
08/06/2023 00:09:11.108,7.400
08/06/2023 00:09:12.119,7.500
08/06/2023 00:09:13.142,7.400
08/06/2023 00:09:14.167,7.400
08/06/2023 00:09:15.176,7.500
08/06/2023 00:09:16.198,7.500
08/06/2023 00:09:17.222,7.500
08/06/2023 00:09:18.233,7.400
08/06/2023 00:09:19.244,7.500
08/06/2023 00:09:20.253,7.400
08/06/2023 00:09:21.268,7.500
08/06/2023 00:09:22.277,7.400
08/06/2023 00:09:23.288,7.500
08/06/2023 00:09:24.311,7.600
08/06/2023 00:09:25.339,7.500
08/06/2023 00:09:26.358,7.600
08/06/2023 00:09:27.387,7.400
08/06/2023 00:09:28.406,7.400
08/06/2023 00:09:29.421,7.500
08/06/2023 00:09:30.439,7.500
08/06/2023 00:09:31.453,7.500
08/06/2023 00:09:32.467,7.500
08/06/2023 00:09:33.476,7.500
08/06/2023 00:09:34.491,7.500
08/06/2023 00:09:35.511,7.500
08/06/2023 00:09:36.531,7.400
08/06/2023 00:09:37.552,7.500
08/06/2023 00:09:38.578,7.400
08/06/2023 00:09:39.602,7.500
08/06/2023 00:09:40.610,7.400
08/06/2023 00:09:41.632,7.500
08/06/2023 00:09:42.642,7.400
08/06/2023 00:09:43.652,7.400
08/06/2023 00:09:44.662,7.400
08/06/2023 00:09:45.685,7.500
08/06/2023 00:09:46.695,7.500
08/06/2023 00:09:47.712,7.400
08/06/2023 00:09:48.735,7.400
08/06/2023 00:09:49.760,7.400
08/06/2023 00:09:50.786,7.500
08/06/2023 00:09:51.808,7.600
08/06/2023 00:09:52.821,7.500
08/06/2023 00:09:53.830,7.500
08/06/2023 00:09:54.843,7.400
08/06/2023 00:09:55.855,7.500
08/06/2023 00:09:56.875,7.400
08/06/2023 00:09:57.906,7.500
08/06/2023 00:09:58.924,7.400
08/06/2023 00:09:59.946,7.500
08/06/2023 00:10:00.956,7.500
08/06/2023 00:10:01.971,7.500
08/06/2023 00:10:02.980,7.500
08/06/2023 00:10:03.992,7.400
08/06/2023 00:10:05.014,7.400
08/06/2023 00:10:06.029,7.400
08/06/2023 00:10:07.049,7.500
08/06/2023 00:10:08.071,7.400
08/06/2023 00:10:09.082,7.500
08/06/2023 00:10:10.112,7.500
08/06/2023 00:10:11.139,7.500
08/06/2023 00:10:12.157,7.400
08/06/2023 00:10:13.165,7.400
08/06/2023 00:10:14.195,7.500
08/06/2023 00:10:15.214,7.500
08/06/2023 00:10:16.232,7.400
08/06/2023 00:10:17.243,7.500
08/06/2023 00:10:18.262,7.400
08/06/2023 00:10:19.273,7.500
08/06/2023 00:10:20.284,7.400
08/06/2023 00:10:21.310,7.400
08/06/2023 00:10:22.317,7.500
08/06/2023 00:10:23.340,7.500
08/06/2023 00:10:24.349,7.500
08/06/2023 00:10:25.358,7.400
08/06/2023 00:10:26.370,7.500
08/06/2023 00:10:27.391,7.500
08/06/2023 00:10:28.417,7.500
08/06/2023 00:10:29.435,7.500
08/06/2023 00:10:30.444,7.400
08/06/2023 00:10:31.465,7.500
08/06/2023 00:10:32.480,7.500
08/06/2023 00:10:33.489,7.400
08/06/2023 00:10:34.498,7.500
08/06/2023 00:10:35.510,7.500
08/06/2023 00:10:36.520,7.400
08/06/2023 00:10:37.532,7.500
08/06/2023 00:10:38.543,7.500
08/06/2023 00:10:39.557,7.500
08/06/2023 00:10:40.579,7.500
08/06/2023 00:10:41.591,7.500
08/06/2023 00:10:42.602,7.400
08/06/2023 00:10:43.618,7.500
08/06/2023 00:10:44.641,7.400
08/06/2023 00:10:45.660,7.300
08/06/2023 00:10:46.677,7.600
08/06/2023 00:10:47.693,7.500
08/06/2023 00:10:48.713,7.400
08/06/2023 00:10:49.724,7.500
08/06/2023 00:10:50.733,7.500
08/06/2023 00:10:51.756,7.500
08/06/2023 00:10:52.775,7.400
08/06/2023 00:10:53.786,7.500
08/06/2023 00:10:54.808,7.500
08/06/2023 00:10:55.830,7.500
08/06/2023 00:10:56.845,7.400
08/06/2023 00:10:57.869,7.300
08/06/2023 00:10:58.876,7.600
08/06/2023 00:10:59.885,7.400
08/06/2023 00:11:00.908,7.400
08/06/2023 00:11:01.917,7.600
08/06/2023 00:11:02.941,7.600
08/06/2023 00:11:03.950,7.500
08/06/2023 00:11:04.963,7.500
08/06/2023 00:11:05.985,7.500
08/06/2023 00:11:06.997,7.500
08/06/2023 00:11:08.023,7.500
08/06/2023 00:11:09.050,7.500
08/06/2023 00:11:10.066,7.500
08/06/2023 00:11:11.076,7.400
08/06/2023 00:11:12.094,7.400
08/06/2023 00:11:13.114,7.500
08/06/2023 00:11:14.128,7.500
08/06/2023 00:11:15.159,7.400
08/06/2023 00:11:16.178,7.400
08/06/2023 00:11:17.190,7.400
08/06/2023 00:11:18.207,7.400
08/06/2023 00:11:19.227,7.400
08/06/2023 00:11:20.237,7.500
08/06/2023 00:11:21.265,7.500
08/06/2023 00:11:22.285,7.500
08/06/2023 00:11:23.298,7.500
08/06/2023 00:11:24.305,7.500
08/06/2023 00:11:25.316,7.300
08/06/2023 00:11:26.327,7.400
08/06/2023 00:11:27.348,7.400
08/06/2023 00:11:28.356,7.600
08/06/2023 00:11:29.365,7.500
08/06/2023 00:11:30.377,7.500
08/06/2023 00:11:31.386,7.400
08/06/2023 00:11:32.397,7.400
08/06/2023 00:11:33.406,7.500
08/06/2023 00:11:34.414,7.400
08/06/2023 00:11:35.427,7.500
08/06/2023 00:11:36.446,7.500
08/06/2023 00:11:37.472,7.400
08/06/2023 00:11:38.483,7.300
08/06/2023 00:11:39.497,7.400
08/06/2023 00:11:40.510,7.400
08/06/2023 00:11:41.533,7.500
08/06/2023 00:11:42.547,7.400
08/06/2023 00:11:43.560,7.400
08/06/2023 00:11:44.572,7.500
08/06/2023 00:11:45.584,7.500
08/06/2023 00:11:46.592,7.500
08/06/2023 00:11:47.606,7.400
08/06/2023 00:11:48.626,7.400
08/06/2023 00:11:49.653,7.500
08/06/2023 00:11:50.667,7.500
08/06/2023 00:11:51.691,7.500
08/06/2023 00:11:52.712,7.500
08/06/2023 00:11:53.727,7.400
08/06/2023 00:11:54.750,7.400
08/06/2023 00:11:55.768,7.300
08/06/2023 00:11:56.791,7.400
08/06/2023 00:11:57.809,7.400
08/06/2023 00:11:58.828,7.500
08/06/2023 00:11:59.851,7.400
08/06/2023 00:12:00.861,7.500
08/06/2023 00:12:01.884,7.500
08/06/2023 00:12:02.892,7.600
08/06/2023 00:12:03.915,7.400
08/06/2023 00:12:04.924,7.400
08/06/2023 00:12:05.956,7.500
08/06/2023 00:12:06.969,7.500
08/06/2023 00:12:07.988,7.500
08/06/2023 00:12:09.005,7.500
08/06/2023 00:12:10.016,7.500
08/06/2023 00:12:11.026,7.400
08/06/2023 00:12:12.036,7.400
08/06/2023 00:12:13.045,7.500
08/06/2023 00:12:14.059,7.500
08/06/2023 00:12:15.070,7.500
08/06/2023 00:12:16.092,7.500
08/06/2023 00:12:17.101,7.400
08/06/2023 00:12:18.121,7.500
08/06/2023 00:12:19.147,7.400
08/06/2023 00:12:20.168,7.400
08/06/2023 00:12:21.179,7.500
08/06/2023 00:12:22.193,7.500
08/06/2023 00:12:23.205,7.300
08/06/2023 00:12:24.231,7.500
08/06/2023 00:12:25.246,7.500
