'EPIC La.PID.wOP Log File

'Date,La.PID.wOP
08/06/2023 00:03:26.147,6.300
08/06/2023 00:03:27.156,6.300
08/06/2023 00:03:28.175,6.300
08/06/2023 00:03:29.189,6.300
08/06/2023 00:03:30.211,6.300
08/06/2023 00:03:31.222,6.300
08/06/2023 00:03:32.246,6.300
08/06/2023 00:03:33.266,6.300
08/06/2023 00:03:34.279,6.300
08/06/2023 00:03:35.290,6.300
08/06/2023 00:03:36.306,6.300
08/06/2023 00:03:37.317,6.300
08/06/2023 00:03:38.342,6.300
08/06/2023 00:03:39.357,6.300
08/06/2023 00:03:40.386,6.300
08/06/2023 00:03:41.401,6.300
08/06/2023 00:03:42.432,6.300
08/06/2023 00:03:43.457,6.300
08/06/2023 00:03:44.473,6.300
08/06/2023 00:03:45.497,6.300
08/06/2023 00:03:46.519,6.300
08/06/2023 00:03:47.545,6.300
08/06/2023 00:03:48.558,6.300
08/06/2023 00:03:49.583,6.300
08/06/2023 00:03:50.591,6.300
08/06/2023 00:03:51.619,6.300
08/06/2023 00:03:52.643,6.300
08/06/2023 00:03:53.665,6.300
08/06/2023 00:03:54.688,6.300
08/06/2023 00:03:55.710,6.300
08/06/2023 00:03:56.720,6.300
08/06/2023 00:03:57.730,6.300
08/06/2023 00:03:58.739,6.300
08/06/2023 00:03:59.749,6.300
08/06/2023 00:04:00.772,6.300
08/06/2023 00:04:01.792,6.300
08/06/2023 00:04:02.805,6.300
08/06/2023 00:04:03.824,6.300
08/06/2023 00:04:04.847,6.300
08/06/2023 00:04:05.870,6.300
08/06/2023 00:04:06.881,6.300
08/06/2023 00:04:07.904,6.300
08/06/2023 00:04:08.913,6.300
08/06/2023 00:04:09.935,6.300
08/06/2023 00:04:10.943,6.300
08/06/2023 00:04:11.964,6.300
08/06/2023 00:04:12.976,6.300
08/06/2023 00:04:13.985,6.300
08/06/2023 00:04:14.995,6.300
08/06/2023 00:04:16.003,6.300
08/06/2023 00:04:17.012,6.300
08/06/2023 00:04:18.035,6.300
08/06/2023 00:04:19.044,6.300
08/06/2023 00:04:20.068,6.300
08/06/2023 00:04:21.081,6.300
08/06/2023 00:04:22.104,6.300
08/06/2023 00:04:23.120,6.300
08/06/2023 00:04:24.143,6.300
08/06/2023 00:04:25.177,6.300
08/06/2023 00:04:26.201,6.300
08/06/2023 00:04:27.225,6.300
08/06/2023 00:04:28.236,6.300
08/06/2023 00:04:29.258,6.300
08/06/2023 00:04:30.268,6.300
08/06/2023 00:04:31.279,6.300
08/06/2023 00:04:32.304,6.300
08/06/2023 00:04:33.313,6.300
08/06/2023 00:04:34.329,6.300
08/06/2023 00:04:35.343,6.300
08/06/2023 00:04:36.360,6.300
08/06/2023 00:04:37.378,6.300
08/06/2023 00:04:38.399,6.300
08/06/2023 00:04:39.411,6.300
08/06/2023 00:04:40.428,6.300
08/06/2023 00:04:41.450,6.300
08/06/2023 00:04:42.474,6.300
08/06/2023 00:04:43.495,6.300
08/06/2023 00:04:44.519,6.300
08/06/2023 00:04:45.528,6.300
08/06/2023 00:04:46.540,6.300
08/06/2023 00:04:47.569,6.300
08/06/2023 00:04:48.586,6.300
08/06/2023 00:04:49.600,6.300
08/06/2023 00:04:50.618,6.300
08/06/2023 00:04:51.636,6.300
08/06/2023 00:04:52.664,6.300
08/06/2023 00:04:53.676,6.300
08/06/2023 00:04:54.694,6.300
08/06/2023 00:04:55.704,6.300
08/06/2023 00:04:56.728,6.300
08/06/2023 00:04:57.750,6.300
08/06/2023 00:04:58.760,6.300
08/06/2023 00:04:59.775,6.300
08/06/2023 00:05:00.787,6.300
08/06/2023 00:05:01.812,6.300
08/06/2023 00:05:02.836,6.300
08/06/2023 00:05:03.859,6.300
08/06/2023 00:05:04.871,6.300
08/06/2023 00:05:05.882,6.300
08/06/2023 00:05:06.907,6.300
08/06/2023 00:05:07.919,6.300
08/06/2023 00:05:08.938,6.300
08/06/2023 00:05:09.960,6.300
08/06/2023 00:05:10.987,6.300
08/06/2023 00:05:12.009,6.300
08/06/2023 00:05:13.018,6.300
08/06/2023 00:05:14.028,6.300
08/06/2023 00:05:15.052,6.300
08/06/2023 00:05:16.076,6.300
08/06/2023 00:05:17.086,6.300
08/06/2023 00:05:18.110,6.300
08/06/2023 00:05:19.120,6.300
08/06/2023 00:05:20.139,6.300
08/06/2023 00:05:21.152,6.300
08/06/2023 00:05:22.168,6.300
08/06/2023 00:05:23.182,6.300
08/06/2023 00:05:24.199,6.300
08/06/2023 00:05:25.220,6.300
08/06/2023 00:05:26.245,6.300
08/06/2023 00:05:27.266,6.300
08/06/2023 00:05:28.279,6.300
08/06/2023 00:05:29.291,6.300
08/06/2023 00:05:30.302,6.300
08/06/2023 00:05:31.317,6.300
08/06/2023 00:05:32.330,6.300
08/06/2023 00:05:33.350,6.300
08/06/2023 00:05:34.385,6.300
08/06/2023 00:05:35.398,6.300
08/06/2023 00:05:36.413,6.300
08/06/2023 00:05:37.432,6.300
08/06/2023 00:05:38.444,6.300
08/06/2023 00:05:39.457,6.300
08/06/2023 00:05:40.465,6.300
08/06/2023 00:05:41.478,6.300
08/06/2023 00:05:42.519,6.300
08/06/2023 00:05:43.528,6.300
08/06/2023 00:05:44.552,6.300
08/06/2023 00:05:45.563,6.300
08/06/2023 00:05:46.588,6.300
08/06/2023 00:05:47.610,6.300
08/06/2023 00:05:48.620,6.300
08/06/2023 00:05:49.639,6.300
08/06/2023 00:05:50.649,6.300
08/06/2023 00:05:51.669,6.300
08/06/2023 00:05:52.678,6.300
08/06/2023 00:05:53.686,6.300
08/06/2023 00:05:54.698,6.300
08/06/2023 00:05:55.723,6.300
08/06/2023 00:05:56.749,6.300
08/06/2023 00:05:57.766,6.300
08/06/2023 00:05:58.775,6.300
08/06/2023 00:05:59.799,6.300
08/06/2023 00:06:00.814,6.300
08/06/2023 00:06:01.827,6.300
08/06/2023 00:06:02.835,6.300
08/06/2023 00:06:03.873,6.300
08/06/2023 00:06:04.894,6.300
08/06/2023 00:06:05.918,6.300
08/06/2023 00:06:06.944,6.300
08/06/2023 00:06:07.965,6.300
08/06/2023 00:06:08.980,6.300
08/06/2023 00:06:09.994,6.300
08/06/2023 00:06:11.018,6.300
08/06/2023 00:06:12.032,6.300
08/06/2023 00:06:13.054,6.300
08/06/2023 00:06:14.065,6.300
08/06/2023 00:06:15.082,6.300
08/06/2023 00:06:16.102,6.300
08/06/2023 00:06:17.113,6.300
08/06/2023 00:06:18.135,6.300
08/06/2023 00:06:19.156,6.300
08/06/2023 00:06:20.175,6.300
08/06/2023 00:06:21.187,6.300
08/06/2023 00:06:22.217,6.300
08/06/2023 00:06:23.227,6.300
08/06/2023 00:06:24.250,6.300
08/06/2023 00:06:25.278,6.300
08/06/2023 00:06:26.297,6.300
08/06/2023 00:06:27.308,6.300
08/06/2023 00:06:28.332,6.300
08/06/2023 00:06:29.357,6.300
08/06/2023 00:06:30.384,6.300
08/06/2023 00:06:31.409,6.300
08/06/2023 00:06:32.432,6.300
08/06/2023 00:06:33.453,6.300
08/06/2023 00:06:34.475,6.300
08/06/2023 00:06:35.486,6.300
08/06/2023 00:06:36.498,6.300
08/06/2023 00:06:37.512,6.300
08/06/2023 00:06:38.522,6.300
08/06/2023 00:06:39.533,6.300
08/06/2023 00:06:40.558,6.300
08/06/2023 00:06:41.579,6.300
08/06/2023 00:06:42.600,6.300
08/06/2023 00:06:43.612,6.300
08/06/2023 00:06:44.632,6.300
08/06/2023 00:06:45.641,6.300
08/06/2023 00:06:46.652,6.300
08/06/2023 00:06:47.667,6.300
08/06/2023 00:06:48.684,6.300
08/06/2023 00:06:49.693,6.300
08/06/2023 00:06:50.723,6.300
08/06/2023 00:06:51.743,6.300
08/06/2023 00:06:52.765,6.300
08/06/2023 00:06:53.777,6.300
08/06/2023 00:06:54.799,6.300
08/06/2023 00:06:55.815,6.300
08/06/2023 00:06:56.826,6.300
08/06/2023 00:06:57.836,6.300
08/06/2023 00:06:58.853,6.300
08/06/2023 00:06:59.861,6.300
08/06/2023 00:07:00.871,6.300
08/06/2023 00:07:01.887,6.300
08/06/2023 00:07:02.912,6.300
08/06/2023 00:07:03.936,6.300
08/06/2023 00:07:04.947,6.300
08/06/2023 00:07:05.960,6.300
08/06/2023 00:07:06.980,6.300
08/06/2023 00:07:07.990,6.300
08/06/2023 00:07:09.013,6.300
08/06/2023 00:07:10.025,6.300
08/06/2023 00:07:11.034,6.300
08/06/2023 00:07:12.044,6.300
08/06/2023 00:07:13.063,6.300
08/06/2023 00:07:14.096,6.300
08/06/2023 00:07:15.115,6.300
08/06/2023 00:07:16.146,6.300
08/06/2023 00:07:17.165,6.300
08/06/2023 00:07:18.178,6.300
08/06/2023 00:07:19.201,6.300
08/06/2023 00:07:20.226,6.300
08/06/2023 00:07:21.256,6.300
08/06/2023 00:07:22.274,6.300
08/06/2023 00:07:23.298,6.300
08/06/2023 00:07:24.320,6.300
08/06/2023 00:07:25.338,6.300
08/06/2023 00:07:26.358,6.300
08/06/2023 00:07:27.368,6.300
08/06/2023 00:07:28.377,6.300
08/06/2023 00:07:29.401,6.300
08/06/2023 00:07:30.410,6.300
08/06/2023 00:07:31.421,6.300
08/06/2023 00:07:32.439,6.300
08/06/2023 00:07:33.461,6.300
08/06/2023 00:07:34.470,6.300
08/06/2023 00:07:35.481,6.300
08/06/2023 00:07:36.490,6.300
08/06/2023 00:07:37.513,6.300
08/06/2023 00:07:38.535,6.300
08/06/2023 00:07:39.557,6.300
08/06/2023 00:07:40.571,6.300
08/06/2023 00:07:41.584,6.300
08/06/2023 00:07:42.608,6.300
08/06/2023 00:07:43.619,6.300
08/06/2023 00:07:44.646,6.300
08/06/2023 00:07:45.670,6.300
08/06/2023 00:07:46.682,6.300
08/06/2023 00:07:47.716,6.300
08/06/2023 00:07:48.728,6.300
08/06/2023 00:07:49.737,6.300
08/06/2023 00:07:50.749,6.300
08/06/2023 00:07:51.761,6.300
08/06/2023 00:07:52.784,6.300
08/06/2023 00:07:53.807,6.300
08/06/2023 00:07:54.828,6.300
08/06/2023 00:07:55.839,6.300
08/06/2023 00:07:56.850,6.300
08/06/2023 00:07:57.871,6.300
08/06/2023 00:07:58.881,6.300
08/06/2023 00:07:59.905,6.300
08/06/2023 00:08:00.915,6.300
08/06/2023 00:08:01.927,6.300
08/06/2023 00:08:02.952,6.300
08/06/2023 00:08:03.961,6.300
08/06/2023 00:08:04.984,6.300
08/06/2023 00:08:06.000,6.300
08/06/2023 00:08:07.016,6.300
08/06/2023 00:08:08.027,6.300
08/06/2023 00:08:09.050,6.300
08/06/2023 00:08:10.061,6.300
08/06/2023 00:08:11.081,6.300
08/06/2023 00:08:12.107,6.300
08/06/2023 00:08:13.116,6.300
08/06/2023 00:08:14.138,6.300
08/06/2023 00:08:15.147,6.300
08/06/2023 00:08:16.169,6.300
08/06/2023 00:08:17.191,6.300
08/06/2023 00:08:18.213,6.300
08/06/2023 00:08:19.221,6.300
08/06/2023 00:08:20.230,6.300
08/06/2023 00:08:21.253,6.300
08/06/2023 00:08:22.264,6.300
08/06/2023 00:08:23.284,6.300
08/06/2023 00:08:24.293,6.300
08/06/2023 00:08:25.305,6.300
08/06/2023 00:08:26.328,6.300
08/06/2023 00:08:27.352,6.300
08/06/2023 00:08:28.377,6.300
08/06/2023 00:08:29.391,6.300
08/06/2023 00:08:30.402,6.300
08/06/2023 00:08:31.412,6.300
08/06/2023 00:08:32.437,6.300
08/06/2023 00:08:33.460,6.300
08/06/2023 00:08:34.472,6.300
08/06/2023 00:08:35.489,6.300
08/06/2023 00:08:36.507,6.300
08/06/2023 00:08:37.528,6.300
08/06/2023 00:08:38.540,6.300
08/06/2023 00:08:39.552,6.300
08/06/2023 00:08:40.562,6.300
08/06/2023 00:08:41.581,6.300
08/06/2023 00:08:42.591,6.300
08/06/2023 00:08:43.600,6.300
08/06/2023 00:08:44.621,6.300
08/06/2023 00:08:45.631,6.300
08/06/2023 00:08:46.643,6.300
08/06/2023 00:08:47.668,6.300
08/06/2023 00:08:48.691,6.300
08/06/2023 00:08:49.716,6.300
08/06/2023 00:08:50.736,6.300
08/06/2023 00:08:51.747,6.300
08/06/2023 00:08:52.770,6.300
08/06/2023 00:08:53.781,6.300
08/06/2023 00:08:54.803,6.300
08/06/2023 00:08:55.827,6.300
08/06/2023 00:08:56.851,6.300
08/06/2023 00:08:57.862,6.300
08/06/2023 00:08:58.878,6.300
08/06/2023 00:08:59.899,6.300
08/06/2023 00:09:00.921,6.300
08/06/2023 00:09:01.940,6.300
08/06/2023 00:09:02.953,6.300
08/06/2023 00:09:03.970,6.300
08/06/2023 00:09:04.978,6.300
08/06/2023 00:09:06.001,6.300
08/06/2023 00:09:07.025,6.300
08/06/2023 00:09:08.045,6.300
08/06/2023 00:09:09.066,6.300
08/06/2023 00:09:10.089,6.300
08/06/2023 00:09:11.110,6.300
08/06/2023 00:09:12.121,6.300
08/06/2023 00:09:13.143,6.300
08/06/2023 00:09:14.168,6.300
08/06/2023 00:09:15.177,6.300
08/06/2023 00:09:16.199,6.300
08/06/2023 00:09:17.223,6.300
08/06/2023 00:09:18.235,6.300
08/06/2023 00:09:19.246,6.300
08/06/2023 00:09:20.254,6.300
08/06/2023 00:09:21.269,6.300
08/06/2023 00:09:22.278,6.300
08/06/2023 00:09:23.289,6.300
08/06/2023 00:09:24.312,6.300
08/06/2023 00:09:25.341,6.300
08/06/2023 00:09:26.359,6.300
08/06/2023 00:09:27.388,6.300
08/06/2023 00:09:28.407,6.300
08/06/2023 00:09:29.422,6.300
08/06/2023 00:09:30.441,6.300
08/06/2023 00:09:31.455,6.300
08/06/2023 00:09:32.468,6.300
08/06/2023 00:09:33.477,6.300
08/06/2023 00:09:34.492,6.300
08/06/2023 00:09:35.512,6.300
08/06/2023 00:09:36.535,6.300
08/06/2023 00:09:37.556,6.300
08/06/2023 00:09:38.579,6.300
08/06/2023 00:09:39.603,6.300
08/06/2023 00:09:40.611,6.300
08/06/2023 00:09:41.633,6.300
08/06/2023 00:09:42.643,6.300
08/06/2023 00:09:43.654,6.300
08/06/2023 00:09:44.664,6.300
08/06/2023 00:09:45.687,6.300
08/06/2023 00:09:46.696,6.300
08/06/2023 00:09:47.713,6.300
08/06/2023 00:09:48.736,6.300
08/06/2023 00:09:49.764,6.300
08/06/2023 00:09:50.787,6.300
08/06/2023 00:09:51.810,6.300
08/06/2023 00:09:52.822,6.300
08/06/2023 00:09:53.831,6.300
08/06/2023 00:09:54.845,6.300
08/06/2023 00:09:55.856,6.300
08/06/2023 00:09:56.876,6.300
08/06/2023 00:09:57.908,6.300
08/06/2023 00:09:58.926,6.300
08/06/2023 00:09:59.947,6.300
08/06/2023 00:10:00.957,6.300
08/06/2023 00:10:01.972,6.300
08/06/2023 00:10:02.981,6.300
08/06/2023 00:10:03.993,6.300
08/06/2023 00:10:05.015,6.300
08/06/2023 00:10:06.030,6.300
08/06/2023 00:10:07.051,6.300
08/06/2023 00:10:08.073,6.300
08/06/2023 00:10:09.083,6.300
08/06/2023 00:10:10.113,6.300
08/06/2023 00:10:11.140,6.300
08/06/2023 00:10:12.158,6.300
08/06/2023 00:10:13.166,6.300
08/06/2023 00:10:14.196,6.300
08/06/2023 00:10:15.215,6.300
08/06/2023 00:10:16.233,6.300
08/06/2023 00:10:17.244,6.300
08/06/2023 00:10:18.263,6.300
08/06/2023 00:10:19.275,6.300
08/06/2023 00:10:20.285,6.300
08/06/2023 00:10:21.311,6.300
08/06/2023 00:10:22.319,6.300
08/06/2023 00:10:23.342,6.300
08/06/2023 00:10:24.350,6.300
08/06/2023 00:10:25.359,6.300
08/06/2023 00:10:26.372,6.300
08/06/2023 00:10:27.392,6.300
08/06/2023 00:10:28.418,6.300
08/06/2023 00:10:29.436,6.300
08/06/2023 00:10:30.445,6.300
08/06/2023 00:10:31.466,6.300
08/06/2023 00:10:32.481,6.300
08/06/2023 00:10:33.491,6.300
08/06/2023 00:10:34.499,6.300
08/06/2023 00:10:35.511,6.300
08/06/2023 00:10:36.521,6.300
08/06/2023 00:10:37.533,6.300
08/06/2023 00:10:38.544,6.300
08/06/2023 00:10:39.561,6.300
08/06/2023 00:10:40.580,6.300
08/06/2023 00:10:41.592,6.300
08/06/2023 00:10:42.603,6.300
08/06/2023 00:10:43.619,6.300
08/06/2023 00:10:44.642,6.300
08/06/2023 00:10:45.662,6.300
08/06/2023 00:10:46.678,6.300
08/06/2023 00:10:47.694,6.300
08/06/2023 00:10:48.715,6.300
08/06/2023 00:10:49.725,6.300
08/06/2023 00:10:50.735,6.300
08/06/2023 00:10:51.758,6.300
08/06/2023 00:10:52.776,6.300
08/06/2023 00:10:53.787,6.300
08/06/2023 00:10:54.809,6.300
08/06/2023 00:10:55.832,6.300
08/06/2023 00:10:56.846,6.300
08/06/2023 00:10:57.870,6.300
08/06/2023 00:10:58.877,6.300
08/06/2023 00:10:59.886,6.300
08/06/2023 00:11:00.909,6.300
08/06/2023 00:11:01.919,6.300
08/06/2023 00:11:02.942,6.300
08/06/2023 00:11:03.951,6.300
08/06/2023 00:11:04.964,6.300
08/06/2023 00:11:05.986,6.300
08/06/2023 00:11:07.001,6.300
08/06/2023 00:11:08.024,6.300
08/06/2023 00:11:09.052,6.300
08/06/2023 00:11:10.067,6.300
08/06/2023 00:11:11.077,6.300
08/06/2023 00:11:12.096,6.300
08/06/2023 00:11:13.116,6.300
08/06/2023 00:11:14.129,6.300
08/06/2023 00:11:15.160,6.300
08/06/2023 00:11:16.179,6.300
08/06/2023 00:11:17.191,6.300
08/06/2023 00:11:18.208,6.300
08/06/2023 00:11:19.228,6.300
08/06/2023 00:11:20.241,6.300
08/06/2023 00:11:21.266,6.300
08/06/2023 00:11:22.287,6.300
08/06/2023 00:11:23.299,6.300
08/06/2023 00:11:24.307,6.300
08/06/2023 00:11:25.317,6.300
08/06/2023 00:11:26.328,6.300
08/06/2023 00:11:27.349,6.300
08/06/2023 00:11:28.357,6.300
08/06/2023 00:11:29.366,6.300
08/06/2023 00:11:30.379,6.300
08/06/2023 00:11:31.387,6.300
08/06/2023 00:11:32.398,6.300
08/06/2023 00:11:33.408,6.300
08/06/2023 00:11:34.415,6.300
08/06/2023 00:11:35.428,6.300
08/06/2023 00:11:36.447,6.300
08/06/2023 00:11:37.474,6.300
08/06/2023 00:11:38.484,6.300
08/06/2023 00:11:39.498,6.300
08/06/2023 00:11:40.512,6.300
08/06/2023 00:11:41.534,6.300
08/06/2023 00:11:42.548,6.300
08/06/2023 00:11:43.561,6.300
08/06/2023 00:11:44.573,6.300
08/06/2023 00:11:45.585,6.300
08/06/2023 00:11:46.594,6.300
08/06/2023 00:11:47.607,6.300
08/06/2023 00:11:48.627,6.300
08/06/2023 00:11:49.654,6.300
08/06/2023 00:11:50.668,6.300
08/06/2023 00:11:51.692,6.300
08/06/2023 00:11:52.714,6.300
08/06/2023 00:11:53.729,6.300
08/06/2023 00:11:54.751,6.300
08/06/2023 00:11:55.769,6.300
08/06/2023 00:11:56.792,6.300
08/06/2023 00:11:57.811,6.300
08/06/2023 00:11:58.829,6.300
08/06/2023 00:11:59.852,6.300
08/06/2023 00:12:00.862,6.300
08/06/2023 00:12:01.885,6.300
08/06/2023 00:12:02.894,6.300
08/06/2023 00:12:03.916,6.300
08/06/2023 00:12:04.925,6.300
08/06/2023 00:12:05.957,6.300
08/06/2023 00:12:06.970,6.300
08/06/2023 00:12:07.989,6.300
08/06/2023 00:12:09.006,6.300
08/06/2023 00:12:10.017,6.300
08/06/2023 00:12:11.027,6.300
08/06/2023 00:12:12.038,6.300
08/06/2023 00:12:13.046,6.300
08/06/2023 00:12:14.060,6.300
08/06/2023 00:12:15.071,6.300
08/06/2023 00:12:16.093,6.300
08/06/2023 00:12:17.102,6.300
08/06/2023 00:12:18.122,6.300
08/06/2023 00:12:19.148,6.300
08/06/2023 00:12:20.170,6.300
08/06/2023 00:12:21.181,6.300
08/06/2023 00:12:22.194,6.300
08/06/2023 00:12:23.207,6.300
08/06/2023 00:12:24.232,6.300
08/06/2023 00:12:25.247,6.300
