'EPIC GeO.PID.wOP Log File

'Date,GeO.PID.wOP
08/06/2023 00:02:47.556,5.600
08/06/2023 00:02:48.565,5.600
08/06/2023 00:02:49.575,5.600
08/06/2023 00:02:50.581,5.600
08/06/2023 00:02:51.593,5.600
08/06/2023 00:02:52.605,5.600
08/06/2023 00:02:53.630,5.600
08/06/2023 00:02:54.639,5.600
08/06/2023 00:02:55.649,5.600
08/06/2023 00:02:56.672,5.600
08/06/2023 00:02:57.681,5.600
08/06/2023 00:02:58.692,5.600
08/06/2023 00:02:59.714,5.600
08/06/2023 00:03:00.722,5.600
08/06/2023 00:03:01.745,5.600
08/06/2023 00:03:02.764,5.600
08/06/2023 00:03:03.774,5.600
08/06/2023 00:03:04.794,5.500
08/06/2023 00:03:05.804,5.600
08/06/2023 00:03:06.816,5.600
08/06/2023 00:03:07.827,5.500
08/06/2023 00:03:08.848,5.600
08/06/2023 00:03:09.871,5.500
08/06/2023 00:03:10.895,5.500
08/06/2023 00:03:11.907,5.500
08/06/2023 00:03:12.923,5.500
08/06/2023 00:03:13.937,5.500
08/06/2023 00:03:14.947,5.500
08/06/2023 00:03:15.970,5.500
08/06/2023 00:03:16.983,5.500
08/06/2023 00:03:18.003,5.500
08/06/2023 00:03:19.020,5.500
08/06/2023 00:03:20.043,5.500
08/06/2023 00:03:21.067,5.500
08/06/2023 00:03:22.081,5.500
08/06/2023 00:03:23.090,5.500
08/06/2023 00:03:24.113,5.500
08/06/2023 00:03:25.125,5.500
08/06/2023 00:03:26.145,5.500
08/06/2023 00:03:27.154,5.500
08/06/2023 00:03:28.173,5.500
08/06/2023 00:03:29.187,5.500
08/06/2023 00:03:30.209,5.500
08/06/2023 00:03:31.220,5.500
08/06/2023 00:03:32.244,5.500
08/06/2023 00:03:33.265,5.500
08/06/2023 00:03:34.277,5.500
08/06/2023 00:03:35.289,5.500
08/06/2023 00:03:36.304,5.500
08/06/2023 00:03:37.315,5.500
08/06/2023 00:03:38.341,5.500
08/06/2023 00:03:39.355,5.500
08/06/2023 00:03:40.384,5.500
08/06/2023 00:03:41.400,5.500
08/06/2023 00:03:42.430,5.500
08/06/2023 00:03:43.455,5.500
08/06/2023 00:03:44.471,5.500
08/06/2023 00:03:45.495,5.500
08/06/2023 00:03:46.518,5.500
08/06/2023 00:03:47.543,5.500
08/06/2023 00:03:48.556,5.500
08/06/2023 00:03:49.581,5.600
08/06/2023 00:03:50.590,5.600
08/06/2023 00:03:51.617,5.600
08/06/2023 00:03:52.641,5.600
08/06/2023 00:03:53.663,5.600
08/06/2023 00:03:54.686,5.600
08/06/2023 00:03:55.708,5.600
08/06/2023 00:03:56.718,5.600
08/06/2023 00:03:57.728,5.600
08/06/2023 00:03:58.738,5.600
08/06/2023 00:03:59.747,5.600
08/06/2023 00:04:00.771,5.600
08/06/2023 00:04:01.790,5.600
08/06/2023 00:04:02.803,5.600
08/06/2023 00:04:03.822,5.600
08/06/2023 00:04:04.845,5.600
08/06/2023 00:04:05.868,5.600
08/06/2023 00:04:06.879,5.600
08/06/2023 00:04:07.903,5.600
08/06/2023 00:04:08.911,5.600
08/06/2023 00:04:09.933,5.600
08/06/2023 00:04:10.941,5.600
08/06/2023 00:04:11.962,5.600
08/06/2023 00:04:12.975,5.600
08/06/2023 00:04:13.983,5.600
08/06/2023 00:04:14.993,5.600
08/06/2023 00:04:16.001,5.600
08/06/2023 00:04:17.010,5.600
08/06/2023 00:04:18.033,5.600
08/06/2023 00:04:19.042,5.600
08/06/2023 00:04:20.066,5.600
08/06/2023 00:04:21.079,5.600
08/06/2023 00:04:22.102,5.600
08/06/2023 00:04:23.119,5.600
08/06/2023 00:04:24.142,5.600
08/06/2023 00:04:25.173,5.600
08/06/2023 00:04:26.199,5.600
08/06/2023 00:04:27.223,5.600
08/06/2023 00:04:28.235,5.600
08/06/2023 00:04:29.256,5.600
08/06/2023 00:04:30.267,5.600
08/06/2023 00:04:31.276,5.500
08/06/2023 00:04:32.302,5.500
08/06/2023 00:04:33.312,5.500
08/06/2023 00:04:34.327,5.500
08/06/2023 00:04:35.341,5.500
08/06/2023 00:04:36.359,5.500
08/06/2023 00:04:37.376,5.500
08/06/2023 00:04:38.398,5.500
08/06/2023 00:04:39.409,5.500
08/06/2023 00:04:40.426,5.500
08/06/2023 00:04:41.449,5.500
08/06/2023 00:04:42.472,5.500
08/06/2023 00:04:43.493,5.500
08/06/2023 00:04:44.517,5.500
08/06/2023 00:04:45.526,5.500
08/06/2023 00:04:46.538,5.500
08/06/2023 00:04:47.567,5.500
08/06/2023 00:04:48.585,5.500
08/06/2023 00:04:49.598,5.500
08/06/2023 00:04:50.616,5.500
08/06/2023 00:04:51.632,5.500
08/06/2023 00:04:52.663,5.500
08/06/2023 00:04:53.674,5.500
08/06/2023 00:04:54.692,5.500
08/06/2023 00:04:55.702,5.500
08/06/2023 00:04:56.726,5.500
08/06/2023 00:04:57.748,5.500
08/06/2023 00:04:58.758,5.500
08/06/2023 00:04:59.773,5.500
08/06/2023 00:05:00.785,5.500
08/06/2023 00:05:01.811,5.500
08/06/2023 00:05:02.834,5.500
08/06/2023 00:05:03.857,5.500
08/06/2023 00:05:04.869,5.500
08/06/2023 00:05:05.881,5.500
08/06/2023 00:05:06.905,5.500
08/06/2023 00:05:07.917,5.500
08/06/2023 00:05:08.936,5.500
08/06/2023 00:05:09.959,5.500
08/06/2023 00:05:10.983,5.500
08/06/2023 00:05:12.008,5.500
08/06/2023 00:05:13.016,5.500
08/06/2023 00:05:14.026,5.600
08/06/2023 00:05:15.050,5.600
08/06/2023 00:05:16.075,5.600
08/06/2023 00:05:17.084,5.500
08/06/2023 00:05:18.108,5.500
08/06/2023 00:05:19.118,5.600
08/06/2023 00:05:20.137,5.600
08/06/2023 00:05:21.151,5.600
08/06/2023 00:05:22.166,5.600
08/06/2023 00:05:23.180,5.600
08/06/2023 00:05:24.197,5.600
08/06/2023 00:05:25.219,5.600
08/06/2023 00:05:26.244,5.600
08/06/2023 00:05:27.264,5.600
08/06/2023 00:05:28.277,5.600
08/06/2023 00:05:29.289,5.600
08/06/2023 00:05:30.300,5.600
08/06/2023 00:05:31.315,5.600
08/06/2023 00:05:32.329,5.600
08/06/2023 00:05:33.349,5.600
08/06/2023 00:05:34.383,5.600
08/06/2023 00:05:35.396,5.600
08/06/2023 00:05:36.411,5.600
08/06/2023 00:05:37.430,5.600
08/06/2023 00:05:38.442,5.700
08/06/2023 00:05:39.455,5.600
08/06/2023 00:05:40.464,5.600
08/06/2023 00:05:41.476,5.600
08/06/2023 00:05:42.517,5.600
08/06/2023 00:05:43.526,5.600
08/06/2023 00:05:44.551,5.600
08/06/2023 00:05:45.561,5.600
08/06/2023 00:05:46.586,5.600
08/06/2023 00:05:47.609,5.600
08/06/2023 00:05:48.619,5.600
08/06/2023 00:05:49.637,5.600
08/06/2023 00:05:50.648,5.600
08/06/2023 00:05:51.667,5.600
08/06/2023 00:05:52.676,5.600
08/06/2023 00:05:53.685,5.600
08/06/2023 00:05:54.695,5.600
08/06/2023 00:05:55.721,5.600
08/06/2023 00:05:56.748,5.600
08/06/2023 00:05:57.764,5.600
08/06/2023 00:05:58.773,5.600
08/06/2023 00:05:59.797,5.600
08/06/2023 00:06:00.812,5.600
08/06/2023 00:06:01.825,5.600
08/06/2023 00:06:02.833,5.600
08/06/2023 00:06:03.871,5.500
08/06/2023 00:06:04.893,5.500
08/06/2023 00:06:05.916,5.500
08/06/2023 00:06:06.942,5.600
08/06/2023 00:06:07.963,5.500
08/06/2023 00:06:08.978,5.500
08/06/2023 00:06:09.992,5.500
08/06/2023 00:06:11.017,5.500
08/06/2023 00:06:12.030,5.500
08/06/2023 00:06:13.052,5.500
08/06/2023 00:06:14.063,5.500
08/06/2023 00:06:15.081,5.500
08/06/2023 00:06:16.100,5.500
08/06/2023 00:06:17.111,5.500
08/06/2023 00:06:18.131,5.500
08/06/2023 00:06:19.154,5.500
08/06/2023 00:06:20.174,5.500
08/06/2023 00:06:21.186,5.500
08/06/2023 00:06:22.215,5.500
08/06/2023 00:06:23.225,5.400
08/06/2023 00:06:24.248,5.400
08/06/2023 00:06:25.276,5.500
08/06/2023 00:06:26.295,5.400
08/06/2023 00:06:27.306,5.400
08/06/2023 00:06:28.330,5.400
08/06/2023 00:06:29.355,5.500
08/06/2023 00:06:30.383,5.400
08/06/2023 00:06:31.407,5.400
08/06/2023 00:06:32.431,5.500
08/06/2023 00:06:33.451,5.500
08/06/2023 00:06:34.473,5.500
08/06/2023 00:06:35.485,5.500
08/06/2023 00:06:36.496,5.500
08/06/2023 00:06:37.510,5.400
08/06/2023 00:06:38.520,5.400
08/06/2023 00:06:39.531,5.500
08/06/2023 00:06:40.556,5.500
08/06/2023 00:06:41.577,5.500
08/06/2023 00:06:42.598,5.500
08/06/2023 00:06:43.610,5.500
08/06/2023 00:06:44.630,5.600
08/06/2023 00:06:45.639,5.500
08/06/2023 00:06:46.650,5.600
08/06/2023 00:06:47.666,5.600
08/06/2023 00:06:48.682,5.600
08/06/2023 00:06:49.691,5.600
08/06/2023 00:06:50.721,5.600
08/06/2023 00:06:51.741,5.600
08/06/2023 00:06:52.763,5.600
08/06/2023 00:06:53.775,5.600
08/06/2023 00:06:54.797,5.600
08/06/2023 00:06:55.813,5.600
08/06/2023 00:06:56.824,5.600
08/06/2023 00:06:57.834,5.600
08/06/2023 00:06:58.851,5.600
08/06/2023 00:06:59.859,5.600
08/06/2023 00:07:00.869,5.600
08/06/2023 00:07:01.885,5.600
08/06/2023 00:07:02.910,5.600
08/06/2023 00:07:03.934,5.600
08/06/2023 00:07:04.945,5.600
08/06/2023 00:07:05.958,5.600
08/06/2023 00:07:06.979,5.600
08/06/2023 00:07:07.988,5.700
08/06/2023 00:07:09.011,5.600
08/06/2023 00:07:10.023,5.600
08/06/2023 00:07:11.032,5.600
08/06/2023 00:07:12.042,5.600
08/06/2023 00:07:13.061,5.600
08/06/2023 00:07:14.094,5.600
08/06/2023 00:07:15.113,5.600
08/06/2023 00:07:16.144,5.600
08/06/2023 00:07:17.163,5.600
08/06/2023 00:07:18.176,5.600
08/06/2023 00:07:19.199,5.600
08/06/2023 00:07:20.224,5.600
08/06/2023 00:07:21.254,5.600
08/06/2023 00:07:22.272,5.600
08/06/2023 00:07:23.296,5.600
08/06/2023 00:07:24.315,5.600
08/06/2023 00:07:25.337,5.600
08/06/2023 00:07:26.357,5.600
08/06/2023 00:07:27.367,5.600
08/06/2023 00:07:28.375,5.600
08/06/2023 00:07:29.399,5.600
08/06/2023 00:07:30.408,5.600
08/06/2023 00:07:31.419,5.600
08/06/2023 00:07:32.437,5.600
08/06/2023 00:07:33.459,5.600
08/06/2023 00:07:34.468,5.600
08/06/2023 00:07:35.479,5.600
08/06/2023 00:07:36.488,5.600
08/06/2023 00:07:37.512,5.600
08/06/2023 00:07:38.533,5.600
08/06/2023 00:07:39.555,5.600
08/06/2023 00:07:40.569,5.500
08/06/2023 00:07:41.582,5.600
08/06/2023 00:07:42.606,5.600
08/06/2023 00:07:43.617,5.600
08/06/2023 00:07:44.641,5.600
08/06/2023 00:07:45.669,5.600
08/06/2023 00:07:46.680,5.600
08/06/2023 00:07:47.715,5.500
08/06/2023 00:07:48.726,5.500
08/06/2023 00:07:49.736,5.500
08/06/2023 00:07:50.747,5.600
08/06/2023 00:07:51.760,5.500
08/06/2023 00:07:52.782,5.500
08/06/2023 00:07:53.806,5.500
08/06/2023 00:07:54.827,5.500
08/06/2023 00:07:55.837,5.500
08/06/2023 00:07:56.849,5.500
08/06/2023 00:07:57.869,5.500
08/06/2023 00:07:58.879,5.500
08/06/2023 00:07:59.903,5.500
08/06/2023 00:08:00.913,5.500
08/06/2023 00:08:01.926,5.500
08/06/2023 00:08:02.950,5.500
08/06/2023 00:08:03.959,5.500
08/06/2023 00:08:04.983,5.500
08/06/2023 00:08:05.998,5.400
08/06/2023 00:08:07.015,5.400
08/06/2023 00:08:08.025,5.400
08/06/2023 00:08:09.048,5.400
08/06/2023 00:08:10.059,5.400
08/06/2023 00:08:11.079,5.400
08/06/2023 00:08:12.105,5.500
08/06/2023 00:08:13.114,5.500
08/06/2023 00:08:14.137,5.500
08/06/2023 00:08:15.145,5.500
08/06/2023 00:08:16.167,5.400
08/06/2023 00:08:17.190,5.500
08/06/2023 00:08:18.211,5.400
08/06/2023 00:08:19.219,5.500
08/06/2023 00:08:20.228,5.500
08/06/2023 00:08:21.251,5.400
08/06/2023 00:08:22.262,5.500
08/06/2023 00:08:23.282,5.500
08/06/2023 00:08:24.291,5.500
08/06/2023 00:08:25.303,5.500
08/06/2023 00:08:26.326,5.500
08/06/2023 00:08:27.350,5.500
08/06/2023 00:08:28.375,5.500
08/06/2023 00:08:29.389,5.500
08/06/2023 00:08:30.401,5.500
08/06/2023 00:08:31.410,5.500
08/06/2023 00:08:32.436,5.600
08/06/2023 00:08:33.459,5.600
08/06/2023 00:08:34.470,5.600
08/06/2023 00:08:35.488,5.600
08/06/2023 00:08:36.505,5.600
08/06/2023 00:08:37.526,5.600
08/06/2023 00:08:38.538,5.600
08/06/2023 00:08:39.551,5.600
08/06/2023 00:08:40.560,5.600
08/06/2023 00:08:41.579,5.600
08/06/2023 00:08:42.589,5.600
08/06/2023 00:08:43.598,5.600
08/06/2023 00:08:44.619,5.600
08/06/2023 00:08:45.629,5.600
08/06/2023 00:08:46.639,5.600
08/06/2023 00:08:47.667,5.600
08/06/2023 00:08:48.689,5.600
08/06/2023 00:08:49.714,5.600
08/06/2023 00:08:50.734,5.700
08/06/2023 00:08:51.745,5.600
08/06/2023 00:08:52.769,5.600
08/06/2023 00:08:53.779,5.600
08/06/2023 00:08:54.801,5.600
08/06/2023 00:08:55.826,5.700
08/06/2023 00:08:56.849,5.600
08/06/2023 00:08:57.861,5.600
08/06/2023 00:08:58.874,5.600
08/06/2023 00:08:59.897,5.600
08/06/2023 00:09:00.919,5.600
08/06/2023 00:09:01.938,5.600
08/06/2023 00:09:02.951,5.600
08/06/2023 00:09:03.968,5.600
08/06/2023 00:09:04.976,5.600
08/06/2023 00:09:05.999,5.600
08/06/2023 00:09:07.023,5.600
08/06/2023 00:09:08.043,5.600
08/06/2023 00:09:09.064,5.600
08/06/2023 00:09:10.087,5.600
08/06/2023 00:09:11.108,5.600
08/06/2023 00:09:12.119,5.600
08/06/2023 00:09:13.141,5.600
08/06/2023 00:09:14.166,5.600
08/06/2023 00:09:15.176,5.600
08/06/2023 00:09:16.198,5.600
08/06/2023 00:09:17.222,5.600
08/06/2023 00:09:18.233,5.600
08/06/2023 00:09:19.244,5.600
08/06/2023 00:09:20.252,5.600
08/06/2023 00:09:21.267,5.600
08/06/2023 00:09:22.276,5.600
08/06/2023 00:09:23.287,5.600
08/06/2023 00:09:24.310,5.600
08/06/2023 00:09:25.339,5.500
08/06/2023 00:09:26.358,5.600
08/06/2023 00:09:27.387,5.500
08/06/2023 00:09:28.405,5.500
08/06/2023 00:09:29.420,5.500
08/06/2023 00:09:30.439,5.500
08/06/2023 00:09:31.453,5.500
08/06/2023 00:09:32.466,5.500
08/06/2023 00:09:33.476,5.500
08/06/2023 00:09:34.491,5.500
08/06/2023 00:09:35.511,5.500
08/06/2023 00:09:36.531,5.500
08/06/2023 00:09:37.551,5.500
08/06/2023 00:09:38.577,5.500
08/06/2023 00:09:39.602,5.500
08/06/2023 00:09:40.610,5.500
08/06/2023 00:09:41.631,5.500
08/06/2023 00:09:42.641,5.500
08/06/2023 00:09:43.652,5.400
08/06/2023 00:09:44.662,5.400
08/06/2023 00:09:45.685,5.400
08/06/2023 00:09:46.695,5.400
08/06/2023 00:09:47.712,5.400
08/06/2023 00:09:48.734,5.400
08/06/2023 00:09:49.760,5.400
08/06/2023 00:09:50.785,5.400
08/06/2023 00:09:51.808,5.500
08/06/2023 00:09:52.820,5.500
08/06/2023 00:09:53.829,5.500
08/06/2023 00:09:54.843,5.500
08/06/2023 00:09:55.855,5.500
08/06/2023 00:09:56.875,5.500
08/06/2023 00:09:57.906,5.500
08/06/2023 00:09:58.924,5.500
08/06/2023 00:09:59.946,5.500
08/06/2023 00:10:00.955,5.500
08/06/2023 00:10:01.970,5.500
08/06/2023 00:10:02.979,5.500
08/06/2023 00:10:03.991,5.500
08/06/2023 00:10:05.013,5.500
08/06/2023 00:10:06.028,5.500
08/06/2023 00:10:07.049,5.500
08/06/2023 00:10:08.071,5.600
08/06/2023 00:10:09.081,5.600
08/06/2023 00:10:10.112,5.600
08/06/2023 00:10:11.138,5.600
08/06/2023 00:10:12.156,5.600
08/06/2023 00:10:13.165,5.600
08/06/2023 00:10:14.194,5.600
08/06/2023 00:10:15.213,5.600
08/06/2023 00:10:16.231,5.600
08/06/2023 00:10:17.242,5.600
08/06/2023 00:10:18.261,5.600
08/06/2023 00:10:19.273,5.600
08/06/2023 00:10:20.283,5.600
08/06/2023 00:10:21.309,5.600
08/06/2023 00:10:22.317,5.600
08/06/2023 00:10:23.340,5.600
08/06/2023 00:10:24.349,5.600
08/06/2023 00:10:25.357,5.600
08/06/2023 00:10:26.370,5.600
08/06/2023 00:10:27.390,5.600
08/06/2023 00:10:28.417,5.600
08/06/2023 00:10:29.434,5.600
08/06/2023 00:10:30.443,5.600
08/06/2023 00:10:31.464,5.600
08/06/2023 00:10:32.479,5.600
08/06/2023 00:10:33.489,5.700
08/06/2023 00:10:34.498,5.600
08/06/2023 00:10:35.509,5.600
08/06/2023 00:10:36.520,5.600
08/06/2023 00:10:37.531,5.600
08/06/2023 00:10:38.542,5.600
08/06/2023 00:10:39.557,5.600
08/06/2023 00:10:40.578,5.600
08/06/2023 00:10:41.590,5.600
08/06/2023 00:10:42.602,5.600
08/06/2023 00:10:43.617,5.600
08/06/2023 00:10:44.640,5.600
08/06/2023 00:10:45.660,5.600
08/06/2023 00:10:46.677,5.600
08/06/2023 00:10:47.692,5.600
08/06/2023 00:10:48.713,5.600
08/06/2023 00:10:49.723,5.600
08/06/2023 00:10:50.733,5.600
08/06/2023 00:10:51.756,5.600
08/06/2023 00:10:52.774,5.600
08/06/2023 00:10:53.786,5.600
08/06/2023 00:10:54.808,5.600
08/06/2023 00:10:55.830,5.600
08/06/2023 00:10:56.844,5.600
08/06/2023 00:10:57.868,5.600
08/06/2023 00:10:58.875,5.600
08/06/2023 00:10:59.885,5.600
08/06/2023 00:11:00.907,5.600
08/06/2023 00:11:01.917,5.600
08/06/2023 00:11:02.940,5.600
08/06/2023 00:11:03.950,5.600
08/06/2023 00:11:04.962,5.500
08/06/2023 00:11:05.984,5.500
08/06/2023 00:11:06.997,5.600
08/06/2023 00:11:08.022,5.500
08/06/2023 00:11:09.050,5.500
08/06/2023 00:11:10.066,5.500
08/06/2023 00:11:11.075,5.500
08/06/2023 00:11:12.094,5.500
08/06/2023 00:11:13.114,5.500
08/06/2023 00:11:14.127,5.500
08/06/2023 00:11:15.158,5.500
08/06/2023 00:11:16.178,5.500
08/06/2023 00:11:17.189,5.500
08/06/2023 00:11:18.206,5.500
08/06/2023 00:11:19.227,5.500
08/06/2023 00:11:20.237,5.500
08/06/2023 00:11:21.264,5.500
08/06/2023 00:11:22.285,5.500
08/06/2023 00:11:23.297,5.500
08/06/2023 00:11:24.305,5.500
08/06/2023 00:11:25.315,5.500
08/06/2023 00:11:26.326,5.400
08/06/2023 00:11:27.347,5.400
08/06/2023 00:11:28.356,5.400
08/06/2023 00:11:29.364,5.400
08/06/2023 00:11:30.377,5.400
08/06/2023 00:11:31.385,5.400
08/06/2023 00:11:32.396,5.400
08/06/2023 00:11:33.406,5.400
08/06/2023 00:11:34.414,5.500
08/06/2023 00:11:35.426,5.400
08/06/2023 00:11:36.445,5.500
08/06/2023 00:11:37.472,5.500
08/06/2023 00:11:38.482,5.400
08/06/2023 00:11:39.496,5.500
08/06/2023 00:11:40.510,5.500
08/06/2023 00:11:41.533,5.500
08/06/2023 00:11:42.546,5.500
08/06/2023 00:11:43.559,5.500
08/06/2023 00:11:44.571,5.500
08/06/2023 00:11:45.583,5.500
08/06/2023 00:11:46.592,5.500
08/06/2023 00:11:47.605,5.500
08/06/2023 00:11:48.626,5.600
08/06/2023 00:11:49.652,5.600
08/06/2023 00:11:50.667,5.600
08/06/2023 00:11:51.690,5.600
08/06/2023 00:11:52.712,5.600
08/06/2023 00:11:53.727,5.600
08/06/2023 00:11:54.750,5.600
08/06/2023 00:11:55.767,5.600
08/06/2023 00:11:56.790,5.600
08/06/2023 00:11:57.809,5.600
08/06/2023 00:11:58.827,5.600
08/06/2023 00:11:59.850,5.600
08/06/2023 00:12:00.861,5.600
08/06/2023 00:12:01.883,5.600
08/06/2023 00:12:02.892,5.600
08/06/2023 00:12:03.914,5.600
08/06/2023 00:12:04.923,5.600
08/06/2023 00:12:05.955,5.600
08/06/2023 00:12:06.968,5.600
08/06/2023 00:12:07.988,5.600
08/06/2023 00:12:09.005,5.600
08/06/2023 00:12:10.015,5.700
08/06/2023 00:12:11.025,5.700
08/06/2023 00:12:12.036,5.700
08/06/2023 00:12:13.044,5.700
08/06/2023 00:12:14.059,5.700
08/06/2023 00:12:15.070,5.600
08/06/2023 00:12:16.091,5.700
08/06/2023 00:12:17.101,5.600
08/06/2023 00:12:18.120,5.600
08/06/2023 00:12:19.146,5.600
08/06/2023 00:12:20.168,5.600
08/06/2023 00:12:21.179,5.600
08/06/2023 00:12:22.193,5.700
08/06/2023 00:12:23.205,5.600
08/06/2023 00:12:24.231,5.600
08/06/2023 00:12:25.245,5.600
