'EPIC SiO.PID.wOP Log File

'Date,SiO.PID.wOP
08/06/2023 00:06:15.082,9.700
08/06/2023 00:06:16.102,9.700
08/06/2023 00:06:17.112,9.800
08/06/2023 00:06:18.135,9.800
08/06/2023 00:06:19.155,9.800
08/06/2023 00:06:20.175,9.800
08/06/2023 00:06:21.187,9.700
08/06/2023 00:06:22.216,9.700
08/06/2023 00:06:23.227,9.700
08/06/2023 00:06:24.250,9.700
08/06/2023 00:06:25.278,9.700
08/06/2023 00:06:26.297,9.800
08/06/2023 00:06:27.307,9.800
08/06/2023 00:06:28.332,9.700
08/06/2023 00:06:29.356,9.800
08/06/2023 00:06:30.384,9.700
08/06/2023 00:06:31.408,9.800
08/06/2023 00:06:32.432,9.700
08/06/2023 00:06:33.452,9.700
08/06/2023 00:06:34.475,9.700
08/06/2023 00:06:35.486,9.800
08/06/2023 00:06:36.497,9.700
08/06/2023 00:06:37.511,9.700
08/06/2023 00:06:38.521,9.700
08/06/2023 00:06:39.533,9.700
08/06/2023 00:06:40.558,9.700
08/06/2023 00:06:41.578,9.700
08/06/2023 00:06:42.599,9.700
08/06/2023 00:06:43.612,9.700
08/06/2023 00:06:44.632,9.700
08/06/2023 00:06:45.641,9.700
08/06/2023 00:06:46.652,9.700
08/06/2023 00:06:47.667,9.800
08/06/2023 00:06:48.684,9.700
08/06/2023 00:06:49.693,9.700
08/06/2023 00:06:50.722,9.700
08/06/2023 00:06:51.743,9.800
08/06/2023 00:06:52.765,9.800
08/06/2023 00:06:53.776,9.700
08/06/2023 00:06:54.798,9.800
08/06/2023 00:06:55.814,9.800
08/06/2023 00:06:56.825,9.800
08/06/2023 00:06:57.836,9.800
08/06/2023 00:06:58.852,9.800
08/06/2023 00:06:59.861,9.800
08/06/2023 00:07:00.871,9.800
08/06/2023 00:07:01.886,9.800
08/06/2023 00:07:02.911,9.800
08/06/2023 00:07:03.935,9.800
08/06/2023 00:07:04.947,9.800
08/06/2023 00:07:05.959,9.800
08/06/2023 00:07:06.980,9.800
08/06/2023 00:07:07.989,9.800
08/06/2023 00:07:09.012,9.800
08/06/2023 00:07:10.025,9.800
08/06/2023 00:07:11.033,9.800
08/06/2023 00:07:12.044,9.800
08/06/2023 00:07:13.063,9.700
08/06/2023 00:07:14.095,9.700
08/06/2023 00:07:15.115,9.700
08/06/2023 00:07:16.146,9.700
08/06/2023 00:07:17.164,9.800
08/06/2023 00:07:18.178,9.800
08/06/2023 00:07:19.200,9.800
08/06/2023 00:07:20.225,9.800
08/06/2023 00:07:21.255,9.700
08/06/2023 00:07:22.273,9.800
08/06/2023 00:07:23.297,9.700
08/06/2023 00:07:24.318,9.700
08/06/2023 00:07:25.338,9.700
08/06/2023 00:07:26.358,9.700
08/06/2023 00:07:27.368,9.700
08/06/2023 00:07:28.377,9.700
08/06/2023 00:07:29.400,9.800
08/06/2023 00:07:30.409,9.700
08/06/2023 00:07:31.420,9.700
08/06/2023 00:07:32.439,9.700
08/06/2023 00:07:33.460,9.800
08/06/2023 00:07:34.469,9.800
08/06/2023 00:07:35.480,9.700
08/06/2023 00:07:36.489,9.700
08/06/2023 00:07:37.513,9.700
08/06/2023 00:07:38.534,9.800
08/06/2023 00:07:39.557,9.800
08/06/2023 00:07:40.570,9.800
08/06/2023 00:07:41.583,9.800
08/06/2023 00:07:42.607,9.800
08/06/2023 00:07:43.619,9.800
08/06/2023 00:07:44.645,9.700
08/06/2023 00:07:45.670,9.700
08/06/2023 00:07:46.681,9.800
08/06/2023 00:07:47.716,9.800
08/06/2023 00:07:48.727,9.700
08/06/2023 00:07:49.737,9.700
08/06/2023 00:07:50.749,9.800
08/06/2023 00:07:51.761,9.700
08/06/2023 00:07:52.783,9.700
08/06/2023 00:07:53.807,9.700
08/06/2023 00:07:54.828,9.700
08/06/2023 00:07:55.838,9.700
08/06/2023 00:07:56.850,9.800
08/06/2023 00:07:57.870,9.800
08/06/2023 00:07:58.880,9.800
08/06/2023 00:07:59.905,9.700
08/06/2023 00:08:00.914,9.800
08/06/2023 00:08:01.927,9.800
08/06/2023 00:08:02.951,9.800
08/06/2023 00:08:03.960,9.800
08/06/2023 00:08:04.984,9.800
08/06/2023 00:08:05.999,9.800
08/06/2023 00:08:07.016,9.800
08/06/2023 00:08:08.027,9.800
08/06/2023 00:08:09.049,9.800
08/06/2023 00:08:10.060,9.800
08/06/2023 00:08:11.081,9.800
08/06/2023 00:08:12.107,9.800
08/06/2023 00:08:13.115,9.800
08/06/2023 00:08:14.138,9.800
08/06/2023 00:08:15.146,9.800
08/06/2023 00:08:16.168,9.800
08/06/2023 00:08:17.191,9.800
08/06/2023 00:08:18.212,9.800
08/06/2023 00:08:19.220,9.800
08/06/2023 00:08:20.230,9.800
08/06/2023 00:08:21.253,9.800
08/06/2023 00:08:22.263,9.800
08/06/2023 00:08:23.284,9.700
08/06/2023 00:08:24.293,9.800
08/06/2023 00:08:25.304,9.700
08/06/2023 00:08:26.327,9.700
08/06/2023 00:08:27.351,9.700
08/06/2023 00:08:28.376,9.800
08/06/2023 00:08:29.391,9.700
08/06/2023 00:08:30.402,9.700
08/06/2023 00:08:31.411,9.800
08/06/2023 00:08:32.437,9.700
08/06/2023 00:08:33.460,9.700
08/06/2023 00:08:34.472,9.700
08/06/2023 00:08:35.489,9.700
08/06/2023 00:08:36.506,9.700
08/06/2023 00:08:37.528,9.700
08/06/2023 00:08:38.539,9.700
08/06/2023 00:08:39.552,9.700
08/06/2023 00:08:40.561,9.800
08/06/2023 00:08:41.580,9.800
08/06/2023 00:08:42.590,9.800
08/06/2023 00:08:43.599,9.800
08/06/2023 00:08:44.621,9.700
08/06/2023 00:08:45.630,9.800
08/06/2023 00:08:46.640,9.800
08/06/2023 00:08:47.668,9.700
08/06/2023 00:08:48.690,9.800
08/06/2023 00:08:49.715,9.800
08/06/2023 00:08:50.735,9.800
08/06/2023 00:08:51.746,9.800
08/06/2023 00:08:52.770,9.800
08/06/2023 00:08:53.780,9.800
08/06/2023 00:08:54.803,9.800
08/06/2023 00:08:55.827,9.800
08/06/2023 00:08:56.851,9.800
08/06/2023 00:08:57.862,9.700
08/06/2023 00:08:58.877,9.800
08/06/2023 00:08:59.898,9.800
08/06/2023 00:09:00.921,9.800
08/06/2023 00:09:01.939,9.800
08/06/2023 00:09:02.953,9.800
08/06/2023 00:09:03.969,9.700
08/06/2023 00:09:04.978,9.700
08/06/2023 00:09:06.000,9.700
08/06/2023 00:09:07.025,9.700
08/06/2023 00:09:08.044,9.700
08/06/2023 00:09:09.066,9.700
08/06/2023 00:09:10.088,9.700
08/06/2023 00:09:11.109,9.700
08/06/2023 00:09:12.120,9.800
08/06/2023 00:09:13.143,9.800
08/06/2023 00:09:14.168,9.800
08/06/2023 00:09:15.177,9.800
08/06/2023 00:09:16.199,9.700
08/06/2023 00:09:17.223,9.800
08/06/2023 00:09:18.234,9.800
08/06/2023 00:09:19.245,9.700
08/06/2023 00:09:20.254,9.800
08/06/2023 00:09:21.269,9.700
08/06/2023 00:09:22.277,9.800
08/06/2023 00:09:23.288,9.800
08/06/2023 00:09:24.311,9.800
08/06/2023 00:09:25.340,9.800
08/06/2023 00:09:26.359,9.800
08/06/2023 00:09:27.388,9.700
08/06/2023 00:09:28.406,9.700
08/06/2023 00:09:29.422,9.800
08/06/2023 00:09:30.440,9.700
08/06/2023 00:09:31.454,9.700
08/06/2023 00:09:32.468,9.800
08/06/2023 00:09:33.477,9.700
08/06/2023 00:09:34.492,9.800
08/06/2023 00:09:35.512,9.800
08/06/2023 00:09:36.534,9.700
08/06/2023 00:09:37.553,9.800
08/06/2023 00:09:38.579,9.700
08/06/2023 00:09:39.603,9.800
08/06/2023 00:09:40.611,9.800
08/06/2023 00:09:41.632,9.800
08/06/2023 00:09:42.642,9.800
08/06/2023 00:09:43.653,9.800
08/06/2023 00:09:44.663,9.800
08/06/2023 00:09:45.686,9.800
08/06/2023 00:09:46.696,9.800
08/06/2023 00:09:47.713,9.700
08/06/2023 00:09:48.735,9.800
08/06/2023 00:09:49.761,9.800
08/06/2023 00:09:50.787,9.800
08/06/2023 00:09:51.809,9.800
08/06/2023 00:09:52.821,9.800
08/06/2023 00:09:53.831,9.800
08/06/2023 00:09:54.844,9.800
08/06/2023 00:09:55.856,9.800
08/06/2023 00:09:56.876,9.800
08/06/2023 00:09:57.907,9.800
08/06/2023 00:09:58.925,9.800
08/06/2023 00:09:59.947,9.800
08/06/2023 00:10:00.957,9.800
08/06/2023 00:10:01.971,9.700
08/06/2023 00:10:02.981,9.800
08/06/2023 00:10:03.993,9.800
08/06/2023 00:10:05.015,9.800
08/06/2023 00:10:06.030,9.700
08/06/2023 00:10:07.050,9.700
08/06/2023 00:10:08.072,9.700
08/06/2023 00:10:09.083,9.700
08/06/2023 00:10:10.113,9.700
08/06/2023 00:10:11.139,9.700
08/06/2023 00:10:12.158,9.700
08/06/2023 00:10:13.166,9.700
08/06/2023 00:10:14.196,9.700
08/06/2023 00:10:15.214,9.800
08/06/2023 00:10:16.232,9.700
08/06/2023 00:10:17.243,9.700
08/06/2023 00:10:18.263,9.700
08/06/2023 00:10:19.274,9.700
08/06/2023 00:10:20.285,9.700
08/06/2023 00:10:21.310,9.700
08/06/2023 00:10:22.318,9.700
08/06/2023 00:10:23.341,9.700
08/06/2023 00:10:24.350,9.800
08/06/2023 00:10:25.358,9.800
08/06/2023 00:10:26.371,9.700
08/06/2023 00:10:27.391,9.700
08/06/2023 00:10:28.418,9.700
08/06/2023 00:10:29.435,9.700
08/06/2023 00:10:30.444,9.700
08/06/2023 00:10:31.465,9.700
08/06/2023 00:10:32.481,9.700
08/06/2023 00:10:33.490,9.700
08/06/2023 00:10:34.499,9.700
08/06/2023 00:10:35.510,9.700
08/06/2023 00:10:36.521,9.700
08/06/2023 00:10:37.532,9.700
08/06/2023 00:10:38.544,9.700
08/06/2023 00:10:39.560,9.700
08/06/2023 00:10:40.580,9.800
08/06/2023 00:10:41.591,9.700
08/06/2023 00:10:42.603,9.800
08/06/2023 00:10:43.619,9.800
08/06/2023 00:10:44.642,9.800
08/06/2023 00:10:45.661,9.800
08/06/2023 00:10:46.678,9.800
08/06/2023 00:10:47.694,9.700
08/06/2023 00:10:48.714,9.800
08/06/2023 00:10:49.724,9.700
08/06/2023 00:10:50.734,9.800
08/06/2023 00:10:51.757,9.800
08/06/2023 00:10:52.775,9.800
08/06/2023 00:10:53.787,9.700
08/06/2023 00:10:54.809,9.800
08/06/2023 00:10:55.831,9.800
08/06/2023 00:10:56.846,9.800
08/06/2023 00:10:57.869,9.700
08/06/2023 00:10:58.877,9.800
08/06/2023 00:10:59.886,9.700
08/06/2023 00:11:00.908,9.800
08/06/2023 00:11:01.918,9.800
08/06/2023 00:11:02.941,9.800
08/06/2023 00:11:03.951,9.800
08/06/2023 00:11:04.963,9.800
08/06/2023 00:11:05.985,9.800
08/06/2023 00:11:06.998,9.800
08/06/2023 00:11:08.023,9.700
08/06/2023 00:11:09.051,9.800
08/06/2023 00:11:10.067,9.800
08/06/2023 00:11:11.076,9.700
08/06/2023 00:11:12.095,9.700
08/06/2023 00:11:13.115,9.800
08/06/2023 00:11:14.129,9.700
08/06/2023 00:11:15.160,9.800
08/06/2023 00:11:16.179,9.800
08/06/2023 00:11:17.191,9.800
08/06/2023 00:11:18.207,9.800
08/06/2023 00:11:19.228,9.700
08/06/2023 00:11:20.240,9.800
08/06/2023 00:11:21.266,9.800
08/06/2023 00:11:22.286,9.700
08/06/2023 00:11:23.298,9.800
08/06/2023 00:11:24.306,9.800
08/06/2023 00:11:25.316,9.700
08/06/2023 00:11:26.328,9.700
08/06/2023 00:11:27.348,9.700
08/06/2023 00:11:28.357,9.800
08/06/2023 00:11:29.365,9.800
08/06/2023 00:11:30.378,9.800
08/06/2023 00:11:31.386,9.800
08/06/2023 00:11:32.397,9.800
08/06/2023 00:11:33.407,9.700
08/06/2023 00:11:34.415,9.700
08/06/2023 00:11:35.428,9.700
08/06/2023 00:11:36.447,9.700
08/06/2023 00:11:37.473,9.700
08/06/2023 00:11:38.483,9.700
08/06/2023 00:11:39.497,9.700
08/06/2023 00:11:40.511,9.700
08/06/2023 00:11:41.534,9.700
08/06/2023 00:11:42.547,9.700
08/06/2023 00:11:43.560,9.800
08/06/2023 00:11:44.572,9.700
08/06/2023 00:11:45.585,9.700
08/06/2023 00:11:46.593,9.700
08/06/2023 00:11:47.606,9.700
08/06/2023 00:11:48.627,9.800
08/06/2023 00:11:49.654,9.800
08/06/2023 00:11:50.668,9.800
08/06/2023 00:11:51.692,9.800
08/06/2023 00:11:52.713,9.700
08/06/2023 00:11:53.728,9.800
08/06/2023 00:11:54.751,9.700
08/06/2023 00:11:55.768,9.700
08/06/2023 00:11:56.792,9.800
08/06/2023 00:11:57.810,9.700
08/06/2023 00:11:58.829,9.800
08/06/2023 00:11:59.851,9.800
08/06/2023 00:12:00.862,9.800
08/06/2023 00:12:01.884,9.800
08/06/2023 00:12:02.893,9.800
08/06/2023 00:12:03.916,9.800
08/06/2023 00:12:04.924,9.800
08/06/2023 00:12:05.956,9.800
08/06/2023 00:12:06.969,9.800
08/06/2023 00:12:07.989,9.800
08/06/2023 00:12:09.006,9.800
08/06/2023 00:12:10.016,9.800
08/06/2023 00:12:11.026,9.800
08/06/2023 00:12:12.037,9.700
08/06/2023 00:12:13.045,9.800
08/06/2023 00:12:14.060,9.700
08/06/2023 00:12:15.071,9.800
08/06/2023 00:12:16.093,9.800
08/06/2023 00:12:17.102,9.800
08/06/2023 00:12:18.122,9.700
08/06/2023 00:12:19.148,9.800
08/06/2023 00:12:20.169,9.700
08/06/2023 00:12:21.180,9.800
08/06/2023 00:12:22.194,9.700
08/06/2023 00:12:23.206,9.700
08/06/2023 00:12:24.232,9.800
08/06/2023 00:12:25.246,9.700
