'EPIC SnO.PID.wOP Log File

'Date,SnO.PID.wOP
08/06/2023 00:02:27.287,4.600
08/06/2023 00:02:28.300,4.600
08/06/2023 00:02:29.322,4.600
08/06/2023 00:02:30.334,4.600
08/06/2023 00:02:31.343,4.600
08/06/2023 00:02:32.351,4.600
08/06/2023 00:02:33.372,4.600
08/06/2023 00:02:34.381,4.600
08/06/2023 00:02:35.393,4.500
08/06/2023 00:02:36.400,4.600
08/06/2023 00:02:37.409,4.600
08/06/2023 00:02:38.414,4.600
08/06/2023 00:02:39.426,4.600
08/06/2023 00:02:40.435,4.600
08/06/2023 00:02:41.460,4.600
08/06/2023 00:02:42.482,4.500
08/06/2023 00:02:43.502,4.600
08/06/2023 00:02:44.510,4.600
08/06/2023 00:02:45.517,4.600
08/06/2023 00:02:46.535,4.600
08/06/2023 00:02:47.557,4.600
08/06/2023 00:02:48.566,4.600
08/06/2023 00:02:49.576,4.600
08/06/2023 00:02:50.582,4.600
08/06/2023 00:02:51.595,4.600
08/06/2023 00:02:52.609,4.600
08/06/2023 00:02:53.632,4.600
08/06/2023 00:02:54.641,4.600
08/06/2023 00:02:55.651,4.600
08/06/2023 00:02:56.673,4.600
08/06/2023 00:02:57.683,4.600
08/06/2023 00:02:58.693,4.600
08/06/2023 00:02:59.715,4.600
08/06/2023 00:03:00.723,4.600
08/06/2023 00:03:01.746,4.600
08/06/2023 00:03:02.766,4.600
08/06/2023 00:03:03.776,4.600
08/06/2023 00:03:04.796,4.600
08/06/2023 00:03:05.807,4.600
08/06/2023 00:03:06.817,4.600
08/06/2023 00:03:07.829,4.600
08/06/2023 00:03:08.849,4.600
08/06/2023 00:03:09.873,4.600
08/06/2023 00:03:10.896,4.600
08/06/2023 00:03:11.908,4.600
08/06/2023 00:03:12.925,4.600
08/06/2023 00:03:13.938,4.600
08/06/2023 00:03:14.949,4.600
08/06/2023 00:03:15.971,4.600
08/06/2023 00:03:16.984,4.600
08/06/2023 00:03:18.005,4.600
08/06/2023 00:03:19.022,4.600
08/06/2023 00:03:20.045,4.600
08/06/2023 00:03:21.068,4.600
08/06/2023 00:03:22.082,4.600
08/06/2023 00:03:23.092,4.500
08/06/2023 00:03:24.114,4.600
08/06/2023 00:03:25.126,4.600
08/06/2023 00:03:26.146,4.600
08/06/2023 00:03:27.155,4.600
08/06/2023 00:03:28.175,4.500
08/06/2023 00:03:29.189,4.500
08/06/2023 00:03:30.210,4.600
08/06/2023 00:03:31.222,4.600
08/06/2023 00:03:32.245,4.600
08/06/2023 00:03:33.266,4.600
08/06/2023 00:03:34.278,4.600
08/06/2023 00:03:35.290,4.600
08/06/2023 00:03:36.305,4.600
08/06/2023 00:03:37.317,4.600
08/06/2023 00:03:38.342,4.600
08/06/2023 00:03:39.356,4.600
08/06/2023 00:03:40.385,4.500
08/06/2023 00:03:41.401,4.600
08/06/2023 00:03:42.431,4.600
08/06/2023 00:03:43.456,4.600
08/06/2023 00:03:44.473,4.500
08/06/2023 00:03:45.497,4.600
08/06/2023 00:03:46.519,4.500
08/06/2023 00:03:47.545,4.500
08/06/2023 00:03:48.557,4.500
08/06/2023 00:03:49.582,4.500
08/06/2023 00:03:50.591,4.600
08/06/2023 00:03:51.619,4.500
08/06/2023 00:03:52.643,4.600
08/06/2023 00:03:53.664,4.500
08/06/2023 00:03:54.687,4.600
08/06/2023 00:03:55.710,4.500
08/06/2023 00:03:56.719,4.500
08/06/2023 00:03:57.730,4.500
08/06/2023 00:03:58.739,4.600
08/06/2023 00:03:59.748,4.500
08/06/2023 00:04:00.772,4.500
08/06/2023 00:04:01.791,4.500
08/06/2023 00:04:02.804,4.600
08/06/2023 00:04:03.824,4.500
08/06/2023 00:04:04.847,4.500
08/06/2023 00:04:05.870,4.500
08/06/2023 00:04:06.880,4.500
08/06/2023 00:04:07.904,4.500
08/06/2023 00:04:08.913,4.500
08/06/2023 00:04:09.935,4.600
08/06/2023 00:04:10.943,4.500
08/06/2023 00:04:11.964,4.500
08/06/2023 00:04:12.976,4.500
08/06/2023 00:04:13.985,4.500
08/06/2023 00:04:14.995,4.500
08/06/2023 00:04:16.003,4.500
08/06/2023 00:04:17.011,4.500
08/06/2023 00:04:18.035,4.500
08/06/2023 00:04:19.043,4.500
08/06/2023 00:04:20.067,4.500
08/06/2023 00:04:21.081,4.500
08/06/2023 00:04:22.104,4.500
08/06/2023 00:04:23.120,4.500
08/06/2023 00:04:24.143,4.500
08/06/2023 00:04:25.177,4.500
08/06/2023 00:04:26.201,4.500
08/06/2023 00:04:27.225,4.500
08/06/2023 00:04:28.236,4.500
08/06/2023 00:04:29.258,4.500
08/06/2023 00:04:30.268,4.500
08/06/2023 00:04:31.279,4.500
08/06/2023 00:04:32.304,4.500
08/06/2023 00:04:33.313,4.500
08/06/2023 00:04:34.329,4.500
08/06/2023 00:04:35.343,4.500
08/06/2023 00:04:36.360,4.600
08/06/2023 00:04:37.378,4.500
08/06/2023 00:04:38.399,4.500
08/06/2023 00:04:39.411,4.500
08/06/2023 00:04:40.428,4.500
08/06/2023 00:04:41.450,4.500
08/06/2023 00:04:42.474,4.500
08/06/2023 00:04:43.495,4.500
08/06/2023 00:04:44.518,4.500
08/06/2023 00:04:45.527,4.500
08/06/2023 00:04:46.540,4.500
08/06/2023 00:04:47.569,4.500
08/06/2023 00:04:48.586,4.500
08/06/2023 00:04:49.599,4.500
08/06/2023 00:04:50.617,4.500
08/06/2023 00:04:51.635,4.500
08/06/2023 00:04:52.664,4.500
08/06/2023 00:04:53.676,4.500
08/06/2023 00:04:54.694,4.500
08/06/2023 00:04:55.704,4.500
08/06/2023 00:04:56.727,4.500
08/06/2023 00:04:57.750,4.500
08/06/2023 00:04:58.759,4.500
08/06/2023 00:04:59.775,4.500
08/06/2023 00:05:00.787,4.500
08/06/2023 00:05:01.812,4.500
08/06/2023 00:05:02.836,4.500
08/06/2023 00:05:03.859,4.600
08/06/2023 00:05:04.870,4.500
08/06/2023 00:05:05.882,4.500
08/06/2023 00:05:06.907,4.500
08/06/2023 00:05:07.919,4.500
08/06/2023 00:05:08.938,4.600
08/06/2023 00:05:09.960,4.600
08/06/2023 00:05:10.987,4.500
08/06/2023 00:05:12.009,4.500
08/06/2023 00:05:13.018,4.500
08/06/2023 00:05:14.028,4.500
08/06/2023 00:05:15.052,4.500
08/06/2023 00:05:16.076,4.500
08/06/2023 00:05:17.086,4.500
08/06/2023 00:05:18.110,4.500
08/06/2023 00:05:19.119,4.500
08/06/2023 00:05:20.138,4.500
08/06/2023 00:05:21.152,4.500
08/06/2023 00:05:22.167,4.500
08/06/2023 00:05:23.181,4.500
08/06/2023 00:05:24.199,4.500
08/06/2023 00:05:25.220,4.500
08/06/2023 00:05:26.245,4.500
08/06/2023 00:05:27.266,4.500
08/06/2023 00:05:28.278,4.500
08/06/2023 00:05:29.291,4.500
08/06/2023 00:05:30.302,4.500
08/06/2023 00:05:31.317,4.500
08/06/2023 00:05:32.330,4.500
08/06/2023 00:05:33.350,4.500
08/06/2023 00:05:34.385,4.500
08/06/2023 00:05:35.398,4.500
08/06/2023 00:05:36.413,4.500
08/06/2023 00:05:37.432,4.500
08/06/2023 00:05:38.444,4.500
08/06/2023 00:05:39.456,4.500
08/06/2023 00:05:40.465,4.500
08/06/2023 00:05:41.478,4.500
08/06/2023 00:05:42.519,4.500
08/06/2023 00:05:43.528,4.500
08/06/2023 00:05:44.552,4.500
08/06/2023 00:05:45.562,4.500
08/06/2023 00:05:46.588,4.500
08/06/2023 00:05:47.610,4.500
08/06/2023 00:05:48.620,4.500
08/06/2023 00:05:49.639,4.500
08/06/2023 00:05:50.649,4.500
08/06/2023 00:05:51.668,4.500
08/06/2023 00:05:52.677,4.600
08/06/2023 00:05:53.686,4.600
08/06/2023 00:05:54.698,4.500
08/06/2023 00:05:55.723,4.500
08/06/2023 00:05:56.749,4.500
08/06/2023 00:05:57.765,4.500
08/06/2023 00:05:58.775,4.600
08/06/2023 00:05:59.798,4.600
08/06/2023 00:06:00.814,4.600
08/06/2023 00:06:01.826,4.500
08/06/2023 00:06:02.835,4.600
08/06/2023 00:06:03.872,4.600
08/06/2023 00:06:04.894,4.600
08/06/2023 00:06:05.918,4.600
08/06/2023 00:06:06.944,4.500
08/06/2023 00:06:07.965,4.600
08/06/2023 00:06:08.979,4.600
08/06/2023 00:06:09.994,4.600
08/06/2023 00:06:11.018,4.600
08/06/2023 00:06:12.031,4.600
08/06/2023 00:06:13.054,4.600
08/06/2023 00:06:14.064,4.600
08/06/2023 00:06:15.082,4.500
08/06/2023 00:06:16.102,4.600
08/06/2023 00:06:17.113,4.600
08/06/2023 00:06:18.135,4.500
08/06/2023 00:06:19.155,4.600
08/06/2023 00:06:20.175,4.600
08/06/2023 00:06:21.187,4.600
08/06/2023 00:06:22.217,4.600
08/06/2023 00:06:23.227,4.600
08/06/2023 00:06:24.250,4.600
08/06/2023 00:06:25.278,4.600
08/06/2023 00:06:26.297,4.600
08/06/2023 00:06:27.307,4.600
08/06/2023 00:06:28.332,4.500
08/06/2023 00:06:29.356,4.600
08/06/2023 00:06:30.384,4.600
08/06/2023 00:06:31.409,4.600
08/06/2023 00:06:32.432,4.600
08/06/2023 00:06:33.453,4.600
08/06/2023 00:06:34.475,4.500
08/06/2023 00:06:35.486,4.500
08/06/2023 00:06:36.497,4.600
08/06/2023 00:06:37.511,4.600
08/06/2023 00:06:38.522,4.600
08/06/2023 00:06:39.533,4.600
08/06/2023 00:06:40.558,4.600
08/06/2023 00:06:41.578,4.600
08/06/2023 00:06:42.599,4.600
08/06/2023 00:06:43.612,4.600
08/06/2023 00:06:44.632,4.600
08/06/2023 00:06:45.641,4.500
08/06/2023 00:06:46.652,4.600
08/06/2023 00:06:47.667,4.600
08/06/2023 00:06:48.684,4.500
08/06/2023 00:06:49.693,4.600
08/06/2023 00:06:50.722,4.600
08/06/2023 00:06:51.743,4.600
08/06/2023 00:06:52.765,4.600
08/06/2023 00:06:53.776,4.600
08/06/2023 00:06:54.798,4.600
08/06/2023 00:06:55.814,4.600
08/06/2023 00:06:56.826,4.600
08/06/2023 00:06:57.836,4.600
08/06/2023 00:06:58.852,4.600
08/06/2023 00:06:59.861,4.600
08/06/2023 00:07:00.871,4.600
08/06/2023 00:07:01.887,4.600
08/06/2023 00:07:02.912,4.600
08/06/2023 00:07:03.935,4.600
08/06/2023 00:07:04.947,4.600
08/06/2023 00:07:05.959,4.600
08/06/2023 00:07:06.980,4.600
08/06/2023 00:07:07.990,4.600
08/06/2023 00:07:09.012,4.600
08/06/2023 00:07:10.025,4.600
08/06/2023 00:07:11.033,4.600
08/06/2023 00:07:12.044,4.600
08/06/2023 00:07:13.063,4.600
08/06/2023 00:07:14.095,4.600
08/06/2023 00:07:15.115,4.600
08/06/2023 00:07:16.146,4.500
08/06/2023 00:07:17.164,4.600
08/06/2023 00:07:18.178,4.600
08/06/2023 00:07:19.200,4.600
08/06/2023 00:07:20.226,4.600
08/06/2023 00:07:21.256,4.600
08/06/2023 00:07:22.273,4.600
08/06/2023 00:07:23.297,4.600
08/06/2023 00:07:24.319,4.600
08/06/2023 00:07:25.338,4.500
08/06/2023 00:07:26.358,4.600
08/06/2023 00:07:27.368,4.600
08/06/2023 00:07:28.377,4.600
08/06/2023 00:07:29.400,4.600
08/06/2023 00:07:30.409,4.600
08/06/2023 00:07:31.420,4.600
08/06/2023 00:07:32.439,4.600
08/06/2023 00:07:33.460,4.600
08/06/2023 00:07:34.470,4.600
08/06/2023 00:07:35.480,4.600
08/06/2023 00:07:36.489,4.600
08/06/2023 00:07:37.513,4.600
08/06/2023 00:07:38.534,4.600
08/06/2023 00:07:39.557,4.600
08/06/2023 00:07:40.571,4.600
08/06/2023 00:07:41.584,4.600
08/06/2023 00:07:42.608,4.600
08/06/2023 00:07:43.619,4.600
08/06/2023 00:07:44.645,4.600
08/06/2023 00:07:45.670,4.600
08/06/2023 00:07:46.681,4.600
08/06/2023 00:07:47.716,4.600
08/06/2023 00:07:48.727,4.600
08/06/2023 00:07:49.737,4.600
08/06/2023 00:07:50.749,4.600
08/06/2023 00:07:51.761,4.600
08/06/2023 00:07:52.783,4.600
08/06/2023 00:07:53.807,4.600
08/06/2023 00:07:54.828,4.600
08/06/2023 00:07:55.839,4.600
08/06/2023 00:07:56.850,4.600
08/06/2023 00:07:57.871,4.600
08/06/2023 00:07:58.881,4.600
08/06/2023 00:07:59.905,4.600
08/06/2023 00:08:00.914,4.600
08/06/2023 00:08:01.927,4.600
08/06/2023 00:08:02.951,4.600
08/06/2023 00:08:03.960,4.600
08/06/2023 00:08:04.984,4.600
08/06/2023 00:08:05.999,4.600
08/06/2023 00:08:07.016,4.600
08/06/2023 00:08:08.027,4.600
08/06/2023 00:08:09.049,4.600
08/06/2023 00:08:10.061,4.600
08/06/2023 00:08:11.081,4.600
08/06/2023 00:08:12.107,4.600
08/06/2023 00:08:13.116,4.600
08/06/2023 00:08:14.138,4.600
08/06/2023 00:08:15.147,4.600
08/06/2023 00:08:16.168,4.600
08/06/2023 00:08:17.191,4.600
08/06/2023 00:08:18.212,4.500
08/06/2023 00:08:19.220,4.600
08/06/2023 00:08:20.230,4.600
08/06/2023 00:08:21.253,4.600
08/06/2023 00:08:22.264,4.600
08/06/2023 00:08:23.284,4.500
08/06/2023 00:08:24.293,4.600
08/06/2023 00:08:25.304,4.600
08/06/2023 00:08:26.328,4.600
08/06/2023 00:08:27.351,4.600
08/06/2023 00:08:28.376,4.600
08/06/2023 00:08:29.391,4.500
08/06/2023 00:08:30.402,4.600
08/06/2023 00:08:31.411,4.600
08/06/2023 00:08:32.437,4.600
08/06/2023 00:08:33.460,4.600
08/06/2023 00:08:34.472,4.500
08/06/2023 00:08:35.489,4.500
08/06/2023 00:08:36.507,4.600
08/06/2023 00:08:37.528,4.500
08/06/2023 00:08:38.540,4.600
08/06/2023 00:08:39.552,4.600
08/06/2023 00:08:40.561,4.600
08/06/2023 00:08:41.580,4.500
08/06/2023 00:08:42.590,4.600
08/06/2023 00:08:43.600,4.600
08/06/2023 00:08:44.621,4.500
08/06/2023 00:08:45.631,4.500
08/06/2023 00:08:46.643,4.600
08/06/2023 00:08:47.668,4.500
08/06/2023 00:08:48.691,4.600
08/06/2023 00:08:49.716,4.600
08/06/2023 00:08:50.735,4.600
08/06/2023 00:08:51.746,4.600
08/06/2023 00:08:52.770,4.600
08/06/2023 00:08:53.780,4.500
08/06/2023 00:08:54.803,4.500
08/06/2023 00:08:55.827,4.500
08/06/2023 00:08:56.851,4.500
08/06/2023 00:08:57.862,4.500
08/06/2023 00:08:58.877,4.500
08/06/2023 00:08:59.898,4.600
08/06/2023 00:09:00.921,4.500
08/06/2023 00:09:01.939,4.500
08/06/2023 00:09:02.953,4.600
08/06/2023 00:09:03.969,4.600
08/06/2023 00:09:04.978,4.500
08/06/2023 00:09:06.000,4.500
08/06/2023 00:09:07.025,4.600
08/06/2023 00:09:08.044,4.500
08/06/2023 00:09:09.066,4.500
08/06/2023 00:09:10.089,4.600
08/06/2023 00:09:11.110,4.600
08/06/2023 00:09:12.120,4.600
08/06/2023 00:09:13.143,4.600
08/06/2023 00:09:14.168,4.600
08/06/2023 00:09:15.177,4.600
08/06/2023 00:09:16.199,4.500
08/06/2023 00:09:17.223,4.600
08/06/2023 00:09:18.234,4.500
08/06/2023 00:09:19.245,4.500
08/06/2023 00:09:20.254,4.600
08/06/2023 00:09:21.269,4.600
08/06/2023 00:09:22.278,4.600
08/06/2023 00:09:23.289,4.600
08/06/2023 00:09:24.312,4.500
08/06/2023 00:09:25.340,4.500
08/06/2023 00:09:26.359,4.500
08/06/2023 00:09:27.388,4.500
08/06/2023 00:09:28.407,4.600
08/06/2023 00:09:29.422,4.500
08/06/2023 00:09:30.441,4.600
08/06/2023 00:09:31.454,4.500
08/06/2023 00:09:32.468,4.600
08/06/2023 00:09:33.477,4.500
08/06/2023 00:09:34.492,4.500
08/06/2023 00:09:35.512,4.500
08/06/2023 00:09:36.534,4.500
08/06/2023 00:09:37.555,4.500
08/06/2023 00:09:38.579,4.500
08/06/2023 00:09:39.603,4.600
08/06/2023 00:09:40.611,4.500
08/06/2023 00:09:41.633,4.500
08/06/2023 00:09:42.643,4.600
08/06/2023 00:09:43.654,4.600
08/06/2023 00:09:44.663,4.500
08/06/2023 00:09:45.686,4.500
08/06/2023 00:09:46.696,4.500
08/06/2023 00:09:47.713,4.500
08/06/2023 00:09:48.736,4.500
08/06/2023 00:09:49.761,4.500
08/06/2023 00:09:50.787,4.500
08/06/2023 00:09:51.809,4.500
08/06/2023 00:09:52.822,4.500
08/06/2023 00:09:53.831,4.500
08/06/2023 00:09:54.844,4.500
08/06/2023 00:09:55.856,4.500
08/06/2023 00:09:56.876,4.500
08/06/2023 00:09:57.908,4.500
08/06/2023 00:09:58.925,4.500
08/06/2023 00:09:59.947,4.500
08/06/2023 00:10:00.957,4.500
08/06/2023 00:10:01.972,4.500
08/06/2023 00:10:02.981,4.500
08/06/2023 00:10:03.993,4.500
08/06/2023 00:10:05.015,4.500
08/06/2023 00:10:06.030,4.500
08/06/2023 00:10:07.050,4.500
08/06/2023 00:10:08.072,4.500
08/06/2023 00:10:09.083,4.500
08/06/2023 00:10:10.113,4.500
08/06/2023 00:10:11.140,4.500
08/06/2023 00:10:12.158,4.500
08/06/2023 00:10:13.166,4.500
08/06/2023 00:10:14.196,4.500
08/06/2023 00:10:15.215,4.500
08/06/2023 00:10:16.233,4.500
08/06/2023 00:10:17.244,4.500
08/06/2023 00:10:18.263,4.500
08/06/2023 00:10:19.274,4.500
08/06/2023 00:10:20.285,4.500
08/06/2023 00:10:21.311,4.500
08/06/2023 00:10:22.318,4.500
08/06/2023 00:10:23.341,4.500
08/06/2023 00:10:24.350,4.500
08/06/2023 00:10:25.359,4.500
08/06/2023 00:10:26.371,4.500
08/06/2023 00:10:27.392,4.500
08/06/2023 00:10:28.418,4.500
08/06/2023 00:10:29.436,4.500
08/06/2023 00:10:30.445,4.500
08/06/2023 00:10:31.466,4.500
08/06/2023 00:10:32.481,4.500
08/06/2023 00:10:33.490,4.500
08/06/2023 00:10:34.499,4.500
08/06/2023 00:10:35.511,4.500
08/06/2023 00:10:36.521,4.500
08/06/2023 00:10:37.533,4.500
08/06/2023 00:10:38.544,4.500
08/06/2023 00:10:39.560,4.500
08/06/2023 00:10:40.580,4.500
08/06/2023 00:10:41.592,4.500
08/06/2023 00:10:42.603,4.500
08/06/2023 00:10:43.619,4.500
08/06/2023 00:10:44.642,4.500
08/06/2023 00:10:45.662,4.500
08/06/2023 00:10:46.678,4.500
08/06/2023 00:10:47.694,4.500
08/06/2023 00:10:48.714,4.500
08/06/2023 00:10:49.725,4.500
08/06/2023 00:10:50.734,4.500
08/06/2023 00:10:51.757,4.500
08/06/2023 00:10:52.776,4.500
08/06/2023 00:10:53.787,4.500
08/06/2023 00:10:54.809,4.500
08/06/2023 00:10:55.831,4.500
08/06/2023 00:10:56.846,4.500
08/06/2023 00:10:57.870,4.500
08/06/2023 00:10:58.877,4.500
08/06/2023 00:10:59.886,4.500
08/06/2023 00:11:00.909,4.500
08/06/2023 00:11:01.918,4.500
08/06/2023 00:11:02.942,4.500
08/06/2023 00:11:03.951,4.500
08/06/2023 00:11:04.964,4.500
08/06/2023 00:11:05.986,4.500
08/06/2023 00:11:06.998,4.500
08/06/2023 00:11:08.024,4.500
08/06/2023 00:11:09.051,4.500
08/06/2023 00:11:10.067,4.500
08/06/2023 00:11:11.077,4.500
08/06/2023 00:11:12.095,4.500
08/06/2023 00:11:13.115,4.500
08/06/2023 00:11:14.129,4.500
08/06/2023 00:11:15.160,4.500
08/06/2023 00:11:16.179,4.500
08/06/2023 00:11:17.191,4.500
08/06/2023 00:11:18.208,4.500
08/06/2023 00:11:19.228,4.500
08/06/2023 00:11:20.241,4.500
08/06/2023 00:11:21.266,4.500
08/06/2023 00:11:22.286,4.500
08/06/2023 00:11:23.299,4.500
08/06/2023 00:11:24.306,4.500
08/06/2023 00:11:25.317,4.500
08/06/2023 00:11:26.328,4.500
08/06/2023 00:11:27.349,4.500
08/06/2023 00:11:28.357,4.500
08/06/2023 00:11:29.366,4.500
08/06/2023 00:11:30.378,4.500
08/06/2023 00:11:31.387,4.500
08/06/2023 00:11:32.398,4.500
08/06/2023 00:11:33.407,4.500
08/06/2023 00:11:34.415,4.500
08/06/2023 00:11:35.428,4.500
08/06/2023 00:11:36.447,4.500
08/06/2023 00:11:37.473,4.500
08/06/2023 00:11:38.484,4.500
08/06/2023 00:11:39.498,4.500
08/06/2023 00:11:40.511,4.500
08/06/2023 00:11:41.534,4.500
08/06/2023 00:11:42.548,4.500
08/06/2023 00:11:43.560,4.500
08/06/2023 00:11:44.573,4.500
08/06/2023 00:11:45.585,4.500
08/06/2023 00:11:46.593,4.500
08/06/2023 00:11:47.607,4.500
08/06/2023 00:11:48.627,4.500
08/06/2023 00:11:49.654,4.500
08/06/2023 00:11:50.668,4.500
08/06/2023 00:11:51.692,4.500
08/06/2023 00:11:52.713,4.500
08/06/2023 00:11:53.728,4.500
08/06/2023 00:11:54.751,4.500
08/06/2023 00:11:55.769,4.500
08/06/2023 00:11:56.792,4.500
08/06/2023 00:11:57.810,4.500
08/06/2023 00:11:58.829,4.500
08/06/2023 00:11:59.852,4.500
08/06/2023 00:12:00.862,4.500
08/06/2023 00:12:01.885,4.500
08/06/2023 00:12:02.893,4.500
08/06/2023 00:12:03.916,4.500
08/06/2023 00:12:04.925,4.500
08/06/2023 00:12:05.957,4.500
08/06/2023 00:12:06.970,4.500
08/06/2023 00:12:07.989,4.500
08/06/2023 00:12:09.006,4.500
08/06/2023 00:12:10.017,4.500
08/06/2023 00:12:11.027,4.500
08/06/2023 00:12:12.037,4.500
08/06/2023 00:12:13.046,4.500
08/06/2023 00:12:14.060,4.500
08/06/2023 00:12:15.071,4.500
08/06/2023 00:12:16.093,4.500
08/06/2023 00:12:17.102,4.500
08/06/2023 00:12:18.122,4.500
08/06/2023 00:12:19.148,4.500
08/06/2023 00:12:20.169,4.500
08/06/2023 00:12:21.180,4.500
08/06/2023 00:12:22.194,4.500
08/06/2023 00:12:23.206,4.500
08/06/2023 00:12:24.232,4.500
08/06/2023 00:12:25.247,4.500
