'EPIC GeOHL.PID.wOP Log File

'Date,GeOHL.PID.wOP
08/06/2023 00:01:06.228,2.300
08/06/2023 00:01:07.237,2.300
08/06/2023 00:01:08.257,2.300
08/06/2023 00:01:09.274,2.300
08/06/2023 00:01:10.285,2.300
08/06/2023 00:01:11.291,2.300
08/06/2023 00:01:12.302,2.300
08/06/2023 00:01:13.322,2.300
08/06/2023 00:01:14.330,2.300
08/06/2023 00:01:15.348,2.300
08/06/2023 00:01:16.357,2.300
08/06/2023 00:01:17.381,2.300
08/06/2023 00:01:18.400,2.300
08/06/2023 00:01:19.408,2.300
08/06/2023 00:01:20.418,2.300
08/06/2023 00:01:21.427,2.300
08/06/2023 00:01:22.441,2.300
08/06/2023 00:01:23.452,2.300
08/06/2023 00:01:24.459,2.300
08/06/2023 00:01:25.468,2.300
08/06/2023 00:01:26.480,2.300
08/06/2023 00:01:27.494,2.300
08/06/2023 00:01:28.513,2.300
08/06/2023 00:01:29.531,2.300
08/06/2023 00:01:30.556,2.300
08/06/2023 00:01:31.573,2.300
08/06/2023 00:01:32.580,2.300
08/06/2023 00:01:33.591,2.300
08/06/2023 00:01:34.598,2.300
08/06/2023 00:01:35.606,2.300
08/06/2023 00:01:36.616,2.300
08/06/2023 00:01:37.624,2.300
08/06/2023 00:01:38.644,2.300
08/06/2023 00:01:39.651,2.300
08/06/2023 00:01:40.661,2.300
08/06/2023 00:01:41.678,2.300
08/06/2023 00:01:42.686,2.300
08/06/2023 00:01:43.708,2.300
08/06/2023 00:01:44.733,2.300
08/06/2023 00:01:45.749,2.300
08/06/2023 00:01:46.771,2.300
08/06/2023 00:01:47.792,2.300
08/06/2023 00:01:48.802,2.300
08/06/2023 00:01:49.809,2.300
08/06/2023 00:01:50.827,2.300
08/06/2023 00:01:51.837,2.300
08/06/2023 00:01:52.859,2.300
08/06/2023 00:01:53.872,2.300
08/06/2023 00:01:54.880,2.300
08/06/2023 00:01:55.889,2.300
08/06/2023 00:01:56.898,2.300
08/06/2023 00:01:57.911,2.300
08/06/2023 00:01:58.920,2.300
08/06/2023 00:01:59.927,2.300
08/06/2023 00:02:00.940,2.300
08/06/2023 00:02:01.953,2.300
08/06/2023 00:02:02.965,2.300
08/06/2023 00:02:03.973,2.300
08/06/2023 00:02:04.983,2.300
08/06/2023 00:02:05.992,2.300
08/06/2023 00:02:07.004,2.300
08/06/2023 00:02:08.013,2.300
08/06/2023 00:02:09.023,2.300
08/06/2023 00:02:10.057,2.300
08/06/2023 00:02:11.069,2.300
08/06/2023 00:02:12.079,2.300
08/06/2023 00:02:13.087,2.300
08/06/2023 00:02:14.097,2.300
08/06/2023 00:02:15.122,2.300
08/06/2023 00:02:16.130,2.300
08/06/2023 00:02:17.139,2.300
08/06/2023 00:02:18.150,2.300
08/06/2023 00:02:19.157,2.300
08/06/2023 00:02:20.167,2.300
08/06/2023 00:02:21.189,2.300
08/06/2023 00:02:22.201,2.300
08/06/2023 00:02:23.220,2.300
08/06/2023 00:02:24.239,2.300
08/06/2023 00:02:25.260,2.300
08/06/2023 00:02:26.268,2.300
08/06/2023 00:02:27.287,2.300
08/06/2023 00:02:28.299,2.300
08/06/2023 00:02:29.322,2.300
08/06/2023 00:02:30.333,2.300
08/06/2023 00:02:31.342,2.300
08/06/2023 00:02:32.350,2.300
08/06/2023 00:02:33.371,2.300
08/06/2023 00:02:34.381,2.300
08/06/2023 00:02:35.392,2.300
08/06/2023 00:02:36.400,2.300
08/06/2023 00:02:37.408,2.300
08/06/2023 00:02:38.414,2.300
08/06/2023 00:02:39.426,2.300
08/06/2023 00:02:40.434,2.300
08/06/2023 00:02:41.459,2.300
08/06/2023 00:02:42.481,2.300
08/06/2023 00:02:43.501,2.300
08/06/2023 00:02:44.509,2.300
08/06/2023 00:02:45.516,2.300
08/06/2023 00:02:46.534,2.300
08/06/2023 00:02:47.556,2.300
08/06/2023 00:02:48.565,2.300
08/06/2023 00:02:49.575,2.300
08/06/2023 00:02:50.581,2.300
08/06/2023 00:02:51.593,2.300
08/06/2023 00:02:52.605,2.300
08/06/2023 00:02:53.630,2.300
08/06/2023 00:02:54.640,2.300
08/06/2023 00:02:55.650,2.300
08/06/2023 00:02:56.672,2.300
08/06/2023 00:02:57.682,2.300
08/06/2023 00:02:58.692,2.300
08/06/2023 00:02:59.714,2.300
08/06/2023 00:03:00.722,2.300
08/06/2023 00:03:01.745,2.300
08/06/2023 00:03:02.765,2.300
08/06/2023 00:03:03.774,2.300
08/06/2023 00:03:04.795,2.300
08/06/2023 00:03:05.804,2.300
08/06/2023 00:03:06.816,2.300
08/06/2023 00:03:07.828,2.300
08/06/2023 00:03:08.848,2.300
08/06/2023 00:03:09.871,2.300
08/06/2023 00:03:10.895,2.300
08/06/2023 00:03:11.907,2.300
08/06/2023 00:03:12.923,2.300
08/06/2023 00:03:13.937,2.300
08/06/2023 00:03:14.947,2.300
08/06/2023 00:03:15.970,2.300
08/06/2023 00:03:16.983,2.300
08/06/2023 00:03:18.003,2.300
08/06/2023 00:03:19.021,2.300
08/06/2023 00:03:20.043,2.300
08/06/2023 00:03:21.067,2.300
08/06/2023 00:03:22.081,2.300
08/06/2023 00:03:23.091,2.300
08/06/2023 00:03:24.113,2.300
08/06/2023 00:03:25.125,2.300
08/06/2023 00:03:26.145,2.300
08/06/2023 00:03:27.154,2.300
08/06/2023 00:03:28.173,2.300
08/06/2023 00:03:29.187,2.300
08/06/2023 00:03:30.209,2.300
08/06/2023 00:03:31.220,2.300
08/06/2023 00:03:32.244,2.300
08/06/2023 00:03:33.265,2.300
08/06/2023 00:03:34.277,2.300
08/06/2023 00:03:35.289,2.300
08/06/2023 00:03:36.304,2.300
08/06/2023 00:03:37.316,2.300
08/06/2023 00:03:38.341,2.300
08/06/2023 00:03:39.355,2.300
08/06/2023 00:03:40.384,2.300
08/06/2023 00:03:41.400,2.300
08/06/2023 00:03:42.430,2.300
08/06/2023 00:03:43.455,2.300
08/06/2023 00:03:44.471,2.300
08/06/2023 00:03:45.496,2.300
08/06/2023 00:03:46.518,2.300
08/06/2023 00:03:47.544,2.300
08/06/2023 00:03:48.556,2.300
08/06/2023 00:03:49.581,2.300
08/06/2023 00:03:50.590,2.300
08/06/2023 00:03:51.618,2.300
08/06/2023 00:03:52.642,2.300
08/06/2023 00:03:53.663,2.300
08/06/2023 00:03:54.686,2.300
08/06/2023 00:03:55.708,2.300
08/06/2023 00:03:56.718,2.300
08/06/2023 00:03:57.729,2.300
08/06/2023 00:03:58.738,2.300
08/06/2023 00:03:59.747,2.300
08/06/2023 00:04:00.771,2.300
08/06/2023 00:04:01.790,2.300
08/06/2023 00:04:02.803,2.300
08/06/2023 00:04:03.823,2.300
08/06/2023 00:04:04.846,2.300
08/06/2023 00:04:05.868,2.300
08/06/2023 00:04:06.879,2.300
08/06/2023 00:04:07.903,2.300
08/06/2023 00:04:08.911,2.300
08/06/2023 00:04:09.933,2.300
08/06/2023 00:04:10.942,2.300
08/06/2023 00:04:11.963,2.300
08/06/2023 00:04:12.975,2.300
08/06/2023 00:04:13.984,2.300
08/06/2023 00:04:14.993,2.300
08/06/2023 00:04:16.002,2.300
08/06/2023 00:04:17.010,2.300
08/06/2023 00:04:18.034,2.300
08/06/2023 00:04:19.042,2.300
08/06/2023 00:04:20.066,2.300
08/06/2023 00:04:21.080,2.300
08/06/2023 00:04:22.103,2.300
08/06/2023 00:04:23.119,2.300
08/06/2023 00:04:24.142,2.300
08/06/2023 00:04:25.174,2.300
08/06/2023 00:04:26.200,2.300
08/06/2023 00:04:27.223,2.300
08/06/2023 00:04:28.235,2.300
08/06/2023 00:04:29.257,2.300
08/06/2023 00:04:30.267,2.300
08/06/2023 00:04:31.276,2.300
08/06/2023 00:04:32.303,2.300
08/06/2023 00:04:33.312,2.300
08/06/2023 00:04:34.327,2.300
08/06/2023 00:04:35.341,2.300
08/06/2023 00:04:36.359,2.300
08/06/2023 00:04:37.376,2.300
08/06/2023 00:04:38.398,2.300
08/06/2023 00:04:39.410,2.300
08/06/2023 00:04:40.426,2.300
08/06/2023 00:04:41.449,2.300
08/06/2023 00:04:42.473,2.300
08/06/2023 00:04:43.493,2.300
08/06/2023 00:04:44.517,2.300
08/06/2023 00:04:45.526,2.300
08/06/2023 00:04:46.538,2.300
08/06/2023 00:04:47.567,2.300
08/06/2023 00:04:48.585,2.300
08/06/2023 00:04:49.598,2.300
08/06/2023 00:04:50.616,2.300
08/06/2023 00:04:51.632,2.300
08/06/2023 00:04:52.663,2.300
08/06/2023 00:04:53.674,2.300
08/06/2023 00:04:54.693,2.300
08/06/2023 00:04:55.703,2.300
08/06/2023 00:04:56.726,2.300
08/06/2023 00:04:57.749,2.300
08/06/2023 00:04:58.758,2.300
08/06/2023 00:04:59.773,2.300
08/06/2023 00:05:00.786,2.300
08/06/2023 00:05:01.811,2.300
08/06/2023 00:05:02.835,2.300
08/06/2023 00:05:03.858,2.300
08/06/2023 00:05:04.869,2.300
08/06/2023 00:05:05.881,2.300
08/06/2023 00:05:06.906,2.300
08/06/2023 00:05:07.917,2.300
08/06/2023 00:05:08.936,2.300
08/06/2023 00:05:09.959,2.300
08/06/2023 00:05:10.983,2.300
08/06/2023 00:05:12.008,2.300
08/06/2023 00:05:13.016,2.300
08/06/2023 00:05:14.027,2.300
08/06/2023 00:05:15.051,2.300
08/06/2023 00:05:16.075,2.300
08/06/2023 00:05:17.084,2.300
08/06/2023 00:05:18.108,2.300
08/06/2023 00:05:19.118,2.300
08/06/2023 00:05:20.137,2.300
08/06/2023 00:05:21.151,2.300
08/06/2023 00:05:22.166,2.300
08/06/2023 00:05:23.180,2.300
08/06/2023 00:05:24.197,2.300
08/06/2023 00:05:25.219,2.300
08/06/2023 00:05:26.244,2.300
08/06/2023 00:05:27.264,2.300
08/06/2023 00:05:28.277,2.300
08/06/2023 00:05:29.289,2.300
08/06/2023 00:05:30.300,2.300
08/06/2023 00:05:31.315,2.300
08/06/2023 00:05:32.329,2.300
08/06/2023 00:05:33.349,2.300
08/06/2023 00:05:34.384,2.300
08/06/2023 00:05:35.397,2.300
08/06/2023 00:05:36.411,2.300
08/06/2023 00:05:37.430,2.300
08/06/2023 00:05:38.443,2.300
08/06/2023 00:05:39.455,2.300
08/06/2023 00:05:40.464,2.300
08/06/2023 00:05:41.476,2.300
08/06/2023 00:05:42.518,2.300
08/06/2023 00:05:43.526,2.300
08/06/2023 00:05:44.551,2.300
08/06/2023 00:05:45.561,2.300
08/06/2023 00:05:46.587,2.300
08/06/2023 00:05:47.609,2.300
08/06/2023 00:05:48.619,2.300
08/06/2023 00:05:49.638,2.300
08/06/2023 00:05:50.648,2.300
08/06/2023 00:05:51.667,2.300
08/06/2023 00:05:52.676,2.300
08/06/2023 00:05:53.685,2.300
08/06/2023 00:05:54.695,2.300
08/06/2023 00:05:55.722,2.300
08/06/2023 00:05:56.748,2.300
08/06/2023 00:05:57.764,2.300
08/06/2023 00:05:58.773,2.300
08/06/2023 00:05:59.797,2.300
08/06/2023 00:06:00.813,2.300
08/06/2023 00:06:01.825,2.300
08/06/2023 00:06:02.833,2.300
08/06/2023 00:06:03.871,2.300
08/06/2023 00:06:04.893,2.300
08/06/2023 00:06:05.916,2.300
08/06/2023 00:06:06.943,2.300
08/06/2023 00:06:07.963,2.300
08/06/2023 00:06:08.978,2.300
08/06/2023 00:06:09.993,2.300
08/06/2023 00:06:11.017,2.300
08/06/2023 00:06:12.030,2.300
08/06/2023 00:06:13.052,2.300
08/06/2023 00:06:14.063,2.300
08/06/2023 00:06:15.081,2.300
08/06/2023 00:06:16.101,2.300
08/06/2023 00:06:17.111,2.300
08/06/2023 00:06:18.131,2.300
08/06/2023 00:06:19.154,2.300
08/06/2023 00:06:20.174,2.300
08/06/2023 00:06:21.186,2.300
08/06/2023 00:06:22.215,2.300
08/06/2023 00:06:23.226,2.300
08/06/2023 00:06:24.249,2.300
08/06/2023 00:06:25.276,2.300
08/06/2023 00:06:26.295,2.300
08/06/2023 00:06:27.306,2.300
08/06/2023 00:06:28.331,2.300
08/06/2023 00:06:29.355,2.300
08/06/2023 00:06:30.383,2.300
08/06/2023 00:06:31.407,2.300
08/06/2023 00:06:32.431,2.300
08/06/2023 00:06:33.451,2.300
08/06/2023 00:06:34.473,2.300
08/06/2023 00:06:35.485,2.300
08/06/2023 00:06:36.496,2.300
08/06/2023 00:06:37.510,2.300
08/06/2023 00:06:38.520,2.300
08/06/2023 00:06:39.532,2.300
08/06/2023 00:06:40.557,2.300
08/06/2023 00:06:41.577,2.300
08/06/2023 00:06:42.598,2.300
08/06/2023 00:06:43.611,2.300
08/06/2023 00:06:44.631,2.300
08/06/2023 00:06:45.640,2.300
08/06/2023 00:06:46.651,2.300
08/06/2023 00:06:47.666,2.300
08/06/2023 00:06:48.683,2.300
08/06/2023 00:06:49.692,2.300
08/06/2023 00:06:50.721,2.300
08/06/2023 00:06:51.742,2.300
08/06/2023 00:06:52.764,2.300
08/06/2023 00:06:53.775,2.300
08/06/2023 00:06:54.797,2.300
08/06/2023 00:06:55.813,2.300
08/06/2023 00:06:56.824,2.300
08/06/2023 00:06:57.835,2.300
08/06/2023 00:06:58.851,2.300
08/06/2023 00:06:59.860,2.300
08/06/2023 00:07:00.870,2.300
08/06/2023 00:07:01.885,2.300
08/06/2023 00:07:02.910,2.300
08/06/2023 00:07:03.934,2.300
08/06/2023 00:07:04.946,2.300
08/06/2023 00:07:05.958,2.300
08/06/2023 00:07:06.979,2.300
08/06/2023 00:07:07.988,2.300
08/06/2023 00:07:09.011,2.300
08/06/2023 00:07:10.023,2.300
08/06/2023 00:07:11.032,2.300
08/06/2023 00:07:12.043,2.300
08/06/2023 00:07:13.062,2.300
08/06/2023 00:07:14.094,2.300
08/06/2023 00:07:15.113,2.300
08/06/2023 00:07:16.144,2.300
08/06/2023 00:07:17.163,2.300
08/06/2023 00:07:18.177,2.300
08/06/2023 00:07:19.199,2.300
08/06/2023 00:07:20.224,2.300
08/06/2023 00:07:21.254,2.300
08/06/2023 00:07:22.272,2.300
08/06/2023 00:07:23.296,2.300
08/06/2023 00:07:24.316,2.300
08/06/2023 00:07:25.337,2.300
08/06/2023 00:07:26.357,2.300
08/06/2023 00:07:27.367,2.300
08/06/2023 00:07:28.376,2.300
08/06/2023 00:07:29.399,2.300
08/06/2023 00:07:30.408,2.300
08/06/2023 00:07:31.419,2.300
08/06/2023 00:07:32.438,2.300
08/06/2023 00:07:33.459,2.300
08/06/2023 00:07:34.468,2.300
08/06/2023 00:07:35.479,2.300
08/06/2023 00:07:36.488,2.300
08/06/2023 00:07:37.512,2.300
08/06/2023 00:07:38.533,2.300
08/06/2023 00:07:39.556,2.300
08/06/2023 00:07:40.569,2.300
08/06/2023 00:07:41.582,2.300
08/06/2023 00:07:42.606,2.300
08/06/2023 00:07:43.618,2.300
08/06/2023 00:07:44.644,2.300
08/06/2023 00:07:45.669,2.300
08/06/2023 00:07:46.680,2.300
08/06/2023 00:07:47.715,2.300
08/06/2023 00:07:48.726,2.300
08/06/2023 00:07:49.736,2.300
08/06/2023 00:07:50.748,2.300
08/06/2023 00:07:51.760,2.300
08/06/2023 00:07:52.782,2.300
08/06/2023 00:07:53.806,2.300
08/06/2023 00:07:54.827,2.300
08/06/2023 00:07:55.837,2.300
08/06/2023 00:07:56.849,2.300
08/06/2023 00:07:57.869,2.300
08/06/2023 00:07:58.879,2.300
08/06/2023 00:07:59.904,2.300
08/06/2023 00:08:00.913,2.300
08/06/2023 00:08:01.926,2.300
08/06/2023 00:08:02.950,2.300
08/06/2023 00:08:03.959,2.300
08/06/2023 00:08:04.983,2.300
08/06/2023 00:08:05.998,2.300
08/06/2023 00:08:07.015,2.300
08/06/2023 00:08:08.026,2.300
08/06/2023 00:08:09.048,2.300
08/06/2023 00:08:10.059,2.300
08/06/2023 00:08:11.080,2.300
08/06/2023 00:08:12.106,2.300
08/06/2023 00:08:13.114,2.300
08/06/2023 00:08:14.137,2.300
08/06/2023 00:08:15.146,2.300
08/06/2023 00:08:16.167,2.300
08/06/2023 00:08:17.190,2.300
08/06/2023 00:08:18.211,2.300
08/06/2023 00:08:19.219,2.300
08/06/2023 00:08:20.229,2.300
08/06/2023 00:08:21.252,2.300
08/06/2023 00:08:22.262,2.300
08/06/2023 00:08:23.283,2.300
08/06/2023 00:08:24.292,2.300
08/06/2023 00:08:25.303,2.300
08/06/2023 00:08:26.326,2.300
08/06/2023 00:08:27.350,2.300
08/06/2023 00:08:28.375,2.300
08/06/2023 00:08:29.390,2.300
08/06/2023 00:08:30.401,2.300
08/06/2023 00:08:31.410,2.300
08/06/2023 00:08:32.436,2.300
08/06/2023 00:08:33.459,2.300
08/06/2023 00:08:34.471,2.300
08/06/2023 00:08:35.488,2.300
08/06/2023 00:08:36.505,2.300
08/06/2023 00:08:37.527,2.300
08/06/2023 00:08:38.538,2.300
08/06/2023 00:08:39.551,2.300
08/06/2023 00:08:40.560,2.300
08/06/2023 00:08:41.579,2.300
08/06/2023 00:08:42.589,2.300
08/06/2023 00:08:43.598,2.300
08/06/2023 00:08:44.619,2.300
08/06/2023 00:08:45.629,2.300
08/06/2023 00:08:46.639,2.300
08/06/2023 00:08:47.667,2.300
08/06/2023 00:08:48.689,2.300
08/06/2023 00:08:49.714,2.300
08/06/2023 00:08:50.734,2.300
08/06/2023 00:08:51.745,2.300
08/06/2023 00:08:52.769,2.300
08/06/2023 00:08:53.779,2.300
08/06/2023 00:08:54.802,2.300
08/06/2023 00:08:55.826,2.300
08/06/2023 00:08:56.849,2.300
08/06/2023 00:08:57.861,2.300
08/06/2023 00:08:58.874,2.300
08/06/2023 00:08:59.897,2.300
08/06/2023 00:09:00.920,2.300
08/06/2023 00:09:01.938,2.300
08/06/2023 00:09:02.952,2.300
08/06/2023 00:09:03.968,2.300
08/06/2023 00:09:04.977,2.300
08/06/2023 00:09:05.999,2.300
08/06/2023 00:09:07.024,2.300
08/06/2023 00:09:08.043,2.300
08/06/2023 00:09:09.064,2.300
08/06/2023 00:09:10.087,2.300
08/06/2023 00:09:11.108,2.300
08/06/2023 00:09:12.119,2.300
08/06/2023 00:09:13.142,2.300
08/06/2023 00:09:14.167,2.300
08/06/2023 00:09:15.176,2.300
08/06/2023 00:09:16.198,2.300
08/06/2023 00:09:17.222,2.300
08/06/2023 00:09:18.233,2.300
08/06/2023 00:09:19.244,2.300
08/06/2023 00:09:20.253,2.300
08/06/2023 00:09:21.267,2.300
08/06/2023 00:09:22.276,2.300
08/06/2023 00:09:23.287,2.300
08/06/2023 00:09:24.310,2.300
08/06/2023 00:09:25.339,2.300
08/06/2023 00:09:26.358,2.300
08/06/2023 00:09:27.387,2.300
08/06/2023 00:09:28.405,2.300
08/06/2023 00:09:29.421,2.300
08/06/2023 00:09:30.439,2.300
08/06/2023 00:09:31.453,2.300
08/06/2023 00:09:32.467,2.300
08/06/2023 00:09:33.476,2.300
08/06/2023 00:09:34.491,2.300
08/06/2023 00:09:35.511,2.300
08/06/2023 00:09:36.531,2.300
08/06/2023 00:09:37.552,2.300
08/06/2023 00:09:38.578,2.300
08/06/2023 00:09:39.602,2.300
08/06/2023 00:09:40.610,2.300
08/06/2023 00:09:41.631,2.300
08/06/2023 00:09:42.641,2.300
08/06/2023 00:09:43.652,2.300
08/06/2023 00:09:44.662,2.300
08/06/2023 00:09:45.685,2.300
08/06/2023 00:09:46.695,2.300
08/06/2023 00:09:47.712,2.300
08/06/2023 00:09:48.734,2.300
08/06/2023 00:09:49.760,2.300
08/06/2023 00:09:50.786,2.300
08/06/2023 00:09:51.808,2.300
08/06/2023 00:09:52.820,2.300
08/06/2023 00:09:53.830,2.300
08/06/2023 00:09:54.843,2.300
08/06/2023 00:09:55.855,2.300
08/06/2023 00:09:56.875,2.400
08/06/2023 00:09:57.906,2.300
08/06/2023 00:09:58.924,2.300
08/06/2023 00:09:59.946,2.300
08/06/2023 00:10:00.956,2.300
08/06/2023 00:10:01.970,2.300
08/06/2023 00:10:02.980,2.300
08/06/2023 00:10:03.992,2.300
08/06/2023 00:10:05.014,2.300
08/06/2023 00:10:06.029,2.300
08/06/2023 00:10:07.049,2.300
08/06/2023 00:10:08.071,2.300
08/06/2023 00:10:09.082,2.300
08/06/2023 00:10:10.112,2.300
08/06/2023 00:10:11.138,2.300
08/06/2023 00:10:12.156,2.300
08/06/2023 00:10:13.165,2.300
08/06/2023 00:10:14.195,2.300
08/06/2023 00:10:15.213,2.400
08/06/2023 00:10:16.231,2.400
08/06/2023 00:10:17.242,2.300
08/06/2023 00:10:18.262,2.300
08/06/2023 00:10:19.273,2.300
08/06/2023 00:10:20.284,2.300
08/06/2023 00:10:21.309,2.300
08/06/2023 00:10:22.317,2.300
08/06/2023 00:10:23.340,2.300
08/06/2023 00:10:24.349,2.300
08/06/2023 00:10:25.358,2.300
08/06/2023 00:10:26.370,2.300
08/06/2023 00:10:27.390,2.300
08/06/2023 00:10:28.417,2.300
08/06/2023 00:10:29.434,2.300
08/06/2023 00:10:30.443,2.300
08/06/2023 00:10:31.464,2.300
08/06/2023 00:10:32.480,2.300
08/06/2023 00:10:33.489,2.300
08/06/2023 00:10:34.498,2.300
08/06/2023 00:10:35.509,2.300
08/06/2023 00:10:36.520,2.300
08/06/2023 00:10:37.531,2.300
08/06/2023 00:10:38.543,2.300
08/06/2023 00:10:39.557,2.300
08/06/2023 00:10:40.579,2.300
08/06/2023 00:10:41.590,2.300
08/06/2023 00:10:42.602,2.300
08/06/2023 00:10:43.618,2.300
08/06/2023 00:10:44.640,2.300
08/06/2023 00:10:45.660,2.300
08/06/2023 00:10:46.677,2.300
08/06/2023 00:10:47.693,2.300
08/06/2023 00:10:48.713,2.300
08/06/2023 00:10:49.723,2.300
08/06/2023 00:10:50.733,2.300
08/06/2023 00:10:51.756,2.300
08/06/2023 00:10:52.774,2.300
08/06/2023 00:10:53.786,2.300
08/06/2023 00:10:54.808,2.300
08/06/2023 00:10:55.830,2.300
08/06/2023 00:10:56.845,2.300
08/06/2023 00:10:57.868,2.300
08/06/2023 00:10:58.876,2.300
08/06/2023 00:10:59.885,2.300
08/06/2023 00:11:00.907,2.300
08/06/2023 00:11:01.917,2.300
08/06/2023 00:11:02.940,2.300
08/06/2023 00:11:03.950,2.300
08/06/2023 00:11:04.962,2.300
08/06/2023 00:11:05.984,2.300
08/06/2023 00:11:06.997,2.300
08/06/2023 00:11:08.022,2.300
08/06/2023 00:11:09.050,2.300
08/06/2023 00:11:10.066,2.300
08/06/2023 00:11:11.075,2.300
08/06/2023 00:11:12.094,2.300
08/06/2023 00:11:13.114,2.300
08/06/2023 00:11:14.128,2.300
08/06/2023 00:11:15.159,2.300
08/06/2023 00:11:16.178,2.300
08/06/2023 00:11:17.190,2.300
08/06/2023 00:11:18.206,2.300
08/06/2023 00:11:19.227,2.300
08/06/2023 00:11:20.237,2.300
08/06/2023 00:11:21.265,2.300
08/06/2023 00:11:22.285,2.300
08/06/2023 00:11:23.297,2.300
08/06/2023 00:11:24.305,2.300
08/06/2023 00:11:25.315,2.300
08/06/2023 00:11:26.327,2.300
08/06/2023 00:11:27.347,2.300
08/06/2023 00:11:28.356,2.300
08/06/2023 00:11:29.364,2.300
08/06/2023 00:11:30.377,2.300
08/06/2023 00:11:31.385,2.300
08/06/2023 00:11:32.396,2.300
08/06/2023 00:11:33.406,2.300
08/06/2023 00:11:34.414,2.300
08/06/2023 00:11:35.427,2.300
08/06/2023 00:11:36.446,2.300
08/06/2023 00:11:37.472,2.300
08/06/2023 00:11:38.482,2.300
08/06/2023 00:11:39.496,2.300
08/06/2023 00:11:40.510,2.300
08/06/2023 00:11:41.533,2.300
08/06/2023 00:11:42.546,2.300
08/06/2023 00:11:43.559,2.300
08/06/2023 00:11:44.571,2.300
08/06/2023 00:11:45.584,2.300
08/06/2023 00:11:46.592,2.300
08/06/2023 00:11:47.605,2.300
08/06/2023 00:11:48.626,2.300
08/06/2023 00:11:49.653,2.300
08/06/2023 00:11:50.667,2.300
08/06/2023 00:11:51.691,2.300
08/06/2023 00:11:52.712,2.300
08/06/2023 00:11:53.727,2.300
08/06/2023 00:11:54.750,2.300
08/06/2023 00:11:55.767,2.400
08/06/2023 00:11:56.791,2.300
08/06/2023 00:11:57.809,2.300
08/06/2023 00:11:58.828,2.300
08/06/2023 00:11:59.850,2.300
08/06/2023 00:12:00.861,2.300
08/06/2023 00:12:01.883,2.300
08/06/2023 00:12:02.892,2.300
08/06/2023 00:12:03.915,2.300
08/06/2023 00:12:04.923,2.300
08/06/2023 00:12:05.955,2.300
08/06/2023 00:12:06.968,2.300
08/06/2023 00:12:07.988,2.300
08/06/2023 00:12:09.005,2.300
08/06/2023 00:12:10.015,2.300
08/06/2023 00:12:11.025,2.300
08/06/2023 00:12:12.036,2.300
08/06/2023 00:12:13.044,2.300
08/06/2023 00:12:14.059,2.300
08/06/2023 00:12:15.070,2.300
08/06/2023 00:12:16.092,2.300
08/06/2023 00:12:17.101,2.300
08/06/2023 00:12:18.121,2.300
08/06/2023 00:12:19.147,2.300
08/06/2023 00:12:20.168,2.300
08/06/2023 00:12:21.179,2.300
08/06/2023 00:12:22.193,2.300
08/06/2023 00:12:23.205,2.300
08/06/2023 00:12:24.231,2.300
