'EPIC QMB.PID.MV Log File

'Date,QMB.PID.MV
08/06/2023 00:03:39.356,24.90
08/06/2023 00:03:40.385,24.90
08/06/2023 00:03:41.400,24.90
08/06/2023 00:03:42.431,24.90
08/06/2023 00:03:43.456,24.90
08/06/2023 00:03:44.472,24.90
08/06/2023 00:03:45.496,24.90
08/06/2023 00:03:46.518,24.90
08/06/2023 00:03:47.544,24.90
08/06/2023 00:03:48.557,24.90
08/06/2023 00:03:49.582,24.90
08/06/2023 00:03:50.591,24.90
08/06/2023 00:03:51.618,24.90
08/06/2023 00:03:52.642,24.90
08/06/2023 00:03:53.664,24.90
08/06/2023 00:03:54.687,24.90
08/06/2023 00:03:55.709,24.90
08/06/2023 00:03:56.719,24.90
08/06/2023 00:03:57.729,24.90
08/06/2023 00:03:58.739,24.90
08/06/2023 00:03:59.747,24.90
08/06/2023 00:04:00.772,24.90
08/06/2023 00:04:01.791,24.90
08/06/2023 00:04:02.804,24.90
08/06/2023 00:04:03.823,24.90
08/06/2023 00:04:04.846,24.90
08/06/2023 00:04:05.869,24.90
08/06/2023 00:04:06.880,24.90
08/06/2023 00:04:07.904,24.90
08/06/2023 00:04:08.912,24.90
08/06/2023 00:04:09.934,24.90
08/06/2023 00:04:10.942,24.90
08/06/2023 00:04:11.963,24.90
08/06/2023 00:04:12.975,24.90
08/06/2023 00:04:13.984,24.90
08/06/2023 00:04:14.994,24.90
08/06/2023 00:04:16.002,24.90
08/06/2023 00:04:17.011,24.90
08/06/2023 00:04:18.034,24.90
08/06/2023 00:04:19.043,24.90
08/06/2023 00:04:20.067,24.90
08/06/2023 00:04:21.080,24.90
08/06/2023 00:04:22.103,24.90
08/06/2023 00:04:23.120,24.90
08/06/2023 00:04:24.142,24.90
08/06/2023 00:04:25.175,24.90
08/06/2023 00:04:26.200,24.90
08/06/2023 00:04:27.224,24.90
08/06/2023 00:04:28.235,24.90
08/06/2023 00:04:29.257,24.90
08/06/2023 00:04:30.267,24.90
08/06/2023 00:04:31.278,24.90
08/06/2023 00:04:32.303,24.90
08/06/2023 00:04:33.312,24.90
08/06/2023 00:04:34.328,24.90
08/06/2023 00:04:35.342,24.90
08/06/2023 00:04:36.360,24.90
08/06/2023 00:04:37.377,24.90
08/06/2023 00:04:38.399,24.90
08/06/2023 00:04:39.410,24.90
08/06/2023 00:04:40.427,24.90
08/06/2023 00:04:41.450,24.90
08/06/2023 00:04:42.473,24.90
08/06/2023 00:04:43.494,24.90
08/06/2023 00:04:44.518,24.80
08/06/2023 00:04:45.527,24.90
08/06/2023 00:04:46.539,24.90
08/06/2023 00:04:47.568,24.90
08/06/2023 00:04:48.586,24.90
08/06/2023 00:04:49.599,24.90
08/06/2023 00:04:50.617,24.90
08/06/2023 00:04:51.632,24.90
08/06/2023 00:04:52.663,24.90
08/06/2023 00:04:53.675,24.90
08/06/2023 00:04:54.693,24.90
08/06/2023 00:04:55.703,24.90
08/06/2023 00:04:56.727,24.90
08/06/2023 00:04:57.749,24.90
08/06/2023 00:04:58.759,24.90
08/06/2023 00:04:59.774,24.90
08/06/2023 00:05:00.786,24.90
08/06/2023 00:05:01.811,24.90
08/06/2023 00:05:02.836,24.90
08/06/2023 00:05:03.858,24.90
08/06/2023 00:05:04.870,24.90
08/06/2023 00:05:05.881,24.90
08/06/2023 00:05:06.906,24.90
08/06/2023 00:05:07.918,24.90
08/06/2023 00:05:08.937,24.90
08/06/2023 00:05:09.959,24.90
08/06/2023 00:05:10.986,24.90
08/06/2023 00:05:12.008,24.90
08/06/2023 00:05:13.017,24.90
08/06/2023 00:05:14.027,24.90
08/06/2023 00:05:15.051,24.90
08/06/2023 00:05:16.075,24.90
08/06/2023 00:05:17.085,24.90
08/06/2023 00:05:18.109,24.90
08/06/2023 00:05:19.119,24.90
08/06/2023 00:05:20.138,24.90
08/06/2023 00:05:21.151,24.90
08/06/2023 00:05:22.167,24.90
08/06/2023 00:05:23.181,24.90
08/06/2023 00:05:24.198,24.90
08/06/2023 00:05:25.220,24.90
08/06/2023 00:05:26.244,24.90
08/06/2023 00:05:27.265,24.90
08/06/2023 00:05:28.278,24.90
08/06/2023 00:05:29.290,24.90
08/06/2023 00:05:30.301,24.90
08/06/2023 00:05:31.316,24.90
08/06/2023 00:05:32.330,24.80
08/06/2023 00:05:33.350,24.80
08/06/2023 00:05:34.384,24.90
08/06/2023 00:05:35.397,24.90
08/06/2023 00:05:36.412,24.90
08/06/2023 00:05:37.431,24.80
08/06/2023 00:05:38.443,24.90
08/06/2023 00:05:39.456,24.80
08/06/2023 00:05:40.465,24.90
08/06/2023 00:05:41.477,24.80
08/06/2023 00:05:42.518,24.90
08/06/2023 00:05:43.527,24.90
08/06/2023 00:05:44.552,24.90
08/06/2023 00:05:45.562,24.90
08/06/2023 00:05:46.587,24.90
08/06/2023 00:05:47.610,24.90
08/06/2023 00:05:48.620,24.90
08/06/2023 00:05:49.638,24.90
08/06/2023 00:05:50.648,24.90
08/06/2023 00:05:51.668,24.90
08/06/2023 00:05:52.677,24.90
08/06/2023 00:05:53.686,24.90
08/06/2023 00:05:54.697,24.90
08/06/2023 00:05:55.722,24.90
08/06/2023 00:05:56.749,24.90
08/06/2023 00:05:57.765,24.90
08/06/2023 00:05:58.774,24.90
08/06/2023 00:05:59.798,24.90
08/06/2023 00:06:00.813,24.90
08/06/2023 00:06:01.826,24.90
08/06/2023 00:06:02.834,24.90
08/06/2023 00:06:03.872,24.90
08/06/2023 00:06:04.894,24.90
08/06/2023 00:06:05.917,24.90
08/06/2023 00:06:06.943,24.90
08/06/2023 00:06:07.964,24.90
08/06/2023 00:06:08.979,24.90
08/06/2023 00:06:09.993,24.90
08/06/2023 00:06:11.018,24.90
08/06/2023 00:06:12.031,24.90
08/06/2023 00:06:13.053,24.90
08/06/2023 00:06:14.064,24.90
08/06/2023 00:06:15.081,24.90
08/06/2023 00:06:16.101,24.90
08/06/2023 00:06:17.112,24.90
08/06/2023 00:06:18.132,24.90
08/06/2023 00:06:19.155,24.90
08/06/2023 00:06:20.174,24.90
08/06/2023 00:06:21.186,24.90
08/06/2023 00:06:22.216,24.90
08/06/2023 00:06:23.226,24.90
08/06/2023 00:06:24.249,24.90
08/06/2023 00:06:25.277,24.90
08/06/2023 00:06:26.296,24.90
08/06/2023 00:06:27.307,24.90
08/06/2023 00:06:28.331,24.90
08/06/2023 00:06:29.356,24.90
08/06/2023 00:06:30.384,24.90
08/06/2023 00:06:31.408,24.90
08/06/2023 00:06:32.432,24.90
08/06/2023 00:06:33.452,24.90
08/06/2023 00:06:34.474,24.90
08/06/2023 00:06:35.486,24.90
08/06/2023 00:06:36.497,24.90
08/06/2023 00:06:37.511,24.90
08/06/2023 00:06:38.521,24.90
08/06/2023 00:06:39.532,24.90
08/06/2023 00:06:40.557,24.90
08/06/2023 00:06:41.578,24.90
08/06/2023 00:06:42.599,24.90
08/06/2023 00:06:43.611,24.90
08/06/2023 00:06:44.631,24.90
08/06/2023 00:06:45.640,24.90
08/06/2023 00:06:46.651,24.90
08/06/2023 00:06:47.667,24.90
08/06/2023 00:06:48.683,24.90
08/06/2023 00:06:49.692,24.90
08/06/2023 00:06:50.722,24.90
08/06/2023 00:06:51.742,24.90
08/06/2023 00:06:52.764,24.90
08/06/2023 00:06:53.776,24.90
08/06/2023 00:06:54.798,24.90
08/06/2023 00:06:55.814,24.90
08/06/2023 00:06:56.825,24.90
08/06/2023 00:06:57.835,24.90
08/06/2023 00:06:58.852,24.90
08/06/2023 00:06:59.860,24.90
08/06/2023 00:07:00.870,24.90
08/06/2023 00:07:01.886,24.90
08/06/2023 00:07:02.911,24.90
08/06/2023 00:07:03.935,24.90
08/06/2023 00:07:04.946,24.90
08/06/2023 00:07:05.959,24.90
08/06/2023 00:07:06.980,24.90
08/06/2023 00:07:07.989,24.90
08/06/2023 00:07:09.012,24.90
08/06/2023 00:07:10.024,24.90
08/06/2023 00:07:11.033,24.90
08/06/2023 00:07:12.043,24.90
08/06/2023 00:07:13.062,24.90
08/06/2023 00:07:14.095,24.90
08/06/2023 00:07:15.114,24.90
08/06/2023 00:07:16.145,24.90
08/06/2023 00:07:17.164,24.90
08/06/2023 00:07:18.177,24.90
08/06/2023 00:07:19.200,24.90
08/06/2023 00:07:20.225,24.90
08/06/2023 00:07:21.255,24.90
08/06/2023 00:07:22.273,24.80
08/06/2023 00:07:23.297,24.90
08/06/2023 00:07:24.318,24.90
08/06/2023 00:07:25.337,24.90
08/06/2023 00:07:26.357,24.90
08/06/2023 00:07:27.368,24.90
08/06/2023 00:07:28.376,24.90
08/06/2023 00:07:29.400,24.90
08/06/2023 00:07:30.409,24.90
08/06/2023 00:07:31.420,24.90
08/06/2023 00:07:32.438,24.90
08/06/2023 00:07:33.460,24.90
08/06/2023 00:07:34.469,24.90
08/06/2023 00:07:35.480,24.90
08/06/2023 00:07:36.489,24.90
08/06/2023 00:07:37.513,24.90
08/06/2023 00:07:38.534,24.90
08/06/2023 00:07:39.556,24.90
08/06/2023 00:07:40.570,24.90
08/06/2023 00:07:41.583,24.90
08/06/2023 00:07:42.607,24.90
08/06/2023 00:07:43.618,24.80
08/06/2023 00:07:44.645,24.90
08/06/2023 00:07:45.670,24.90
08/06/2023 00:07:46.681,24.90
08/06/2023 00:07:47.715,24.90
08/06/2023 00:07:48.727,24.90
08/06/2023 00:07:49.736,24.90
08/06/2023 00:07:50.748,24.90
08/06/2023 00:07:51.760,24.90
08/06/2023 00:07:52.783,24.90
08/06/2023 00:07:53.807,24.90
08/06/2023 00:07:54.828,24.90
08/06/2023 00:07:55.838,24.90
08/06/2023 00:07:56.850,24.90
08/06/2023 00:07:57.870,24.90
08/06/2023 00:07:58.880,24.90
08/06/2023 00:07:59.904,24.90
08/06/2023 00:08:00.914,24.90
08/06/2023 00:08:01.927,24.90
08/06/2023 00:08:02.951,24.90
08/06/2023 00:08:03.960,24.90
08/06/2023 00:08:04.983,24.90
08/06/2023 00:08:05.999,24.90
08/06/2023 00:08:07.016,24.90
08/06/2023 00:08:08.026,24.90
08/06/2023 00:08:09.049,24.90
08/06/2023 00:08:10.060,24.90
08/06/2023 00:08:11.080,24.90
08/06/2023 00:08:12.106,24.90
08/06/2023 00:08:13.115,24.80
08/06/2023 00:08:14.137,24.80
08/06/2023 00:08:15.146,24.80
08/06/2023 00:08:16.168,24.90
08/06/2023 00:08:17.191,24.90
08/06/2023 00:08:18.212,24.90
08/06/2023 00:08:19.220,24.90
08/06/2023 00:08:20.229,24.90
08/06/2023 00:08:21.252,24.90
08/06/2023 00:08:22.263,24.90
08/06/2023 00:08:23.283,24.90
08/06/2023 00:08:24.292,24.90
08/06/2023 00:08:25.304,24.90
08/06/2023 00:08:26.327,24.90
08/06/2023 00:08:27.351,24.90
08/06/2023 00:08:28.376,24.90
08/06/2023 00:08:29.390,24.90
08/06/2023 00:08:30.401,24.90
08/06/2023 00:08:31.411,24.90
08/06/2023 00:08:32.436,24.90
08/06/2023 00:08:33.460,24.90
08/06/2023 00:08:34.471,24.90
08/06/2023 00:08:35.489,24.90
08/06/2023 00:08:36.506,24.90
08/06/2023 00:08:37.527,24.90
08/06/2023 00:08:38.539,24.90
08/06/2023 00:08:39.552,24.90
08/06/2023 00:08:40.561,24.90
08/06/2023 00:08:41.580,24.90
08/06/2023 00:08:42.590,24.90
08/06/2023 00:08:43.599,24.90
08/06/2023 00:08:44.620,24.90
08/06/2023 00:08:45.630,24.90
08/06/2023 00:08:46.640,24.90
08/06/2023 00:08:47.668,24.90
08/06/2023 00:08:48.690,24.90
08/06/2023 00:08:49.715,24.90
08/06/2023 00:08:50.735,24.90
08/06/2023 00:08:51.746,24.90
08/06/2023 00:08:52.769,24.90
08/06/2023 00:08:53.780,24.90
08/06/2023 00:08:54.802,24.90
08/06/2023 00:08:55.827,24.90
08/06/2023 00:08:56.850,24.90
08/06/2023 00:08:57.861,24.90
08/06/2023 00:08:58.877,24.90
08/06/2023 00:08:59.898,24.90
08/06/2023 00:09:00.920,24.90
08/06/2023 00:09:01.939,24.90
08/06/2023 00:09:02.952,24.90
08/06/2023 00:09:03.969,24.90
08/06/2023 00:09:04.977,24.90
08/06/2023 00:09:06.000,24.90
08/06/2023 00:09:07.024,24.90
08/06/2023 00:09:08.044,24.90
08/06/2023 00:09:09.065,24.90
08/06/2023 00:09:10.088,24.90
08/06/2023 00:09:11.109,24.90
08/06/2023 00:09:12.120,24.90
08/06/2023 00:09:13.142,24.90
08/06/2023 00:09:14.167,24.90
08/06/2023 00:09:15.176,24.90
08/06/2023 00:09:16.199,24.90
08/06/2023 00:09:17.223,24.90
08/06/2023 00:09:18.234,24.90
08/06/2023 00:09:19.245,24.90
08/06/2023 00:09:20.253,24.90
08/06/2023 00:09:21.268,24.90
08/06/2023 00:09:22.277,24.90
08/06/2023 00:09:23.288,24.90
08/06/2023 00:09:24.311,24.90
08/06/2023 00:09:25.340,24.90
08/06/2023 00:09:26.359,24.90
08/06/2023 00:09:27.387,24.90
08/06/2023 00:09:28.406,24.90
08/06/2023 00:09:29.421,24.90
08/06/2023 00:09:30.440,24.90
08/06/2023 00:09:31.454,24.90
08/06/2023 00:09:32.467,24.90
08/06/2023 00:09:33.476,24.90
08/06/2023 00:09:34.492,24.90
08/06/2023 00:09:35.511,24.90
08/06/2023 00:09:36.534,24.90
08/06/2023 00:09:37.552,24.90
08/06/2023 00:09:38.578,24.90
08/06/2023 00:09:39.602,24.90
08/06/2023 00:09:40.611,24.90
08/06/2023 00:09:41.632,24.90
08/06/2023 00:09:42.642,24.90
08/06/2023 00:09:43.653,24.90
08/06/2023 00:09:44.663,24.90
08/06/2023 00:09:45.686,24.90
08/06/2023 00:09:46.696,24.90
08/06/2023 00:09:47.712,24.90
08/06/2023 00:09:48.735,24.90
08/06/2023 00:09:49.761,24.90
08/06/2023 00:09:50.786,24.90
08/06/2023 00:09:51.809,24.90
08/06/2023 00:09:52.821,24.90
08/06/2023 00:09:53.830,24.90
08/06/2023 00:09:54.844,24.90
08/06/2023 00:09:55.856,24.90
08/06/2023 00:09:56.876,24.90
08/06/2023 00:09:57.907,24.90
08/06/2023 00:09:58.925,24.90
08/06/2023 00:09:59.946,24.90
08/06/2023 00:10:00.956,24.90
08/06/2023 00:10:01.971,24.90
08/06/2023 00:10:02.980,24.90
08/06/2023 00:10:03.992,24.90
08/06/2023 00:10:05.014,24.90
08/06/2023 00:10:06.029,24.90
08/06/2023 00:10:07.050,24.90
08/06/2023 00:10:08.072,24.90
08/06/2023 00:10:09.082,24.90
08/06/2023 00:10:10.113,24.90
08/06/2023 00:10:11.139,24.90
08/06/2023 00:10:12.157,24.90
08/06/2023 00:10:13.166,24.90
08/06/2023 00:10:14.195,24.90
08/06/2023 00:10:15.214,24.90
08/06/2023 00:10:16.232,24.90
08/06/2023 00:10:17.243,24.90
08/06/2023 00:10:18.262,24.90
08/06/2023 00:10:19.274,24.90
08/06/2023 00:10:20.284,24.90
08/06/2023 00:10:21.310,24.90
08/06/2023 00:10:22.318,24.90
08/06/2023 00:10:23.341,24.90
08/06/2023 00:10:24.349,24.90
08/06/2023 00:10:25.358,24.90
08/06/2023 00:10:26.371,24.90
08/06/2023 00:10:27.391,24.90
08/06/2023 00:10:28.417,24.90
08/06/2023 00:10:29.435,24.90
08/06/2023 00:10:30.444,24.90
08/06/2023 00:10:31.465,24.90
08/06/2023 00:10:32.480,24.90
08/06/2023 00:10:33.490,24.90
08/06/2023 00:10:34.498,24.90
08/06/2023 00:10:35.510,24.90
08/06/2023 00:10:36.521,24.90
08/06/2023 00:10:37.532,24.90
08/06/2023 00:10:38.543,24.90
08/06/2023 00:10:39.558,24.90
08/06/2023 00:10:40.579,24.90
08/06/2023 00:10:41.591,24.90
08/06/2023 00:10:42.603,24.90
08/06/2023 00:10:43.618,24.90
08/06/2023 00:10:44.641,24.90
08/06/2023 00:10:45.661,24.90
08/06/2023 00:10:46.678,24.90
08/06/2023 00:10:47.693,24.90
08/06/2023 00:10:48.714,24.90
08/06/2023 00:10:49.724,24.90
08/06/2023 00:10:50.734,24.90
08/06/2023 00:10:51.757,24.90
08/06/2023 00:10:52.775,24.90
08/06/2023 00:10:53.786,24.90
08/06/2023 00:10:54.809,24.90
08/06/2023 00:10:55.831,24.90
08/06/2023 00:10:56.845,24.90
08/06/2023 00:10:57.869,24.90
08/06/2023 00:10:58.876,24.90
08/06/2023 00:10:59.886,24.90
08/06/2023 00:11:00.908,24.90
08/06/2023 00:11:01.918,24.90
08/06/2023 00:11:02.941,24.90
08/06/2023 00:11:03.950,24.90
08/06/2023 00:11:04.963,24.90
08/06/2023 00:11:05.985,24.90
08/06/2023 00:11:06.998,24.90
08/06/2023 00:11:08.023,24.90
08/06/2023 00:11:09.051,24.90
08/06/2023 00:11:10.067,24.90
08/06/2023 00:11:11.076,24.90
08/06/2023 00:11:12.095,24.90
08/06/2023 00:11:13.115,24.90
08/06/2023 00:11:14.128,24.90
08/06/2023 00:11:15.159,24.90
08/06/2023 00:11:16.178,24.90
08/06/2023 00:11:17.190,24.90
08/06/2023 00:11:18.207,24.90
08/06/2023 00:11:19.227,24.90
08/06/2023 00:11:20.240,24.90
08/06/2023 00:11:21.265,24.90
08/06/2023 00:11:22.286,24.90
08/06/2023 00:11:23.298,24.90
08/06/2023 00:11:24.306,24.90
08/06/2023 00:11:25.316,24.90
08/06/2023 00:11:26.327,24.90
08/06/2023 00:11:27.348,24.90
08/06/2023 00:11:28.357,24.90
08/06/2023 00:11:29.365,24.90
08/06/2023 00:11:30.378,24.90
08/06/2023 00:11:31.386,24.90
08/06/2023 00:11:32.397,24.90
08/06/2023 00:11:33.407,24.90
08/06/2023 00:11:34.415,24.90
08/06/2023 00:11:35.427,24.90
08/06/2023 00:11:36.446,24.90
08/06/2023 00:11:37.473,24.90
08/06/2023 00:11:38.483,24.90
08/06/2023 00:11:39.497,24.90
08/06/2023 00:11:40.511,24.90
08/06/2023 00:11:41.534,24.90
08/06/2023 00:11:42.547,24.90
08/06/2023 00:11:43.560,24.90
08/06/2023 00:11:44.572,24.90
08/06/2023 00:11:45.584,24.90
08/06/2023 00:11:46.593,24.90
08/06/2023 00:11:47.606,24.90
08/06/2023 00:11:48.627,24.90
08/06/2023 00:11:49.653,24.90
08/06/2023 00:11:50.667,24.90
08/06/2023 00:11:51.691,24.90
08/06/2023 00:11:52.713,24.90
08/06/2023 00:11:53.728,24.90
08/06/2023 00:11:54.751,24.90
08/06/2023 00:11:55.768,24.90
08/06/2023 00:11:56.791,24.90
08/06/2023 00:11:57.810,24.90
08/06/2023 00:11:58.828,24.90
08/06/2023 00:11:59.851,24.90
08/06/2023 00:12:00.862,24.90
08/06/2023 00:12:01.884,24.90
08/06/2023 00:12:02.893,24.90
08/06/2023 00:12:03.915,24.90
08/06/2023 00:12:04.924,24.90
08/06/2023 00:12:05.956,24.90
08/06/2023 00:12:06.969,24.90
08/06/2023 00:12:07.988,24.90
08/06/2023 00:12:09.006,24.90
08/06/2023 00:12:10.016,24.90
08/06/2023 00:12:11.026,24.90
08/06/2023 00:12:12.037,24.90
08/06/2023 00:12:13.045,24.90
08/06/2023 00:12:14.060,24.90
08/06/2023 00:12:15.070,24.90
08/06/2023 00:12:16.092,24.90
08/06/2023 00:12:17.101,24.90
08/06/2023 00:12:18.121,24.90
08/06/2023 00:12:19.147,24.90
08/06/2023 00:12:20.169,24.90
08/06/2023 00:12:21.180,24.90
08/06/2023 00:12:22.194,24.90
08/06/2023 00:12:23.206,24.90
08/06/2023 00:12:24.231,24.90
08/06/2023 00:12:25.246,24.90
