'EPIC La.PID.MV Log File

'Date,La.PID.MV
08/06/2023 00:01:56.899,100.0
08/06/2023 00:01:57.912,100.0
08/06/2023 00:01:58.921,100.0
08/06/2023 00:01:59.928,100.0
08/06/2023 00:02:00.941,100.0
08/06/2023 00:02:01.954,100.0
08/06/2023 00:02:02.966,100.0
08/06/2023 00:02:03.974,100.0
08/06/2023 00:02:04.984,100.0
08/06/2023 00:02:05.993,100.0
08/06/2023 00:02:07.005,100.0
08/06/2023 00:02:08.014,100.0
08/06/2023 00:02:09.023,100.0
08/06/2023 00:02:10.058,100.0
08/06/2023 00:02:11.070,100.0
08/06/2023 00:02:12.080,100.0
08/06/2023 00:02:13.088,100.0
08/06/2023 00:02:14.098,100.0
08/06/2023 00:02:15.123,100.0
08/06/2023 00:02:16.131,100.0
08/06/2023 00:02:17.140,100.0
08/06/2023 00:02:18.151,100.0
08/06/2023 00:02:19.158,100.0
08/06/2023 00:02:20.168,100.0
08/06/2023 00:02:21.189,100.0
08/06/2023 00:02:22.202,100.0
08/06/2023 00:02:23.221,100.0
08/06/2023 00:02:24.239,100.0
08/06/2023 00:02:25.261,100.0
08/06/2023 00:02:26.269,100.0
08/06/2023 00:02:27.288,100.0
08/06/2023 00:02:28.302,100.0
08/06/2023 00:02:29.322,100.0
08/06/2023 00:02:30.334,100.0
08/06/2023 00:02:31.343,100.0
08/06/2023 00:02:32.351,100.0
08/06/2023 00:02:33.372,100.0
08/06/2023 00:02:34.381,100.0
08/06/2023 00:02:35.393,100.0
08/06/2023 00:02:36.400,100.0
08/06/2023 00:02:37.409,100.0
08/06/2023 00:02:38.415,100.0
08/06/2023 00:02:39.426,100.0
08/06/2023 00:02:40.435,100.0
08/06/2023 00:02:41.460,100.0
08/06/2023 00:02:42.482,100.0
08/06/2023 00:02:43.502,100.0
08/06/2023 00:02:44.510,100.0
08/06/2023 00:02:45.517,100.0
08/06/2023 00:02:46.535,100.0
08/06/2023 00:02:47.557,100.0
08/06/2023 00:02:48.566,100.0
08/06/2023 00:02:49.576,100.0
08/06/2023 00:02:50.582,100.0
08/06/2023 00:02:51.595,100.0
08/06/2023 00:02:52.609,100.0
08/06/2023 00:02:53.632,100.0
08/06/2023 00:02:54.641,100.0
08/06/2023 00:02:55.651,100.0
08/06/2023 00:02:56.673,100.0
08/06/2023 00:02:57.683,100.0
08/06/2023 00:02:58.693,100.0
08/06/2023 00:02:59.716,100.0
08/06/2023 00:03:00.723,100.0
08/06/2023 00:03:01.746,100.0
08/06/2023 00:03:02.766,100.0
08/06/2023 00:03:03.776,100.0
08/06/2023 00:03:04.796,100.0
08/06/2023 00:03:05.807,100.0
08/06/2023 00:03:06.818,100.0
08/06/2023 00:03:07.829,100.0
08/06/2023 00:03:08.849,100.0
08/06/2023 00:03:09.873,100.0
08/06/2023 00:03:10.896,100.0
08/06/2023 00:03:11.908,100.0
08/06/2023 00:03:12.925,100.0
08/06/2023 00:03:13.938,100.0
08/06/2023 00:03:14.949,100.0
08/06/2023 00:03:15.971,100.0
08/06/2023 00:03:16.985,100.0
08/06/2023 00:03:18.005,100.0
08/06/2023 00:03:19.022,100.0
08/06/2023 00:03:20.045,100.0
08/06/2023 00:03:21.068,100.0
08/06/2023 00:03:22.083,100.0
08/06/2023 00:03:23.092,100.0
08/06/2023 00:03:24.115,100.0
08/06/2023 00:03:25.126,100.0
08/06/2023 00:03:26.146,100.0
08/06/2023 00:03:27.156,100.0
08/06/2023 00:03:28.175,100.0
08/06/2023 00:03:29.189,100.0
08/06/2023 00:03:30.210,100.0
08/06/2023 00:03:31.222,100.0
08/06/2023 00:03:32.245,100.0
08/06/2023 00:03:33.266,100.0
08/06/2023 00:03:34.278,100.0
08/06/2023 00:03:35.290,100.0
08/06/2023 00:03:36.305,100.0
08/06/2023 00:03:37.317,100.0
08/06/2023 00:03:38.342,100.0
08/06/2023 00:03:39.356,100.0
08/06/2023 00:03:40.385,100.0
08/06/2023 00:03:41.401,100.0
08/06/2023 00:03:42.432,100.0
08/06/2023 00:03:43.456,100.0
08/06/2023 00:03:44.473,100.0
08/06/2023 00:03:45.497,100.0
08/06/2023 00:03:46.519,100.0
08/06/2023 00:03:47.545,100.0
08/06/2023 00:03:48.558,100.0
08/06/2023 00:03:49.582,100.0
08/06/2023 00:03:50.591,100.0
08/06/2023 00:03:51.619,100.0
08/06/2023 00:03:52.643,100.0
08/06/2023 00:03:53.664,100.0
08/06/2023 00:03:54.687,100.0
08/06/2023 00:03:55.710,100.0
08/06/2023 00:03:56.720,100.0
08/06/2023 00:03:57.730,100.0
08/06/2023 00:03:58.739,100.0
08/06/2023 00:03:59.748,100.0
08/06/2023 00:04:00.772,100.0
08/06/2023 00:04:01.791,100.0
08/06/2023 00:04:02.804,100.0
08/06/2023 00:04:03.824,100.0
08/06/2023 00:04:04.847,100.0
08/06/2023 00:04:05.870,100.0
08/06/2023 00:04:06.881,100.0
08/06/2023 00:04:07.904,100.0
08/06/2023 00:04:08.913,100.0
08/06/2023 00:04:09.935,100.0
08/06/2023 00:04:10.943,100.0
08/06/2023 00:04:11.964,100.0
08/06/2023 00:04:12.976,100.0
08/06/2023 00:04:13.985,100.0
08/06/2023 00:04:14.995,100.0
08/06/2023 00:04:16.003,100.0
08/06/2023 00:04:17.011,100.0
08/06/2023 00:04:18.035,100.0
08/06/2023 00:04:19.044,100.0
08/06/2023 00:04:20.068,100.0
08/06/2023 00:04:21.081,100.0
08/06/2023 00:04:22.104,100.0
08/06/2023 00:04:23.120,100.0
08/06/2023 00:04:24.143,100.0
08/06/2023 00:04:25.177,100.0
08/06/2023 00:04:26.201,100.0
08/06/2023 00:04:27.225,100.0
08/06/2023 00:04:28.236,100.0
08/06/2023 00:04:29.258,100.0
08/06/2023 00:04:30.268,100.0
08/06/2023 00:04:31.279,100.0
08/06/2023 00:04:32.304,100.0
08/06/2023 00:04:33.313,100.0
08/06/2023 00:04:34.329,100.0
08/06/2023 00:04:35.343,100.0
08/06/2023 00:04:36.360,100.0
08/06/2023 00:04:37.378,100.0
08/06/2023 00:04:38.399,100.0
08/06/2023 00:04:39.411,100.0
08/06/2023 00:04:40.428,100.0
08/06/2023 00:04:41.450,100.0
08/06/2023 00:04:42.474,100.0
08/06/2023 00:04:43.495,100.0
08/06/2023 00:04:44.519,100.0
08/06/2023 00:04:45.528,100.0
08/06/2023 00:04:46.540,100.0
08/06/2023 00:04:47.569,100.0
08/06/2023 00:04:48.586,100.0
08/06/2023 00:04:49.600,100.0
08/06/2023 00:04:50.617,100.0
08/06/2023 00:04:51.636,100.0
08/06/2023 00:04:52.664,100.0
08/06/2023 00:04:53.676,100.0
08/06/2023 00:04:54.694,100.0
08/06/2023 00:04:55.704,100.0
08/06/2023 00:04:56.727,100.0
08/06/2023 00:04:57.750,100.0
08/06/2023 00:04:58.760,100.0
08/06/2023 00:04:59.775,100.0
08/06/2023 00:05:00.787,100.0
08/06/2023 00:05:01.812,100.0
08/06/2023 00:05:02.836,100.0
08/06/2023 00:05:03.859,100.0
08/06/2023 00:05:04.871,100.0
08/06/2023 00:05:05.882,100.0
08/06/2023 00:05:06.907,100.0
08/06/2023 00:05:07.919,100.0
08/06/2023 00:05:08.938,100.0
08/06/2023 00:05:09.960,100.0
08/06/2023 00:05:10.987,100.0
08/06/2023 00:05:12.009,100.0
08/06/2023 00:05:13.018,100.0
08/06/2023 00:05:14.028,100.0
08/06/2023 00:05:15.052,100.0
08/06/2023 00:05:16.076,100.0
08/06/2023 00:05:17.086,100.0
08/06/2023 00:05:18.110,100.0
08/06/2023 00:05:19.119,100.0
08/06/2023 00:05:20.138,100.0
08/06/2023 00:05:21.152,100.0
08/06/2023 00:05:22.167,100.0
08/06/2023 00:05:23.182,100.0
08/06/2023 00:05:24.199,100.0
08/06/2023 00:05:25.220,100.0
08/06/2023 00:05:26.245,100.0
08/06/2023 00:05:27.266,100.0
08/06/2023 00:05:28.279,100.0
08/06/2023 00:05:29.291,100.0
08/06/2023 00:05:30.302,100.0
08/06/2023 00:05:31.317,100.0
08/06/2023 00:05:32.330,100.0
08/06/2023 00:05:33.350,100.0
08/06/2023 00:05:34.385,100.0
08/06/2023 00:05:35.398,100.0
08/06/2023 00:05:36.413,100.0
08/06/2023 00:05:37.432,100.0
08/06/2023 00:05:38.444,100.0
08/06/2023 00:05:39.456,100.0
08/06/2023 00:05:40.465,100.0
08/06/2023 00:05:41.478,100.0
08/06/2023 00:05:42.519,100.0
08/06/2023 00:05:43.528,100.0
08/06/2023 00:05:44.552,100.0
08/06/2023 00:05:45.563,100.0
08/06/2023 00:05:46.588,100.0
08/06/2023 00:05:47.610,100.0
08/06/2023 00:05:48.620,100.0
08/06/2023 00:05:49.639,100.0
08/06/2023 00:05:50.649,100.0
08/06/2023 00:05:51.668,100.0
08/06/2023 00:05:52.677,100.0
08/06/2023 00:05:53.686,100.0
08/06/2023 00:05:54.698,100.0
08/06/2023 00:05:55.723,100.0
08/06/2023 00:05:56.749,100.0
08/06/2023 00:05:57.765,100.0
08/06/2023 00:05:58.775,100.0
08/06/2023 00:05:59.799,100.0
08/06/2023 00:06:00.814,100.0
08/06/2023 00:06:01.826,100.0
08/06/2023 00:06:02.835,100.0
08/06/2023 00:06:03.872,100.0
08/06/2023 00:06:04.894,100.0
08/06/2023 00:06:05.918,100.0
08/06/2023 00:06:06.944,100.0
08/06/2023 00:06:07.965,100.0
08/06/2023 00:06:08.979,100.0
08/06/2023 00:06:09.994,100.0
08/06/2023 00:06:11.018,100.0
08/06/2023 00:06:12.031,100.0
08/06/2023 00:06:13.054,100.0
08/06/2023 00:06:14.065,100.0
08/06/2023 00:06:15.082,100.0
08/06/2023 00:06:16.102,100.0
08/06/2023 00:06:17.113,100.0
08/06/2023 00:06:18.135,100.0
08/06/2023 00:06:19.155,100.0
08/06/2023 00:06:20.175,100.0
08/06/2023 00:06:21.187,100.0
08/06/2023 00:06:22.217,100.0
08/06/2023 00:06:23.227,100.0
08/06/2023 00:06:24.250,100.0
08/06/2023 00:06:25.278,100.0
08/06/2023 00:06:26.297,100.0
08/06/2023 00:06:27.307,100.0
08/06/2023 00:06:28.332,100.0
08/06/2023 00:06:29.357,100.0
08/06/2023 00:06:30.384,100.0
08/06/2023 00:06:31.409,100.0
08/06/2023 00:06:32.432,100.0
08/06/2023 00:06:33.453,100.0
08/06/2023 00:06:34.475,100.0
08/06/2023 00:06:35.486,100.0
08/06/2023 00:06:36.498,100.0
08/06/2023 00:06:37.511,100.0
08/06/2023 00:06:38.522,100.0
08/06/2023 00:06:39.533,100.0
08/06/2023 00:06:40.558,100.0
08/06/2023 00:06:41.579,100.0
08/06/2023 00:06:42.600,100.0
08/06/2023 00:06:43.612,100.0
08/06/2023 00:06:44.632,100.0
08/06/2023 00:06:45.641,100.0
08/06/2023 00:06:46.652,100.0
08/06/2023 00:06:47.667,100.0
08/06/2023 00:06:48.684,100.0
08/06/2023 00:06:49.693,100.0
08/06/2023 00:06:50.723,100.0
08/06/2023 00:06:51.743,100.0
08/06/2023 00:06:52.765,100.0
08/06/2023 00:06:53.777,100.0
08/06/2023 00:06:54.798,100.0
08/06/2023 00:06:55.814,100.0
08/06/2023 00:06:56.826,100.0
08/06/2023 00:06:57.836,100.0
08/06/2023 00:06:58.852,100.0
08/06/2023 00:06:59.861,100.0
08/06/2023 00:07:00.871,100.0
08/06/2023 00:07:01.887,100.0
08/06/2023 00:07:02.912,100.0
08/06/2023 00:07:03.935,100.0
08/06/2023 00:07:04.947,100.0
08/06/2023 00:07:05.959,100.0
08/06/2023 00:07:06.980,100.0
08/06/2023 00:07:07.990,100.0
08/06/2023 00:07:09.012,100.0
08/06/2023 00:07:10.025,100.0
08/06/2023 00:07:11.033,100.0
08/06/2023 00:07:12.044,100.0
08/06/2023 00:07:13.063,100.0
08/06/2023 00:07:14.095,100.0
08/06/2023 00:07:15.115,100.0
08/06/2023 00:07:16.146,100.0
08/06/2023 00:07:17.165,100.0
08/06/2023 00:07:18.178,100.0
08/06/2023 00:07:19.201,100.0
08/06/2023 00:07:20.226,100.0
08/06/2023 00:07:21.256,100.0
08/06/2023 00:07:22.274,100.0
08/06/2023 00:07:23.297,100.0
08/06/2023 00:07:24.319,100.0
08/06/2023 00:07:25.338,100.0
08/06/2023 00:07:26.358,100.0
08/06/2023 00:07:27.368,100.0
08/06/2023 00:07:28.377,100.0
08/06/2023 00:07:29.400,100.0
08/06/2023 00:07:30.409,100.0
08/06/2023 00:07:31.421,100.0
08/06/2023 00:07:32.439,100.0
08/06/2023 00:07:33.460,100.0
08/06/2023 00:07:34.470,100.0
08/06/2023 00:07:35.481,100.0
08/06/2023 00:07:36.489,100.0
08/06/2023 00:07:37.513,100.0
08/06/2023 00:07:38.535,100.0
08/06/2023 00:07:39.557,100.0
08/06/2023 00:07:40.571,100.0
08/06/2023 00:07:41.584,100.0
08/06/2023 00:07:42.608,100.0
08/06/2023 00:07:43.619,100.0
08/06/2023 00:07:44.645,100.0
08/06/2023 00:07:45.670,100.0
08/06/2023 00:07:46.682,100.0
08/06/2023 00:07:47.716,100.0
08/06/2023 00:07:48.727,100.0
08/06/2023 00:07:49.737,100.0
08/06/2023 00:07:50.749,100.0
08/06/2023 00:07:51.761,100.0
08/06/2023 00:07:52.784,100.0
08/06/2023 00:07:53.807,100.0
08/06/2023 00:07:54.828,100.0
08/06/2023 00:07:55.839,100.0
08/06/2023 00:07:56.850,100.0
08/06/2023 00:07:57.871,100.0
08/06/2023 00:07:58.881,100.0
08/06/2023 00:07:59.905,100.0
08/06/2023 00:08:00.915,100.0
08/06/2023 00:08:01.927,100.0
08/06/2023 00:08:02.952,100.0
08/06/2023 00:08:03.960,100.0
08/06/2023 00:08:04.984,100.0
08/06/2023 00:08:06.000,100.0
08/06/2023 00:08:07.016,100.0
08/06/2023 00:08:08.027,100.0
08/06/2023 00:08:09.049,100.0
08/06/2023 00:08:10.061,100.0
08/06/2023 00:08:11.081,100.0
08/06/2023 00:08:12.107,100.0
08/06/2023 00:08:13.116,100.0
08/06/2023 00:08:14.138,100.0
08/06/2023 00:08:15.147,100.0
08/06/2023 00:08:16.169,100.0
08/06/2023 00:08:17.191,100.0
08/06/2023 00:08:18.213,100.0
08/06/2023 00:08:19.220,100.0
08/06/2023 00:08:20.230,100.0
08/06/2023 00:08:21.253,100.0
08/06/2023 00:08:22.264,100.0
08/06/2023 00:08:23.284,100.0
08/06/2023 00:08:24.293,100.0
08/06/2023 00:08:25.304,100.0
08/06/2023 00:08:26.328,100.0
08/06/2023 00:08:27.351,100.0
08/06/2023 00:08:28.377,100.0
08/06/2023 00:08:29.391,100.0
08/06/2023 00:08:30.402,100.0
08/06/2023 00:08:31.411,100.0
08/06/2023 00:08:32.437,100.0
08/06/2023 00:08:33.460,100.0
08/06/2023 00:08:34.472,100.0
08/06/2023 00:08:35.489,100.0
08/06/2023 00:08:36.507,100.0
08/06/2023 00:08:37.528,100.0
08/06/2023 00:08:38.540,100.0
08/06/2023 00:08:39.552,100.0
08/06/2023 00:08:40.562,100.0
08/06/2023 00:08:41.580,100.0
08/06/2023 00:08:42.590,100.0
08/06/2023 00:08:43.600,100.0
08/06/2023 00:08:44.621,100.0
08/06/2023 00:08:45.631,100.0
08/06/2023 00:08:46.643,100.0
08/06/2023 00:08:47.668,100.0
08/06/2023 00:08:48.691,100.0
08/06/2023 00:08:49.716,100.0
08/06/2023 00:08:50.735,100.0
08/06/2023 00:08:51.746,100.0
08/06/2023 00:08:52.770,100.0
08/06/2023 00:08:53.781,100.0
08/06/2023 00:08:54.803,100.0
08/06/2023 00:08:55.827,100.0
08/06/2023 00:08:56.851,100.0
08/06/2023 00:08:57.862,100.0
08/06/2023 00:08:58.878,100.0
08/06/2023 00:08:59.899,100.0
08/06/2023 00:09:00.921,100.0
08/06/2023 00:09:01.939,100.0
08/06/2023 00:09:02.953,100.0
08/06/2023 00:09:03.970,100.0
08/06/2023 00:09:04.978,100.0
08/06/2023 00:09:06.001,100.0
08/06/2023 00:09:07.025,100.0
08/06/2023 00:09:08.044,100.0
08/06/2023 00:09:09.066,100.0
08/06/2023 00:09:10.089,100.0
08/06/2023 00:09:11.110,100.0
08/06/2023 00:09:12.121,100.0
08/06/2023 00:09:13.143,100.0
08/06/2023 00:09:14.168,100.0
08/06/2023 00:09:15.177,100.0
08/06/2023 00:09:16.199,100.0
08/06/2023 00:09:17.223,100.0
08/06/2023 00:09:18.234,100.0
08/06/2023 00:09:19.246,100.0
08/06/2023 00:09:20.254,100.0
08/06/2023 00:09:21.269,100.0
08/06/2023 00:09:22.278,100.0
08/06/2023 00:09:23.289,100.0
08/06/2023 00:09:24.312,100.0
08/06/2023 00:09:25.341,100.0
08/06/2023 00:09:26.359,100.0
08/06/2023 00:09:27.388,100.0
08/06/2023 00:09:28.407,100.0
08/06/2023 00:09:29.422,100.0
08/06/2023 00:09:30.441,100.0
08/06/2023 00:09:31.454,100.0
08/06/2023 00:09:32.468,100.0
08/06/2023 00:09:33.477,100.0
08/06/2023 00:09:34.492,100.0
08/06/2023 00:09:35.512,100.0
08/06/2023 00:09:36.535,100.0
08/06/2023 00:09:37.556,100.0
08/06/2023 00:09:38.579,100.0
08/06/2023 00:09:39.603,100.0
08/06/2023 00:09:40.611,100.0
08/06/2023 00:09:41.633,100.0
08/06/2023 00:09:42.643,100.0
08/06/2023 00:09:43.654,100.0
08/06/2023 00:09:44.663,100.0
08/06/2023 00:09:45.686,100.0
08/06/2023 00:09:46.696,100.0
08/06/2023 00:09:47.713,100.0
08/06/2023 00:09:48.736,100.0
08/06/2023 00:09:49.764,100.0
08/06/2023 00:09:50.787,100.0
08/06/2023 00:09:51.810,100.0
08/06/2023 00:09:52.822,100.0
08/06/2023 00:09:53.831,100.0
08/06/2023 00:09:54.844,100.0
08/06/2023 00:09:55.856,100.0
08/06/2023 00:09:56.876,100.0
08/06/2023 00:09:57.908,100.0
08/06/2023 00:09:58.926,100.0
08/06/2023 00:09:59.947,100.0
08/06/2023 00:10:00.957,100.0
08/06/2023 00:10:01.972,100.0
08/06/2023 00:10:02.981,100.0
08/06/2023 00:10:03.993,100.0
08/06/2023 00:10:05.015,100.0
08/06/2023 00:10:06.030,100.0
08/06/2023 00:10:07.051,100.0
08/06/2023 00:10:08.073,100.0
08/06/2023 00:10:09.083,100.0
08/06/2023 00:10:10.113,100.0
08/06/2023 00:10:11.140,100.0
08/06/2023 00:10:12.158,100.0
08/06/2023 00:10:13.166,100.0
08/06/2023 00:10:14.196,100.0
08/06/2023 00:10:15.215,100.0
08/06/2023 00:10:16.233,100.0
08/06/2023 00:10:17.244,100.0
08/06/2023 00:10:18.263,100.0
08/06/2023 00:10:19.275,100.0
08/06/2023 00:10:20.285,100.0
08/06/2023 00:10:21.311,100.0
08/06/2023 00:10:22.319,100.0
08/06/2023 00:10:23.341,100.0
08/06/2023 00:10:24.350,100.0
08/06/2023 00:10:25.359,100.0
08/06/2023 00:10:26.371,100.0
08/06/2023 00:10:27.392,100.0
08/06/2023 00:10:28.418,100.0
08/06/2023 00:10:29.436,100.0
08/06/2023 00:10:30.445,100.0
08/06/2023 00:10:31.466,100.0
08/06/2023 00:10:32.481,100.0
08/06/2023 00:10:33.490,100.0
08/06/2023 00:10:34.499,100.0
08/06/2023 00:10:35.511,100.0
08/06/2023 00:10:36.521,100.0
08/06/2023 00:10:37.533,100.0
08/06/2023 00:10:38.544,100.0
08/06/2023 00:10:39.561,100.0
08/06/2023 00:10:40.580,100.0
08/06/2023 00:10:41.592,100.0
08/06/2023 00:10:42.603,100.0
08/06/2023 00:10:43.619,100.0
08/06/2023 00:10:44.642,100.0
08/06/2023 00:10:45.662,100.0
08/06/2023 00:10:46.678,100.0
08/06/2023 00:10:47.694,100.0
08/06/2023 00:10:48.715,100.0
08/06/2023 00:10:49.725,100.0
08/06/2023 00:10:50.734,100.0
08/06/2023 00:10:51.757,100.0
08/06/2023 00:10:52.776,100.0
08/06/2023 00:10:53.787,100.0
08/06/2023 00:10:54.809,100.0
08/06/2023 00:10:55.832,100.0
08/06/2023 00:10:56.846,100.0
08/06/2023 00:10:57.870,100.1
08/06/2023 00:10:58.877,100.0
08/06/2023 00:10:59.886,100.0
08/06/2023 00:11:00.909,100.1
08/06/2023 00:11:01.918,100.0
08/06/2023 00:11:02.942,100.0
08/06/2023 00:11:03.951,100.0
08/06/2023 00:11:04.964,100.0
08/06/2023 00:11:05.986,100.0
08/06/2023 00:11:07.001,100.1
08/06/2023 00:11:08.024,100.0
08/06/2023 00:11:09.052,100.0
08/06/2023 00:11:10.067,100.0
08/06/2023 00:11:11.077,100.0
08/06/2023 00:11:12.096,100.0
08/06/2023 00:11:13.116,100.0
08/06/2023 00:11:14.129,100.0
08/06/2023 00:11:15.160,100.0
08/06/2023 00:11:16.179,100.0
08/06/2023 00:11:17.191,100.0
08/06/2023 00:11:18.208,100.0
08/06/2023 00:11:19.228,100.0
08/06/2023 00:11:20.241,100.0
08/06/2023 00:11:21.266,100.0
08/06/2023 00:11:22.287,100.0
08/06/2023 00:11:23.299,100.0
08/06/2023 00:11:24.307,100.0
08/06/2023 00:11:25.317,100.0
08/06/2023 00:11:26.328,100.0
08/06/2023 00:11:27.349,100.0
08/06/2023 00:11:28.357,100.0
08/06/2023 00:11:29.366,100.0
08/06/2023 00:11:30.378,100.0
08/06/2023 00:11:31.387,100.0
08/06/2023 00:11:32.398,100.0
08/06/2023 00:11:33.408,100.0
08/06/2023 00:11:34.415,100.0
08/06/2023 00:11:35.428,100.0
08/06/2023 00:11:36.447,100.0
08/06/2023 00:11:37.474,100.0
08/06/2023 00:11:38.484,100.0
08/06/2023 00:11:39.498,100.0
08/06/2023 00:11:40.512,100.0
08/06/2023 00:11:41.534,100.0
08/06/2023 00:11:42.548,100.0
08/06/2023 00:11:43.561,100.0
08/06/2023 00:11:44.573,100.0
08/06/2023 00:11:45.585,100.0
08/06/2023 00:11:46.593,100.0
08/06/2023 00:11:47.607,100.0
08/06/2023 00:11:48.627,100.0
08/06/2023 00:11:49.654,100.0
08/06/2023 00:11:50.668,100.0
08/06/2023 00:11:51.692,100.0
08/06/2023 00:11:52.713,100.0
08/06/2023 00:11:53.728,100.0
08/06/2023 00:11:54.751,100.0
08/06/2023 00:11:55.769,100.0
08/06/2023 00:11:56.792,100.0
08/06/2023 00:11:57.811,100.0
08/06/2023 00:11:58.829,100.0
08/06/2023 00:11:59.852,100.0
08/06/2023 00:12:00.862,100.0
08/06/2023 00:12:01.885,100.0
08/06/2023 00:12:02.893,100.0
08/06/2023 00:12:03.916,100.0
08/06/2023 00:12:04.925,100.0
08/06/2023 00:12:05.957,100.0
08/06/2023 00:12:06.970,100.0
08/06/2023 00:12:07.989,100.0
08/06/2023 00:12:09.006,100.0
08/06/2023 00:12:10.017,100.0
08/06/2023 00:12:11.027,100.0
08/06/2023 00:12:12.038,100.0
08/06/2023 00:12:13.046,100.0
08/06/2023 00:12:14.060,100.0
08/06/2023 00:12:15.071,100.0
08/06/2023 00:12:16.093,100.0
08/06/2023 00:12:17.102,100.0
08/06/2023 00:12:18.122,100.0
08/06/2023 00:12:19.148,100.0
08/06/2023 00:12:20.170,100.0
08/06/2023 00:12:21.180,100.0
08/06/2023 00:12:22.194,100.0
08/06/2023 00:12:23.206,100.0
08/06/2023 00:12:24.232,100.0
08/06/2023 00:12:25.247,100.0
