'EPIC Ba.PID.OP Log File

'Date,Ba.PID.OP
08/06/2023 00:02:00.941,3.000
08/06/2023 00:02:01.954,3.000
08/06/2023 00:02:02.966,3.000
08/06/2023 00:02:03.974,3.000
08/06/2023 00:02:04.984,3.000
08/06/2023 00:02:05.993,3.000
08/06/2023 00:02:07.005,3.000
08/06/2023 00:02:08.014,3.000
08/06/2023 00:02:09.024,3.000
08/06/2023 00:02:10.059,3.000
08/06/2023 00:02:11.070,3.000
08/06/2023 00:02:12.080,3.000
08/06/2023 00:02:13.089,3.000
08/06/2023 00:02:14.098,3.000
08/06/2023 00:02:15.123,3.000
08/06/2023 00:02:16.131,3.000
08/06/2023 00:02:17.141,3.000
08/06/2023 00:02:18.151,3.000
08/06/2023 00:02:19.158,3.000
08/06/2023 00:02:20.168,3.000
08/06/2023 00:02:21.190,3.000
08/06/2023 00:02:22.202,3.000
08/06/2023 00:02:23.221,3.000
08/06/2023 00:02:24.240,3.000
08/06/2023 00:02:25.261,3.000
08/06/2023 00:02:26.269,3.000
08/06/2023 00:02:27.288,3.000
08/06/2023 00:02:28.302,3.000
08/06/2023 00:02:29.323,3.000
08/06/2023 00:02:30.334,3.000
08/06/2023 00:02:31.343,3.000
08/06/2023 00:02:32.351,3.000
08/06/2023 00:02:33.372,3.000
08/06/2023 00:02:34.382,3.000
08/06/2023 00:02:35.393,3.000
08/06/2023 00:02:36.401,3.000
08/06/2023 00:02:37.409,3.000
08/06/2023 00:02:38.415,3.000
08/06/2023 00:02:39.427,3.000
08/06/2023 00:02:40.435,3.000
08/06/2023 00:02:41.460,3.000
08/06/2023 00:02:42.482,3.000
08/06/2023 00:02:43.502,3.000
08/06/2023 00:02:44.510,3.000
08/06/2023 00:02:45.517,3.000
08/06/2023 00:02:46.535,3.000
08/06/2023 00:02:47.557,3.000
08/06/2023 00:02:48.566,3.000
08/06/2023 00:02:49.576,3.000
08/06/2023 00:02:50.582,3.000
08/06/2023 00:02:51.595,3.000
08/06/2023 00:02:52.609,3.000
08/06/2023 00:02:53.632,3.000
08/06/2023 00:02:54.642,3.000
08/06/2023 00:02:55.651,3.000
08/06/2023 00:02:56.674,3.000
08/06/2023 00:02:57.684,3.000
08/06/2023 00:02:58.694,3.000
08/06/2023 00:02:59.716,3.000
08/06/2023 00:03:00.724,3.000
08/06/2023 00:03:01.747,3.000
08/06/2023 00:03:02.766,3.000
08/06/2023 00:03:03.776,3.000
08/06/2023 00:03:04.796,3.000
08/06/2023 00:03:05.808,3.000
08/06/2023 00:03:06.818,3.000
08/06/2023 00:03:07.829,3.000
08/06/2023 00:03:08.850,3.000
08/06/2023 00:03:09.873,3.000
08/06/2023 00:03:10.897,3.000
08/06/2023 00:03:11.909,3.000
08/06/2023 00:03:12.925,3.000
08/06/2023 00:03:13.939,3.000
08/06/2023 00:03:14.949,3.000
08/06/2023 00:03:15.972,3.000
08/06/2023 00:03:16.985,3.000
08/06/2023 00:03:18.005,3.000
08/06/2023 00:03:19.022,3.000
08/06/2023 00:03:20.045,3.000
08/06/2023 00:03:21.069,3.000
08/06/2023 00:03:22.083,3.000
08/06/2023 00:03:23.092,3.000
08/06/2023 00:03:24.115,3.000
08/06/2023 00:03:25.127,3.000
08/06/2023 00:03:26.147,3.000
08/06/2023 00:03:27.156,3.000
08/06/2023 00:03:28.175,3.000
08/06/2023 00:03:29.189,2.900
08/06/2023 00:03:30.211,3.000
08/06/2023 00:03:31.222,2.900
08/06/2023 00:03:32.246,2.900
08/06/2023 00:03:33.267,3.000
08/06/2023 00:03:34.279,3.000
08/06/2023 00:03:35.291,3.000
08/06/2023 00:03:36.306,3.000
08/06/2023 00:03:37.317,2.900
08/06/2023 00:03:38.343,3.000
08/06/2023 00:03:39.357,2.900
08/06/2023 00:03:40.386,2.900
08/06/2023 00:03:41.402,2.900
08/06/2023 00:03:42.432,2.900
08/06/2023 00:03:43.457,2.900
08/06/2023 00:03:44.473,2.900
08/06/2023 00:03:45.497,2.900
08/06/2023 00:03:46.520,2.900
08/06/2023 00:03:47.545,2.900
08/06/2023 00:03:48.558,2.900
08/06/2023 00:03:49.583,2.900
08/06/2023 00:03:50.592,2.900
08/06/2023 00:03:51.619,2.900
08/06/2023 00:03:52.643,2.900
08/06/2023 00:03:53.665,2.900
08/06/2023 00:03:54.688,2.900
08/06/2023 00:03:55.710,2.900
08/06/2023 00:03:56.720,2.900
08/06/2023 00:03:57.730,2.900
08/06/2023 00:03:58.740,2.900
08/06/2023 00:03:59.749,2.900
08/06/2023 00:04:00.773,2.900
08/06/2023 00:04:01.792,2.900
08/06/2023 00:04:02.805,2.900
08/06/2023 00:04:03.824,2.900
08/06/2023 00:04:04.847,2.900
08/06/2023 00:04:05.870,2.900
08/06/2023 00:04:06.881,2.900
08/06/2023 00:04:07.905,2.900
08/06/2023 00:04:08.913,2.900
08/06/2023 00:04:09.935,2.900
08/06/2023 00:04:10.943,2.900
08/06/2023 00:04:11.964,2.900
08/06/2023 00:04:12.976,2.900
08/06/2023 00:04:13.985,2.900
08/06/2023 00:04:14.995,2.900
08/06/2023 00:04:16.003,2.900
08/06/2023 00:04:17.012,2.900
08/06/2023 00:04:18.035,2.900
08/06/2023 00:04:19.044,2.900
08/06/2023 00:04:20.068,2.900
08/06/2023 00:04:21.081,2.900
08/06/2023 00:04:22.104,2.900
08/06/2023 00:04:23.121,2.900
08/06/2023 00:04:24.144,2.900
08/06/2023 00:04:25.177,2.900
08/06/2023 00:04:26.201,2.900
08/06/2023 00:04:27.225,2.900
08/06/2023 00:04:28.237,2.900
08/06/2023 00:04:29.258,2.900
08/06/2023 00:04:30.269,2.900
08/06/2023 00:04:31.280,2.900
08/06/2023 00:04:32.304,2.900
08/06/2023 00:04:33.314,2.900
08/06/2023 00:04:34.329,2.900
08/06/2023 00:04:35.343,2.900
08/06/2023 00:04:36.361,2.900
08/06/2023 00:04:37.378,2.900
08/06/2023 00:04:38.400,2.900
08/06/2023 00:04:39.412,2.900
08/06/2023 00:04:40.428,2.900
08/06/2023 00:04:41.451,2.900
08/06/2023 00:04:42.474,2.900
08/06/2023 00:04:43.495,2.900
08/06/2023 00:04:44.519,2.900
08/06/2023 00:04:45.528,2.900
08/06/2023 00:04:46.540,2.900
08/06/2023 00:04:47.569,2.900
08/06/2023 00:04:48.587,2.900
08/06/2023 00:04:49.600,2.900
08/06/2023 00:04:50.618,2.900
08/06/2023 00:04:51.636,2.900
08/06/2023 00:04:52.665,3.000
08/06/2023 00:04:53.676,2.900
08/06/2023 00:04:54.694,2.900
08/06/2023 00:04:55.704,2.900
08/06/2023 00:04:56.728,3.000
08/06/2023 00:04:57.750,3.000
08/06/2023 00:04:58.760,3.000
08/06/2023 00:04:59.775,2.900
08/06/2023 00:05:00.787,3.000
08/06/2023 00:05:01.813,3.000
08/06/2023 00:05:02.837,3.000
08/06/2023 00:05:03.859,3.000
08/06/2023 00:05:04.871,3.000
08/06/2023 00:05:05.883,2.900
08/06/2023 00:05:06.907,2.900
08/06/2023 00:05:07.919,2.900
08/06/2023 00:05:08.938,2.900
08/06/2023 00:05:09.961,3.000
08/06/2023 00:05:10.988,2.900
08/06/2023 00:05:12.010,2.900
08/06/2023 00:05:13.018,3.000
08/06/2023 00:05:14.028,3.000
08/06/2023 00:05:15.052,3.000
08/06/2023 00:05:16.077,3.000
08/06/2023 00:05:17.086,3.000
08/06/2023 00:05:18.110,3.000
08/06/2023 00:05:19.120,3.000
08/06/2023 00:05:20.139,3.000
08/06/2023 00:05:21.153,2.900
08/06/2023 00:05:22.168,3.000
08/06/2023 00:05:23.182,3.000
08/06/2023 00:05:24.199,3.000
08/06/2023 00:05:25.221,2.900
08/06/2023 00:05:26.246,3.000
08/06/2023 00:05:27.266,3.000
08/06/2023 00:05:28.279,3.000
08/06/2023 00:05:29.291,3.000
08/06/2023 00:05:30.302,2.900
08/06/2023 00:05:31.317,2.900
08/06/2023 00:05:32.331,3.000
08/06/2023 00:05:33.351,3.000
08/06/2023 00:05:34.385,3.000
08/06/2023 00:05:35.398,3.000
08/06/2023 00:05:36.413,3.000
08/06/2023 00:05:37.432,3.000
08/06/2023 00:05:38.444,3.000
08/06/2023 00:05:39.457,3.000
08/06/2023 00:05:40.466,3.000
08/06/2023 00:05:41.478,3.000
08/06/2023 00:05:42.519,2.900
08/06/2023 00:05:43.528,3.000
08/06/2023 00:05:44.553,3.000
08/06/2023 00:05:45.563,3.000
08/06/2023 00:05:46.588,3.000
08/06/2023 00:05:47.611,3.000
08/06/2023 00:05:48.621,3.000
08/06/2023 00:05:49.639,3.000
08/06/2023 00:05:50.650,3.000
08/06/2023 00:05:51.669,3.000
08/06/2023 00:05:52.678,3.000
08/06/2023 00:05:53.687,3.000
08/06/2023 00:05:54.698,3.000
08/06/2023 00:05:55.723,3.000
08/06/2023 00:05:56.750,3.000
08/06/2023 00:05:57.766,3.000
08/06/2023 00:05:58.775,3.000
08/06/2023 00:05:59.799,3.000
08/06/2023 00:06:00.814,3.000
08/06/2023 00:06:01.827,3.000
08/06/2023 00:06:02.835,3.000
08/06/2023 00:06:03.873,3.000
08/06/2023 00:06:04.895,3.000
08/06/2023 00:06:05.918,3.000
08/06/2023 00:06:06.944,3.000
08/06/2023 00:06:07.965,3.000
08/06/2023 00:06:08.980,3.000
08/06/2023 00:06:09.994,3.000
08/06/2023 00:06:11.019,3.000
08/06/2023 00:06:12.032,3.000
08/06/2023 00:06:13.054,3.000
08/06/2023 00:06:14.065,3.000
08/06/2023 00:06:15.083,3.000
08/06/2023 00:06:16.102,3.000
08/06/2023 00:06:17.113,3.000
08/06/2023 00:06:18.136,3.000
08/06/2023 00:06:19.156,3.000
08/06/2023 00:06:20.175,3.000
08/06/2023 00:06:21.188,3.000
08/06/2023 00:06:22.217,3.000
08/06/2023 00:06:23.228,3.000
08/06/2023 00:06:24.250,3.000
08/06/2023 00:06:25.278,3.000
08/06/2023 00:06:26.297,3.000
08/06/2023 00:06:27.308,3.000
08/06/2023 00:06:28.332,3.000
08/06/2023 00:06:29.357,3.000
08/06/2023 00:06:30.385,3.000
08/06/2023 00:06:31.409,3.000
08/06/2023 00:06:32.433,3.000
08/06/2023 00:06:33.453,3.000
08/06/2023 00:06:34.475,3.000
08/06/2023 00:06:35.487,3.000
08/06/2023 00:06:36.498,3.000
08/06/2023 00:06:37.512,3.000
08/06/2023 00:06:38.522,3.000
08/06/2023 00:06:39.533,3.000
08/06/2023 00:06:40.559,3.000
08/06/2023 00:06:41.579,3.000
08/06/2023 00:06:42.600,3.000
08/06/2023 00:06:43.613,3.000
08/06/2023 00:06:44.633,3.000
08/06/2023 00:06:45.641,3.000
08/06/2023 00:06:46.652,3.000
08/06/2023 00:06:47.668,3.000
08/06/2023 00:06:48.684,3.000
08/06/2023 00:06:49.693,3.000
08/06/2023 00:06:50.723,3.000
08/06/2023 00:06:51.743,3.000
08/06/2023 00:06:52.765,3.000
08/06/2023 00:06:53.777,3.000
08/06/2023 00:06:54.799,3.000
08/06/2023 00:06:55.815,3.000
08/06/2023 00:06:56.826,3.000
08/06/2023 00:06:57.836,3.000
08/06/2023 00:06:58.853,3.000
08/06/2023 00:06:59.862,3.000
08/06/2023 00:07:00.871,3.000
08/06/2023 00:07:01.887,3.000
08/06/2023 00:07:02.912,3.000
08/06/2023 00:07:03.936,3.000
08/06/2023 00:07:04.947,3.000
08/06/2023 00:07:05.960,3.000
08/06/2023 00:07:06.981,3.000
08/06/2023 00:07:07.990,3.000
08/06/2023 00:07:09.013,3.000
08/06/2023 00:07:10.025,3.000
08/06/2023 00:07:11.034,3.000
08/06/2023 00:07:12.044,3.000
08/06/2023 00:07:13.063,3.000
08/06/2023 00:07:14.096,3.000
08/06/2023 00:07:15.115,3.000
08/06/2023 00:07:16.146,3.000
08/06/2023 00:07:17.165,3.000
08/06/2023 00:07:18.179,3.000
08/06/2023 00:07:19.201,3.000
08/06/2023 00:07:20.226,3.000
08/06/2023 00:07:21.256,3.000
08/06/2023 00:07:22.274,3.000
08/06/2023 00:07:23.298,3.000
08/06/2023 00:07:24.320,3.000
08/06/2023 00:07:25.338,3.000
08/06/2023 00:07:26.359,3.000
08/06/2023 00:07:27.369,3.000
08/06/2023 00:07:28.377,3.000
08/06/2023 00:07:29.401,3.000
08/06/2023 00:07:30.410,3.000
08/06/2023 00:07:31.421,3.000
08/06/2023 00:07:32.439,3.000
08/06/2023 00:07:33.461,3.000
08/06/2023 00:07:34.470,3.000
08/06/2023 00:07:35.481,3.000
08/06/2023 00:07:36.490,3.000
08/06/2023 00:07:37.514,3.000
08/06/2023 00:07:38.535,3.000
08/06/2023 00:07:39.557,3.000
08/06/2023 00:07:40.571,3.000
08/06/2023 00:07:41.584,3.000
08/06/2023 00:07:42.608,3.000
08/06/2023 00:07:43.619,3.000
08/06/2023 00:07:44.646,3.000
08/06/2023 00:07:45.671,3.000
08/06/2023 00:07:46.682,3.000
08/06/2023 00:07:47.717,3.000
08/06/2023 00:07:48.728,3.000
08/06/2023 00:07:49.738,3.000
08/06/2023 00:07:50.749,3.000
08/06/2023 00:07:51.762,3.000
08/06/2023 00:07:52.784,3.000
08/06/2023 00:07:53.808,3.000
08/06/2023 00:07:54.829,3.000
08/06/2023 00:07:55.839,3.000
08/06/2023 00:07:56.851,3.000
08/06/2023 00:07:57.871,3.000
08/06/2023 00:07:58.881,3.000
08/06/2023 00:07:59.905,3.000
08/06/2023 00:08:00.915,3.000
08/06/2023 00:08:01.928,3.000
08/06/2023 00:08:02.952,3.000
08/06/2023 00:08:03.961,3.000
08/06/2023 00:08:04.985,3.000
08/06/2023 00:08:06.000,3.000
08/06/2023 00:08:07.017,3.000
08/06/2023 00:08:08.027,3.000
08/06/2023 00:08:09.050,3.000
08/06/2023 00:08:10.061,3.000
08/06/2023 00:08:11.081,3.000
08/06/2023 00:08:12.107,3.000
08/06/2023 00:08:13.116,3.000
08/06/2023 00:08:14.138,3.000
08/06/2023 00:08:15.147,3.000
08/06/2023 00:08:16.169,3.000
08/06/2023 00:08:17.192,3.000
08/06/2023 00:08:18.213,3.000
08/06/2023 00:08:19.221,3.000
08/06/2023 00:08:20.230,3.000
08/06/2023 00:08:21.253,3.000
08/06/2023 00:08:22.264,3.000
08/06/2023 00:08:23.285,3.000
08/06/2023 00:08:24.293,3.000
08/06/2023 00:08:25.305,3.000
08/06/2023 00:08:26.328,3.000
08/06/2023 00:08:27.352,3.000
08/06/2023 00:08:28.377,3.000
08/06/2023 00:08:29.391,3.000
08/06/2023 00:08:30.403,3.000
08/06/2023 00:08:31.412,3.000
08/06/2023 00:08:32.438,3.000
08/06/2023 00:08:33.461,3.000
08/06/2023 00:08:34.472,3.000
08/06/2023 00:08:35.490,3.000
08/06/2023 00:08:36.507,3.000
08/06/2023 00:08:37.528,3.000
08/06/2023 00:08:38.540,3.000
08/06/2023 00:08:39.553,3.000
08/06/2023 00:08:40.562,3.000
08/06/2023 00:08:41.581,3.000
08/06/2023 00:08:42.591,3.000
08/06/2023 00:08:43.600,3.000
08/06/2023 00:08:44.621,3.000
08/06/2023 00:08:45.631,3.000
08/06/2023 00:08:46.643,3.000
08/06/2023 00:08:47.669,3.000
08/06/2023 00:08:48.691,3.000
08/06/2023 00:08:49.716,3.000
08/06/2023 00:08:50.736,3.000
08/06/2023 00:08:51.747,3.000
08/06/2023 00:08:52.771,3.000
08/06/2023 00:08:53.781,3.000
08/06/2023 00:08:54.803,3.000
08/06/2023 00:08:55.828,3.000
08/06/2023 00:08:56.851,3.000
08/06/2023 00:08:57.863,3.000
08/06/2023 00:08:58.878,3.000
08/06/2023 00:08:59.899,3.000
08/06/2023 00:09:00.922,3.000
08/06/2023 00:09:01.940,3.000
08/06/2023 00:09:02.953,3.000
08/06/2023 00:09:03.970,3.000
08/06/2023 00:09:04.978,3.000
08/06/2023 00:09:06.001,3.000
08/06/2023 00:09:07.025,3.000
08/06/2023 00:09:08.045,3.000
08/06/2023 00:09:09.066,3.000
08/06/2023 00:09:10.089,3.000
08/06/2023 00:09:11.110,3.000
08/06/2023 00:09:12.121,3.000
08/06/2023 00:09:13.143,3.000
08/06/2023 00:09:14.168,3.000
08/06/2023 00:09:15.178,3.000
08/06/2023 00:09:16.200,3.000
08/06/2023 00:09:17.224,3.000
08/06/2023 00:09:18.235,3.000
08/06/2023 00:09:19.246,3.000
08/06/2023 00:09:20.254,3.000
08/06/2023 00:09:21.269,3.000
08/06/2023 00:09:22.278,3.000
08/06/2023 00:09:23.289,3.000
08/06/2023 00:09:24.312,3.000
08/06/2023 00:09:25.341,3.000
08/06/2023 00:09:26.360,3.000
08/06/2023 00:09:27.389,3.000
08/06/2023 00:09:28.407,3.000
08/06/2023 00:09:29.422,3.000
08/06/2023 00:09:30.441,2.900
08/06/2023 00:09:31.455,3.000
08/06/2023 00:09:32.469,3.000
08/06/2023 00:09:33.478,3.000
08/06/2023 00:09:34.493,3.000
08/06/2023 00:09:35.514,3.000
08/06/2023 00:09:36.535,3.000
08/06/2023 00:09:37.556,3.000
08/06/2023 00:09:38.579,2.900
08/06/2023 00:09:39.604,2.900
08/06/2023 00:09:40.612,3.000
08/06/2023 00:09:41.633,3.000
08/06/2023 00:09:42.643,3.000
08/06/2023 00:09:43.654,3.000
08/06/2023 00:09:44.664,3.000
08/06/2023 00:09:45.687,3.000
08/06/2023 00:09:46.697,3.000
08/06/2023 00:09:47.715,3.000
08/06/2023 00:09:48.736,3.000
08/06/2023 00:09:49.764,3.000
08/06/2023 00:09:50.787,2.900
08/06/2023 00:09:51.810,2.900
08/06/2023 00:09:52.822,3.000
08/06/2023 00:09:53.831,3.000
08/06/2023 00:09:54.845,3.000
08/06/2023 00:09:55.857,2.900
08/06/2023 00:09:56.877,2.900
08/06/2023 00:09:57.908,2.900
08/06/2023 00:09:58.926,2.900
08/06/2023 00:09:59.948,3.000
08/06/2023 00:10:00.957,2.900
08/06/2023 00:10:01.972,2.900
08/06/2023 00:10:02.981,2.900
08/06/2023 00:10:03.993,2.900
08/06/2023 00:10:05.015,2.900
08/06/2023 00:10:06.030,2.900
08/06/2023 00:10:07.051,2.900
08/06/2023 00:10:08.073,2.900
08/06/2023 00:10:09.083,2.900
08/06/2023 00:10:10.114,2.900
08/06/2023 00:10:11.140,2.900
08/06/2023 00:10:12.158,2.900
08/06/2023 00:10:13.167,2.900
08/06/2023 00:10:14.196,2.900
08/06/2023 00:10:15.215,2.900
08/06/2023 00:10:16.233,2.900
08/06/2023 00:10:17.244,2.900
08/06/2023 00:10:18.263,2.900
08/06/2023 00:10:19.275,2.900
08/06/2023 00:10:20.288,2.900
08/06/2023 00:10:21.311,2.900
08/06/2023 00:10:22.319,2.900
08/06/2023 00:10:23.342,2.900
08/06/2023 00:10:24.351,2.900
08/06/2023 00:10:25.359,2.900
08/06/2023 00:10:26.372,2.900
08/06/2023 00:10:27.392,2.900
08/06/2023 00:10:28.419,2.900
08/06/2023 00:10:29.436,2.900
08/06/2023 00:10:30.445,2.900
08/06/2023 00:10:31.466,2.900
08/06/2023 00:10:32.481,2.900
08/06/2023 00:10:33.491,2.900
08/06/2023 00:10:34.500,2.900
08/06/2023 00:10:35.511,2.900
08/06/2023 00:10:36.522,2.900
08/06/2023 00:10:37.533,2.900
08/06/2023 00:10:38.544,2.900
08/06/2023 00:10:39.561,2.900
08/06/2023 00:10:40.580,2.900
08/06/2023 00:10:41.592,2.900
08/06/2023 00:10:42.604,2.900
08/06/2023 00:10:43.619,2.900
08/06/2023 00:10:44.642,2.900
08/06/2023 00:10:45.662,2.900
08/06/2023 00:10:46.679,2.900
08/06/2023 00:10:47.694,2.900
08/06/2023 00:10:48.715,2.900
08/06/2023 00:10:49.725,2.900
08/06/2023 00:10:50.735,2.900
08/06/2023 00:10:51.758,2.900
08/06/2023 00:10:52.776,2.900
08/06/2023 00:10:53.788,2.900
08/06/2023 00:10:54.810,2.900
08/06/2023 00:10:55.832,2.900
08/06/2023 00:10:56.847,2.900
08/06/2023 00:10:57.870,2.900
08/06/2023 00:10:58.877,2.900
08/06/2023 00:10:59.887,2.900
08/06/2023 00:11:00.909,2.900
08/06/2023 00:11:01.919,2.900
08/06/2023 00:11:02.942,3.000
08/06/2023 00:11:03.952,2.900
08/06/2023 00:11:04.964,2.900
08/06/2023 00:11:05.986,2.900
08/06/2023 00:11:07.001,2.900
08/06/2023 00:11:08.026,2.900
08/06/2023 00:11:09.052,2.900
08/06/2023 00:11:10.068,2.900
08/06/2023 00:11:11.077,2.900
08/06/2023 00:11:12.096,2.900
08/06/2023 00:11:13.116,2.900
08/06/2023 00:11:14.129,3.000
08/06/2023 00:11:15.160,3.000
08/06/2023 00:11:16.180,3.000
08/06/2023 00:11:17.191,2.900
08/06/2023 00:11:18.210,2.900
08/06/2023 00:11:19.229,2.900
08/06/2023 00:11:20.241,2.900
08/06/2023 00:11:21.266,2.900
08/06/2023 00:11:22.287,3.000
08/06/2023 00:11:23.299,3.000
08/06/2023 00:11:24.307,3.000
08/06/2023 00:11:25.317,2.900
08/06/2023 00:11:26.328,2.900
08/06/2023 00:11:27.349,2.900
08/06/2023 00:11:28.358,3.000
08/06/2023 00:11:29.366,3.000
08/06/2023 00:11:30.379,3.000
08/06/2023 00:11:31.387,2.900
08/06/2023 00:11:32.398,2.900
08/06/2023 00:11:33.408,2.900
08/06/2023 00:11:34.416,2.900
08/06/2023 00:11:35.428,2.900
08/06/2023 00:11:36.448,2.900
08/06/2023 00:11:37.474,2.900
08/06/2023 00:11:38.484,2.900
08/06/2023 00:11:39.498,2.900
08/06/2023 00:11:40.512,2.900
08/06/2023 00:11:41.535,2.900
08/06/2023 00:11:42.548,2.900
08/06/2023 00:11:43.561,2.900
08/06/2023 00:11:44.573,2.900
08/06/2023 00:11:45.585,2.900
08/06/2023 00:11:46.594,2.900
08/06/2023 00:11:47.609,2.900
08/06/2023 00:11:48.628,3.000
08/06/2023 00:11:49.655,3.000
08/06/2023 00:11:50.669,2.900
08/06/2023 00:11:51.692,2.900
08/06/2023 00:11:52.714,3.000
08/06/2023 00:11:53.729,2.900
08/06/2023 00:11:54.752,2.900
08/06/2023 00:11:55.769,2.900
08/06/2023 00:11:56.793,3.000
08/06/2023 00:11:57.811,3.000
08/06/2023 00:11:58.829,3.000
08/06/2023 00:11:59.852,3.000
08/06/2023 00:12:00.863,3.000
08/06/2023 00:12:01.885,3.000
08/06/2023 00:12:02.894,2.900
08/06/2023 00:12:03.916,3.000
08/06/2023 00:12:04.925,3.000
08/06/2023 00:12:05.957,3.000
08/06/2023 00:12:06.970,3.000
08/06/2023 00:12:07.990,3.000
08/06/2023 00:12:09.007,2.900
08/06/2023 00:12:10.017,3.000
08/06/2023 00:12:11.027,3.000
08/06/2023 00:12:12.038,3.000
08/06/2023 00:12:13.046,3.000
08/06/2023 00:12:14.061,3.000
08/06/2023 00:12:15.072,3.000
08/06/2023 00:12:16.093,3.000
08/06/2023 00:12:17.103,3.000
08/06/2023 00:12:18.122,3.000
08/06/2023 00:12:19.148,3.000
08/06/2023 00:12:20.170,3.000
08/06/2023 00:12:21.181,3.000
08/06/2023 00:12:22.195,3.000
08/06/2023 00:12:23.207,3.000
08/06/2023 00:12:24.233,3.000
08/06/2023 00:12:25.247,3.000
