'EPIC Ga.PID.wOP Log File

'Date,Ga.PID.wOP
08/06/2023 00:06:39.531,6.000
08/06/2023 00:06:40.554,6.000
08/06/2023 00:06:41.576,6.000
08/06/2023 00:06:42.597,6.100
08/06/2023 00:06:43.610,6.000
08/06/2023 00:06:44.630,6.100
08/06/2023 00:06:45.639,6.000
08/06/2023 00:06:46.650,6.100
08/06/2023 00:06:47.665,6.100
08/06/2023 00:06:48.682,6.000
08/06/2023 00:06:49.691,6.000
08/06/2023 00:06:50.720,6.000
08/06/2023 00:06:51.741,6.000
08/06/2023 00:06:52.763,6.000
08/06/2023 00:06:53.774,6.000
08/06/2023 00:06:54.796,6.000
08/06/2023 00:06:55.812,6.000
08/06/2023 00:06:56.824,6.000
08/06/2023 00:06:57.834,6.000
08/06/2023 00:06:58.850,6.100
08/06/2023 00:06:59.859,6.000
08/06/2023 00:07:00.869,6.000
08/06/2023 00:07:01.884,6.000
08/06/2023 00:07:02.909,6.000
08/06/2023 00:07:03.933,6.000
08/06/2023 00:07:04.945,6.000
08/06/2023 00:07:05.957,6.000
08/06/2023 00:07:06.978,6.000
08/06/2023 00:07:07.988,6.000
08/06/2023 00:07:09.010,6.000
08/06/2023 00:07:10.023,5.900
08/06/2023 00:07:11.031,6.000
08/06/2023 00:07:12.042,6.000
08/06/2023 00:07:13.061,6.000
08/06/2023 00:07:14.093,5.900
08/06/2023 00:07:15.113,6.000
08/06/2023 00:07:16.144,6.000
08/06/2023 00:07:17.162,6.000
08/06/2023 00:07:18.176,6.000
08/06/2023 00:07:19.198,5.900
08/06/2023 00:07:20.224,6.000
08/06/2023 00:07:21.254,5.900
08/06/2023 00:07:22.271,5.900
08/06/2023 00:07:23.295,5.900
08/06/2023 00:07:24.314,5.900
08/06/2023 00:07:25.336,6.000
08/06/2023 00:07:26.356,5.900
08/06/2023 00:07:27.366,6.000
08/06/2023 00:07:28.375,6.000
08/06/2023 00:07:29.398,6.000
08/06/2023 00:07:30.407,6.000
08/06/2023 00:07:31.418,6.000
08/06/2023 00:07:32.437,6.000
08/06/2023 00:07:33.458,6.100
08/06/2023 00:07:34.467,6.000
08/06/2023 00:07:35.478,6.000
08/06/2023 00:07:36.487,6.000
08/06/2023 00:07:37.511,5.900
08/06/2023 00:07:38.532,6.000
08/06/2023 00:07:39.555,6.000
08/06/2023 00:07:40.569,6.100
08/06/2023 00:07:41.581,6.000
08/06/2023 00:07:42.606,6.000
08/06/2023 00:07:43.617,6.100
08/06/2023 00:07:44.641,6.000
08/06/2023 00:07:45.668,6.000
08/06/2023 00:07:46.679,6.000
08/06/2023 00:07:47.714,6.000
08/06/2023 00:07:48.725,6.000
08/06/2023 00:07:49.735,6.000
08/06/2023 00:07:50.747,6.000
08/06/2023 00:07:51.759,6.100
08/06/2023 00:07:52.781,6.000
08/06/2023 00:07:53.805,6.000
08/06/2023 00:07:54.826,6.000
08/06/2023 00:07:55.837,5.900
08/06/2023 00:07:56.848,5.900
08/06/2023 00:07:57.868,6.000
08/06/2023 00:07:58.879,6.000
08/06/2023 00:07:59.903,6.000
08/06/2023 00:08:00.912,5.900
08/06/2023 00:08:01.925,6.100
08/06/2023 00:08:02.949,5.900
08/06/2023 00:08:03.958,5.900
08/06/2023 00:08:04.982,6.000
08/06/2023 00:08:05.997,5.900
08/06/2023 00:08:07.014,6.000
08/06/2023 00:08:08.025,6.000
08/06/2023 00:08:09.047,5.900
08/06/2023 00:08:10.059,6.000
08/06/2023 00:08:11.079,6.000
08/06/2023 00:08:12.105,5.900
08/06/2023 00:08:13.114,6.000
08/06/2023 00:08:14.136,6.000
08/06/2023 00:08:15.145,6.000
08/06/2023 00:08:16.166,6.000
08/06/2023 00:08:17.189,6.000
08/06/2023 00:08:18.210,6.000
08/06/2023 00:08:19.218,6.000
08/06/2023 00:08:20.228,6.000
08/06/2023 00:08:21.251,6.000
08/06/2023 00:08:22.261,6.000
08/06/2023 00:08:23.282,6.000
08/06/2023 00:08:24.291,5.900
08/06/2023 00:08:25.302,6.000
08/06/2023 00:08:26.326,6.000
08/06/2023 00:08:27.349,6.000
08/06/2023 00:08:28.374,6.000
08/06/2023 00:08:29.389,6.000
08/06/2023 00:08:30.400,6.000
08/06/2023 00:08:31.409,6.000
08/06/2023 00:08:32.433,6.000
08/06/2023 00:08:33.458,6.000
08/06/2023 00:08:34.470,6.000
08/06/2023 00:08:35.487,6.000
08/06/2023 00:08:36.505,6.000
08/06/2023 00:08:37.526,6.000
08/06/2023 00:08:38.538,6.000
08/06/2023 00:08:39.550,6.100
08/06/2023 00:08:40.559,6.100
08/06/2023 00:08:41.578,6.000
08/06/2023 00:08:42.588,6.000
08/06/2023 00:08:43.598,6.100
08/06/2023 00:08:44.619,6.000
08/06/2023 00:08:45.628,6.000
08/06/2023 00:08:46.638,6.000
08/06/2023 00:08:47.666,6.000
08/06/2023 00:08:48.689,6.000
08/06/2023 00:08:49.713,6.000
08/06/2023 00:08:50.733,6.000
08/06/2023 00:08:51.744,6.000
08/06/2023 00:08:52.768,6.000
08/06/2023 00:08:53.778,5.900
08/06/2023 00:08:54.801,6.000
08/06/2023 00:08:55.825,5.900
08/06/2023 00:08:56.849,6.000
08/06/2023 00:08:57.860,6.000
08/06/2023 00:08:58.873,6.000
08/06/2023 00:08:59.896,6.000
08/06/2023 00:09:00.919,6.000
08/06/2023 00:09:01.937,6.000
08/06/2023 00:09:02.951,6.000
08/06/2023 00:09:03.967,5.900
08/06/2023 00:09:04.976,6.000
08/06/2023 00:09:05.998,6.000
08/06/2023 00:09:07.023,6.000
08/06/2023 00:09:08.042,6.000
08/06/2023 00:09:09.064,6.000
08/06/2023 00:09:10.087,5.900
08/06/2023 00:09:11.107,6.000
08/06/2023 00:09:12.118,6.100
08/06/2023 00:09:13.141,6.000
08/06/2023 00:09:14.166,6.000
08/06/2023 00:09:15.175,5.900
08/06/2023 00:09:16.197,6.000
08/06/2023 00:09:17.221,6.000
08/06/2023 00:09:18.232,6.000
08/06/2023 00:09:19.243,6.000
08/06/2023 00:09:20.252,6.000
08/06/2023 00:09:21.267,5.900
08/06/2023 00:09:22.275,6.000
08/06/2023 00:09:23.286,6.000
08/06/2023 00:09:24.309,6.000
08/06/2023 00:09:25.338,6.000
08/06/2023 00:09:26.357,6.000
08/06/2023 00:09:27.386,6.000
08/06/2023 00:09:28.404,6.000
08/06/2023 00:09:29.420,6.000
08/06/2023 00:09:30.438,6.000
08/06/2023 00:09:31.452,6.100
08/06/2023 00:09:32.466,6.100
08/06/2023 00:09:33.475,6.100
08/06/2023 00:09:34.490,6.100
08/06/2023 00:09:35.510,6.100
08/06/2023 00:09:36.530,6.000
08/06/2023 00:09:37.551,6.000
08/06/2023 00:09:38.577,6.100
08/06/2023 00:09:39.601,6.000
08/06/2023 00:09:40.609,6.100
08/06/2023 00:09:41.630,6.000
08/06/2023 00:09:42.641,6.000
08/06/2023 00:09:43.651,6.000
08/06/2023 00:09:44.661,6.000
08/06/2023 00:09:45.684,6.000
08/06/2023 00:09:46.694,6.000
08/06/2023 00:09:47.711,6.000
08/06/2023 00:09:48.734,6.000
08/06/2023 00:09:49.759,6.000
08/06/2023 00:09:50.785,6.000
08/06/2023 00:09:51.807,6.000
08/06/2023 00:09:52.820,5.900
08/06/2023 00:09:53.829,6.000
08/06/2023 00:09:54.842,6.000
08/06/2023 00:09:55.854,5.900
08/06/2023 00:09:56.874,6.000
08/06/2023 00:09:57.905,6.000
08/06/2023 00:09:58.923,5.900
08/06/2023 00:09:59.945,6.000
08/06/2023 00:10:00.955,6.000
08/06/2023 00:10:01.970,6.000
08/06/2023 00:10:02.979,6.000
08/06/2023 00:10:03.991,6.000
08/06/2023 00:10:05.013,6.100
08/06/2023 00:10:06.028,6.000
08/06/2023 00:10:07.048,6.000
08/06/2023 00:10:08.070,6.000
08/06/2023 00:10:09.081,5.900
08/06/2023 00:10:10.111,5.900
08/06/2023 00:10:11.138,5.900
08/06/2023 00:10:12.156,5.900
08/06/2023 00:10:13.164,6.000
08/06/2023 00:10:14.194,6.000
08/06/2023 00:10:15.213,6.000
08/06/2023 00:10:16.231,6.000
08/06/2023 00:10:17.241,6.000
08/06/2023 00:10:18.261,6.000
08/06/2023 00:10:19.272,5.900
08/06/2023 00:10:20.283,6.000
08/06/2023 00:10:21.309,6.000
08/06/2023 00:10:22.316,5.900
08/06/2023 00:10:23.339,6.000
08/06/2023 00:10:24.348,6.000
08/06/2023 00:10:25.357,6.000
08/06/2023 00:10:26.369,6.000
08/06/2023 00:10:27.390,6.100
08/06/2023 00:10:28.416,6.100
08/06/2023 00:10:29.434,6.000
08/06/2023 00:10:30.443,6.100
08/06/2023 00:10:31.464,6.000
08/06/2023 00:10:32.479,6.100
08/06/2023 00:10:33.488,6.000
08/06/2023 00:10:34.497,6.100
08/06/2023 00:10:35.509,6.000
08/06/2023 00:10:36.519,6.000
08/06/2023 00:10:37.531,6.000
08/06/2023 00:10:38.542,6.000
08/06/2023 00:10:39.556,6.000
08/06/2023 00:10:40.578,6.100
08/06/2023 00:10:41.590,6.000
08/06/2023 00:10:42.601,6.000
08/06/2023 00:10:43.617,6.100
08/06/2023 00:10:44.640,6.100
08/06/2023 00:10:45.659,6.100
08/06/2023 00:10:46.676,6.000
08/06/2023 00:10:47.692,6.100
08/06/2023 00:10:48.712,6.000
08/06/2023 00:10:49.722,6.000
08/06/2023 00:10:50.732,6.000
08/06/2023 00:10:51.755,6.000
08/06/2023 00:10:52.774,6.000
08/06/2023 00:10:53.785,6.000
08/06/2023 00:10:54.807,6.100
08/06/2023 00:10:55.829,6.000
08/06/2023 00:10:56.844,6.000
08/06/2023 00:10:57.868,6.000
08/06/2023 00:10:58.875,6.000
08/06/2023 00:10:59.884,6.000
08/06/2023 00:11:00.907,6.000
08/06/2023 00:11:01.916,6.000
08/06/2023 00:11:02.939,6.000
08/06/2023 00:11:03.949,6.000
08/06/2023 00:11:04.962,6.000
08/06/2023 00:11:05.984,5.900
08/06/2023 00:11:06.996,5.900
08/06/2023 00:11:08.022,6.000
08/06/2023 00:11:09.049,6.000
08/06/2023 00:11:10.065,6.000
08/06/2023 00:11:11.075,5.900
08/06/2023 00:11:12.093,6.100
08/06/2023 00:11:13.113,6.000
08/06/2023 00:11:14.127,5.900
08/06/2023 00:11:15.158,6.000
08/06/2023 00:11:16.177,6.000
08/06/2023 00:11:17.189,6.000
08/06/2023 00:11:18.205,6.000
08/06/2023 00:11:19.226,6.000
08/06/2023 00:11:20.236,6.000
08/06/2023 00:11:21.264,6.000
08/06/2023 00:11:22.284,6.100
08/06/2023 00:11:23.297,6.000
08/06/2023 00:11:24.304,6.100
08/06/2023 00:11:25.315,6.000
08/06/2023 00:11:26.326,6.000
08/06/2023 00:11:27.346,6.000
08/06/2023 00:11:28.355,6.000
08/06/2023 00:11:29.364,6.000
08/06/2023 00:11:30.376,6.000
08/06/2023 00:11:31.385,6.000
08/06/2023 00:11:32.396,6.000
08/06/2023 00:11:33.405,6.000
08/06/2023 00:11:34.413,6.000
08/06/2023 00:11:35.426,6.000
08/06/2023 00:11:36.445,6.000
08/06/2023 00:11:37.471,6.000
08/06/2023 00:11:38.482,6.000
08/06/2023 00:11:39.496,6.000
08/06/2023 00:11:40.509,6.000
08/06/2023 00:11:41.532,6.000
08/06/2023 00:11:42.545,6.000
08/06/2023 00:11:43.558,6.000
08/06/2023 00:11:44.570,6.000
08/06/2023 00:11:45.583,6.000
08/06/2023 00:11:46.591,6.000
08/06/2023 00:11:47.605,6.000
08/06/2023 00:11:48.625,6.000
08/06/2023 00:11:49.652,6.000
08/06/2023 00:11:50.666,6.000
08/06/2023 00:11:51.690,6.000
08/06/2023 00:11:52.711,6.000
08/06/2023 00:11:53.726,6.000
08/06/2023 00:11:54.749,5.900
08/06/2023 00:11:55.767,5.900
08/06/2023 00:11:56.790,6.100
08/06/2023 00:11:57.808,6.000
08/06/2023 00:11:58.827,5.900
08/06/2023 00:11:59.849,6.000
08/06/2023 00:12:00.860,5.900
08/06/2023 00:12:01.883,5.900
08/06/2023 00:12:02.891,6.000
08/06/2023 00:12:03.914,6.000
08/06/2023 00:12:04.923,6.000
08/06/2023 00:12:05.955,6.000
08/06/2023 00:12:06.968,6.000
08/06/2023 00:12:07.987,6.000
08/06/2023 00:12:09.004,6.000
08/06/2023 00:12:10.015,6.000
08/06/2023 00:12:11.025,6.000
08/06/2023 00:12:12.035,6.000
08/06/2023 00:12:13.044,6.000
08/06/2023 00:12:14.058,6.000
08/06/2023 00:12:15.069,6.100
08/06/2023 00:12:16.091,6.000
08/06/2023 00:12:17.100,5.900
08/06/2023 00:12:18.120,6.100
08/06/2023 00:12:19.146,6.000
08/06/2023 00:12:20.167,6.000
08/06/2023 00:12:21.178,6.000
08/06/2023 00:12:22.192,6.000
08/06/2023 00:12:23.204,6.000
08/06/2023 00:12:24.230,6.000
08/06/2023 00:12:25.244,6.100
